bodyId,type,instance,somaSide,nt
203801,FS4B,FS4B_C8_R,R,acetylcholine
204229,FS3_d,FS3_C4_R,R,acetylcholine
204447,FS4A,FS4A_C5_R,R,acetylcholine
204540,PFNp_b,PFNp_b,L,acetylcholine
204770,vDeltaA_a,vDeltaA_a(AB)_C6,L,acetylcholine
204879,vDeltaM,vDeltaM_C9,R,acetylcholine
205330,FS3_d,FS3_C6_R,R,acetylcholine
206573,FS4A,FS4A_C5_L,L,acetylcholine
208105,FS4B,FS4B_C6_L,L,acetylcholine
208160,SA2_b,SA2_b_cont_L,L,glutamate
209528,vDeltaK,vDeltaK_C7,R,acetylcholine
209643,FS4C,FS4C_C2_R,R,acetylcholine
209767,vDeltaA_a,vDeltaA_a(AB)_C3,L,acetylcholine
210166,PFNp_d,PFNp_d,R,acetylcholine
210246,vDeltaM,vDeltaM_C7,L,acetylcholine
210391,FS3_d,FS3_C7_L,L,acetylcholine
210510,FS4A,FS4A_C5_L,L,acetylcholine
210840,PFNp_b,PFNp_b,R,acetylcholine
211310,PFNp_b,PFNp_b,R,acetylcholine
211994,PFNp_b,PFNp_b,L,acetylcholine
212370,PFNp_b,PFNp_b,R,acetylcholine
212879,FS1A_b,FS1A_b_C5_L,L,acetylcholine
214925,FS3_d,FS3_C3_R,R,acetylcholine
215284,FB6R,FB6R_R,R,glutamate
216592,FB9C,FB9C_R,R,glutamate
216873,vDeltaA_a,vDeltaA_a(AB)_C7,R,acetylcholine
217691,PFNp_b,PFNp_b,R,acetylcholine
219656,SA1_b,SA1_b_R,R,glutamate
220958,FB5J,FB5J_L,L,glutamate
222034,FS4A,FS4A_C3_R,R,acetylcholine
224128,PFNp_b,PFNp_b,R,acetylcholine
224456,FS4A,FS4A_C7_R,R,acetylcholine
227350,FS4C,FS4C_C4_R,R,acetylcholine
230056,FS4B,FS4B_C7_R,R,acetylcholine
231168,FB4Z_a,FB4Z_a_R,R,glutamate
233026,FB7C,FB7C_R,R,glutamate
235972,FS4B,FS4B_C6_L,L,acetylcholine
236418,vDeltaK,vDeltaK_C0,R,acetylcholine
236557,FC2C,FC2C_C3_R,R,acetylcholine
238044,FS1A_a,FS1A_a_C2_L,L,acetylcholine
241046,FC2B,FC2B_C4_R,R,acetylcholine
248193,FS3_d,FS3_C1_R,R,acetylcholine
249693,FS1A_a,FS1A_a_C8_L,L,acetylcholine
252044,FS4B,FS4B_C7_R,R,acetylcholine
256623,FS1B_a,FS1B_a_C9_L,L,acetylcholine
258715,IbSpsP,IbSpsP(PB17)_R9,R,acetylcholine
258998,FS4A,FS4A_C2_R,R,acetylcholine
259750,PFNp_b,PFNp_b,R,acetylcholine
262715,FS4C,FS4C_C6_L,L,acetylcholine
264828,FB6S,FB6S_L,L,glutamate
269054,PFNp_d,PFNp_d,R,acetylcholine
270968,FS2,FS2_C8_L,L,acetylcholine
273774,PFNm_b,PFNm_b_L2_C1,L,acetylcholine
280345,PFNp_a,PFNp_a,L,acetylcholine
284058,FS1B_a,FS1B_a_C8_L,L,acetylcholine
290285,vDeltaM,vDeltaM_C5,R,acetylcholine
294178,EL,EL_L,L,octopamine
298502,FB4E_a,FB4E_a_R,R,glutamate
300334,FB5W_b,FB5W_b_L,L,glutamate
300336,FS4B,FS4B_C6_R,R,acetylcholine
302843,FS4B,FS4B_C9_L,L,acetylcholine
307621,FS1A_c,FS1A_c_C5_L,L,acetylcholine
310736,FS4A,FS4A_C4_R,R,acetylcholine
358638,FS3_d,FS3_C8_L,L,acetylcholine
361803,FB2K,FB2K_R,R,glutamate
434891,Delta7,Delta7(PB15)_L3R7_R,R,glutamate
454614,ER4m,ER4m_L,L,gaba
485278,FB4H,FB4H_R,R,glutamate
511777,ER3a_b,ER3a_b_L,L,gaba
511778,EL,EL_L,L,octopamine
511841,Delta7,Delta7(PB15)_L2R7_R,R,glutamate
511842,PFL2,PFL2(PB12b)_L2_C6,L,acetylcholine
511844,PEG,PEG(PB07)_L1,L,acetylcholine
511846,PFR_a,PFR_a(PB11a)_L6_C6,L,unclear
511847,vDeltaE,vDeltaE_C7,R,acetylcholine
511857,ER1_c,ER1_c_L,L,gaba
512041,FB4F_a,FB4F_a_R,R,glutamate
512042,FB4F_c,FB4F_c_R,R,glutamate
512179,PFR_a,PFR_a(PB11a)_L1_C9_irreg,R,unclear
512305,EPG,EPG(PB08)_R8,R,acetylcholine
512319,ER6,ER6_L,L,gaba
512362,hDeltaB,hDeltaB_09_C7,L,acetylcholine
512513,EPG,EPG(PB08)_R1,R,acetylcholine
512514,EPG,EPG(PB08)_L1,L,acetylcholine
512515,ER3a_a,ER3a_a_L,L,gaba
512606,ER3w_c,ER3w_c_L,L,gaba
512607,ER3p_a,ER3p_a_R,R,gaba
512608,ER3d_b,ER3d_b_R,R,gaba
512716,FB6M,FB6M_L,L,glutamate
512717,FB6M,FB6M_L,L,glutamate
512793,PEG,PEG(PB07)_L6,L,acetylcholine
512927,PEN_a(PEN1),PEN_a(PB06a)_R2,R,acetylcholine
512928,EPG,EPG(PB08)_R3,R,acetylcholine
513032,PFL3,PFL3(PB12c)_L5_C7,L,acetylcholine
513033,EPG,EPG(PB08)_L8,L,acetylcholine
513034,PFL2,PFL2(PB12b)_L5_C9,L,acetylcholine
513217,LNO1,LNO1_L,L,gaba
513266,PFL3,PFL3(PB12c)_R3_C5,R,acetylcholine
513283,PEN_a(PEN1),PEN_a(PB06a)_L8,L,acetylcholine
513284,EPG,EPG(PB08)_R3,R,acetylcholine
513346,ER3w_b,ER3w_b_R,R,gaba
513376,FB4O,FB4O_R,R,glutamate
513379,ER5,ER5_R,R,gaba
513463,EPG,EPG(PB08)_R2,R,acetylcholine
513464,EPG,EPG(PB08)_R8,R,acetylcholine
513517,EPG,EPG(PB08)_L4,L,acetylcholine
513518,PFR_a,PFR_a(PB11a)_R6_C4,R,unclear
513520,EPG,EPG(PB08)_R6,R,acetylcholine
513662,FB7G,FB7G_R,R,glutamate
513678,ER3w_b,ER3w_b_R,R,gaba
513702,hDeltaB,hDeltaB_14_C12,L,acetylcholine
513703,FC3_a,FC3_a_C8_L,L,acetylcholine
514042,ER2_b,ER2_b_L,L,gaba
514043,IbSpsP,IbSpsP(PB17)_R4,R,acetylcholine
514044,IbSpsP,IbSpsP(PB17)_R8,R,acetylcholine
514045,PEN_a(PEN1),PEN_a(PB06a)_R3,R,acetylcholine
514125,PEN_b(PEN2),PEN_b(PB06b)_L6,L,acetylcholine
514126,EPG,EPG(PB08)_R5,R,acetylcholine
514180,ER3p_b,ER3p_b_R,R,gaba
514184,hDeltaK,hDeltaK_08_C7a,L,acetylcholine
514405,PEN_a(PEN1),PEN_a(PB06a)_R6,R,acetylcholine
514689,FB5C,FB5C_R,R,glutamate
514690,FB5W_a,FB5W_a_R,R,glutamate
514803,ER2_b,ER2_b_L,L,gaba
514997,ExR8,ExR8_R,R,acetylcholine
515130,hDeltaA,hDeltaA_07_C6,L,acetylcholine
515192,hDeltaB,hDeltaB_07_C6,R,acetylcholine
515193,PFR_a,PFR_a(PB11a)_L1_C9_irreg,R,unclear
515194,FB6W,FB6W_L,L,glutamate
515221,FB4G,FB4G_R,R,glutamate
515232,hDeltaI,hDeltaI_01_C1,R,acetylcholine
515233,FC2B,FC2B_C2_R,R,acetylcholine
515234,hDeltaA,hDeltaA_08_C7,L,acetylcholine
515294,Delta7,Delta7(PB15)_L5R4_L,L,glutamate
515295,PFNd,PFNd(PB04)_R8_C2,R,acetylcholine
515298,hDeltaJ,hDeltaJ_03_C3,R,acetylcholine
515332,FS4B,FS4B_C4_L,L,acetylcholine
515463,FB3A,FB3A_R,R,glutamate
515464,PFNd,PFNd(PB04)_L8_C7,L,acetylcholine
515528,FB7K,FB7K_R,R,glutamate
515675,EPG,EPG(PB08)_R1,R,acetylcholine
515687,FB6F,FB6F_R,R,glutamate
515702,vDeltaI_a,vDeltaI_a_C1,L,acetylcholine
515760,ER4m,ER4m_R,R,gaba
515761,ER3p_a,ER3p_a_R,R,gaba
515810,FB2M_a,FB2M_a_R,R,glutamate
515933,ExR2,ExR2_R,R,dopamine
515959,FC3_c,FC3_c_C3_R,R,acetylcholine
515960,hDeltaG,hDeltaG_11_C6,L,acetylcholine
515961,Delta7,Delta7(PB15)_L6R3_L,L,glutamate
515963,hDeltaM,hDeltaM_C4,R,acetylcholine
515966,hDeltaH,hDeltaH_07_C4,R,acetylcholine
516110,ER6,ER6_R,R,gaba
516663,PFR_b,PFR_b(PB11b)_L5_C6,L,acetylcholine
516666,hDeltaH,hDeltaH_03_C2,R,acetylcholine
516919,hDeltaA,hDeltaA_05_C5,R,acetylcholine
516944,ER5,ER5_L,L,gaba
517012,FB6C_b,FB6C_b_L,L,glutamate
517013,FB7K,FB7K_L,L,glutamate
517059,ER2_a,ER2_a_L,L,gaba
517264,ER3w_a,ER3w_a_R,R,gaba
517417,Delta7,Delta7(PB15)_L6R3_L,L,glutamate
517418,PFNd,PFNd(PB04)_R7_C3,R,acetylcholine
517512,ExR2,ExR2_L,L,dopamine
517548,FB4Y,FB4Y_L,L,serotonin
517602,ER3p_a,ER3p_a_R,R,gaba
517603,ER3d_d,ER3d_d_R,R,gaba
517726,LCNOp,LCNOp_R,R,glutamate
517747,SA1_a,SA1_a_R,R,glutamate
517763,EL,EL_L,L,octopamine
518194,PEN_b(PEN2),PEN_b(PB06b)_R9,R,acetylcholine
518220,LNOa,LNOa(LAL-NO3a)_R,R,glutamate
518375,PFL2,PFL2(PB12b)_R3_C3,R,acetylcholine
518378,PFL3,PFL3(PB12c)_R5_C3,R,acetylcholine
518519,FC1B,FC1B_C6_R,R,acetylcholine
518520,FC1B,FC1B_C5_L,L,acetylcholine
518521,FC1D,FC1D_C4_L,L,acetylcholine
518604,FR1,FR1(FQ4)_C9_R,R,acetylcholine
518606,FC2A,FC2A_C8_L,L,acetylcholine
518607,PFNa,PFNa(PB03)_R9_C1,R,acetylcholine
518608,PFNa,PFNa(PB03)_R4_C7,R,acetylcholine
518609,PFNa,PFNa(PB03)_R2_C9,R,acetylcholine
518644,FB5T,FB5T_R,R,glutamate
518690,ER1_b,ER1_b_R,R,gaba
518704,hDeltaC,hDeltaC_06_C6,R,acetylcholine
518706,FS2,FS2_C4_L,L,acetylcholine
518715,FB2F_b,FB2F_b_L,L,glutamate
518779,hDeltaC,hDeltaC_01_C1,R,acetylcholine
518830,PFR_b,PFR_b(PB11b)_R1_C8,R,acetylcholine
518831,hDeltaH,hDeltaH_04_C3,R,acetylcholine
518980,vDeltaA_a,vDeltaA_a(AB)_C2,L,acetylcholine
519140,EPG,EPG(PB08)_L1,L,acetylcholine
519144,EPG,EPG(PB08)_L8,L,acetylcholine
519328,EPG,EPG(PB08)_L3,L,acetylcholine
519329,ER3a_d,ER3a_d_R,R,gaba
519331,Delta7,Delta7(PB15)_L3R7_R,R,glutamate
519332,Delta7,Delta7(PB15)_L2R7_R,R,glutamate
519346,PFL3,PFL3(PB12c)_L7_C9,L,acetylcholine
519347,ER4m,ER4m_R,R,gaba
519348,PFL1,PFL1(PB12a)_L3_C4,L,acetylcholine
519349,PFL1,PFL1(PB12a)_R1_C2_irreg,L,acetylcholine
519350,PFL1,PFL1(PB12a)_L4_C5,L,acetylcholine
519351,PFL3,PFL3(PB12c)_L4_C5,L,acetylcholine
519354,FC3_c,FC3_c_C5_L,L,acetylcholine
519358,FC2B,FC2B_C4_R,R,acetylcholine
519359,FC3_b,FC3_b_C6_R,R,acetylcholine
519508,FB6I,FB6I_R,R,glutamate
519941,EPG,EPG(PB08)_L3,L,acetylcholine
520210,ExR8,ExR8_R,R,acetylcholine
520338,FB4N,FB4N_L,L,glutamate
520435,FB5A,FB5A_L,L,gaba
520437,vDeltaI_b,vDeltaI_b_C5,R,acetylcholine
520468,ExR3,ExR3_R,R,serotonin
520573,PFL2,PFL2(PB12b)_R5_C1,R,acetylcholine
520575,PEG,PEG(PB07)_R7,R,acetylcholine
520579,PFL1,PFL1(PB12a)_R6_C3,R,acetylcholine
520581,EPG,EPG(PB08)_R4,R,acetylcholine
520582,FB5W_a,FB5W_a_L,L,glutamate
520727,FB4K,FB4K_R,R,glutamate
520811,PFL3,PFL3(PB12c)_R6_C2,R,acetylcholine
520812,EPG,EPG(PB08)_R8,R,acetylcholine
520817,ExR4,ExR4_R,R,glutamate
520818,EPG,EPG(PB08)_L4,L,acetylcholine
521409,EPG,EPG(PB08)_L8,L,acetylcholine
521528,ER5,ER5_L,L,gaba
521534,ER5,ER5_L,L,gaba
521535,ER5,ER5_L,L,gaba
521584,FB1H,FB1H(NO2/3)_L,L,dopamine
521634,PFNd,PFNd(PB04)_L2_C1,L,acetylcholine
521635,PFR_b,PFR_b(PB11b)_L3_C3,L,acetylcholine
521637,PFR_a,PFR_a(PB11a)_R1_C1_irreg,L,unclear
521644,hDeltaC,hDeltaC_08_C7,L,acetylcholine
521646,hDeltaI,hDeltaI_08_C7,L,acetylcholine
521812,EPG,EPG(PB08)_R7,R,acetylcholine
521813,EPG,EPG(PB08)_L2,L,acetylcholine
521814,PEN_a(PEN1),PEN_a(PB06a)_R9,R,acetylcholine
521975,FB5Q,FB5Q_R,R,glutamate
522745,ER2_c,ER2_c_L,L,gaba
522759,ER3d_d,ER3d_d_L,L,gaba
522790,FB2B_b,FB2B_b_R,R,glutamate
522806,ER3d_c,ER3d_c_R,R,gaba
522853,PFL2,PFL2(PB12b)_R2_C4,R,acetylcholine
522855,FS1A_b,FS1A_b_C4_R,R,acetylcholine
522972,ExR7,ExR7_R,R,acetylcholine
522973,PEG,PEG(PB07)_L3,L,acetylcholine
522974,ExR8,ExR8_L,L,acetylcholine
522991,ExR7,ExR7_L,L,acetylcholine
522992,PEG,PEG(PB07)_R2,R,acetylcholine
522993,PFGs,PFGs(PB10)_R1_C1_irreg,L,unclear
522994,Delta7,Delta7(PB15)_L6R3_L,L,glutamate
523032,PFL3,PFL3(PB12c)_L2_C4,L,acetylcholine
523034,PFL1,PFL1(PB12a)_L7_C9,L,acetylcholine
523035,ER3a_a,ER3a_a_R,R,gaba
523036,PFL1,PFL1(PB12a)_L2_C3,L,acetylcholine
523578,FB6A_b,FB6A_b_L,L,glutamate
523775,FB2A,FB2A_R,R,dopamine
523776,FB1C,FB1C_R,R,dopamine
523786,EPG,EPG(PB08)_R4,R,acetylcholine
523788,ER3w_a,ER3w_a_R,R,gaba
523806,PEG,PEG(PB07)_R6,R,acetylcholine
523807,PEG,PEG(PB07)_L4,L,acetylcholine
523816,ER1_b,ER1_b_L,L,gaba
524067,FB4K,FB4K_R,R,glutamate
524068,ER3d_b,ER3d_b_L,L,gaba
524073,EPG,EPG(PB08)_L2,L,acetylcholine
524074,Delta7,Delta7(PB15)_L5R4_L,L,glutamate
524075,ER2_d,ER2_d_L,L,gaba
524270,PFNd,PFNd(PB04)_L4_C3,L,acetylcholine
524351,PFR_a,PFR_a(PB11a)_R2_C8,R,unclear
524596,hDeltaA,hDeltaA_02_C2,R,acetylcholine
524612,FB4A_a,FB4A_a_R,R,glutamate
524654,PFGs,PFGs(PB10)_R7_C3,R,unclear
524655,FR1,FR1(FQ4)_C3_R,R,acetylcholine
524717,PEN_b(PEN2),PEN_b(PB06b)_L6,L,acetylcholine
524795,FB4F_b,FB4F_b_R,R,glutamate
524876,hDeltaB,hDeltaB_03_C3,R,acetylcholine
524945,hDeltaJ,hDeltaJ_06_C6b,R,acetylcholine
524946,hDeltaJ,hDeltaJ_07_C6a,R,acetylcholine
524947,hDeltaJ,hDeltaJ_06_C6b,R,acetylcholine
524977,FC2C,FC2C_C3_L,L,acetylcholine
525061,PFGs,PFGs(PB10)_L7_C7,L,unclear
525062,PEG,PEG(PB07)_R3,R,acetylcholine
525063,FB6O,FB6O_R,R,glutamate
525066,FB4F_c,FB4F_c_R,R,glutamate
525224,FC3_b,FC3_b_C6_R,R,acetylcholine
525364,FB7F,FB7F_R,R,glutamate
525393,FB4R,FB4R_R,R,glutamate
525448,FB5F,FB5F_R,R,glutamate
525836,FB7K,FB7K_L,L,glutamate
525858,FB1A,FB1A_R,R,glutamate
526085,PFR_a,PFR_a(PB11a)_L3_C3,L,unclear
526143,ER3w_b,ER3w_b_L,L,gaba
526285,FB6S,FB6S_R,R,glutamate
526388,P6-8P9,P6-8P9(PB14)_R,R,glutamate
526406,FC2A,FC2A_C2_R,R,acetylcholine
526548,EL,EL_R,R,octopamine
526552,ER3w_b,ER3w_b_R,R,gaba
526637,FB6E,FB6E_L,L,glutamate
526638,FB6C_a,FB6C_a_L,L,glutamate
526639,FB6H,FB6H_L,L,unclear
526642,FB2H_b,FB2H_b_L,L,glutamate
526934,PFNm_a,PFNm_a_R6_C5,R,acetylcholine
527048,FR1,FR1(FQ4)_C9_L,L,acetylcholine
527150,ER3d_a,ER3d_a_L,L,gaba
527199,ER3d_e,ER3d_e_L,L,gaba
527297,ER5,ER5_R,R,gaba
527427,FB6V,FB6V_L,L,glutamate
527475,PFR_a,PFR_a(PB11a)_L2_C2,L,unclear
527653,ER4d,ER4d_L,L,gaba
529018,FB5B,FB5B_L,L,glutamate
529127,FB6D,FB6D_L,L,glutamate
529128,FB6C_b,FB6C_b_L,L,glutamate
529129,FB6A_b,FB6A_b_R,R,glutamate
529142,hDeltaK,hDeltaK_11_C9,L,acetylcholine
529175,hDeltaI,hDeltaI_03_C3,R,acetylcholine
529207,ER3p_a,ER3p_a_R,R,gaba
529253,FC3_c,FC3_c_C3_L,L,acetylcholine
529266,FC2C,FC2C_C2_L,L,acetylcholine
529318,Delta7,Delta7(PB15)_L4R5_R,R,glutamate
529330,ER3d_b,ER3d_b_L,L,gaba
529385,PEN_b(PEN2),PEN_b(PB06b)_L7,L,acetylcholine
529453,FC1E,FC1E_C8_L,L,acetylcholine
529826,ER3a_a,ER3a_a_R,R,gaba
529847,ER3m,ER3m_L,L,gaba
529992,FC2C,FC2C_C1_R,R,acetylcholine
530033,FB2E,FB2E_L,L,glutamate
530071,PFL3,PFL3(PB12c)_L3_C5,L,acetylcholine
530339,ER3d_d,ER3d_d_L,L,gaba
530445,FC2B,FC2B_C6_L,L,acetylcholine
530449,FR1,FR1(FQ4)_C4_L,L,acetylcholine
530880,FR1,FR1(FQ4)_C2_L,L,acetylcholine
531009,PFR_b,PFR_b(PB11b)_L1_C2,L,acetylcholine
531073,FC2C,FC2C_C9_R,R,acetylcholine
531755,PFR_a,PFR_a(PB11a)_L2_C2,L,unclear
532023,FB7L,FB7L_R,R,glutamate
532124,FB5V_a,FB5V_a_L,L,glutamate
532637,ER3m,ER3m_R,R,gaba
532704,FC2A,FC2A_C1_R,R,acetylcholine
532800,PFR_b,PFR_b(PB11b)_R5_C4,R,acetylcholine
533062,ER3a_a,ER3a_a_L,L,gaba
533103,FB1H,FB1H(NO2/3)_R,R,dopamine
533123,FB4Q_b,FB4Q_b_R,R,glutamate
533135,PFNp_c,PFNp_c,L,acetylcholine
533223,FB4F_a,FB4F_a_R,R,glutamate
533434,hDeltaJ,hDeltaJ_12_C10,L,acetylcholine
533435,FC3_c,FC3_c_C8_R,R,acetylcholine
533436,FC2C,FC2C_C7_L,L,acetylcholine
533725,Delta7,Delta7(PB15)_L8R1R9_L,L,glutamate
533727,IbSpsP,IbSpsP(PB17)_R7,R,acetylcholine
533943,FB7A,FB7A_L,L,glutamate
533944,hDeltaF,hDeltaF_08_C4,L,acetylcholine
533946,FB6A_c,FB6A_c_L,L,glutamate
534560,FC1B,FC1B_C4_R,R,acetylcholine
534561,FC1B,FC1B_C3_L,L,acetylcholine
534662,FC2C,FC2C_C8_R,R,acetylcholine
534834,PFNp_c,PFNp_c,R,acetylcholine
535042,FB8A,FB8A_R,R,glutamate
535053,FB7F,FB7F_R,R,glutamate
535056,hDeltaI,hDeltaI_11_C9,L,acetylcholine
535072,FS2,FS2_C3_L,L,acetylcholine
535098,FC1A,FC1A_C9_L,L,acetylcholine
535099,FC1B,FC1B_C8_L,L,acetylcholine
535347,PEG,PEG(PB07)_R4,R,acetylcholine
535488,PFNa,PFNa(PB03)_R2_C9,R,acetylcholine
535910,FS4C,FS4C_C8_L,L,acetylcholine
535972,vDeltaD,vDeltaD_C7,L,acetylcholine
536057,FB4L,FB4L_L,L,dopamine
536058,FB5V_a,FB5V_a_L,L,glutamate
536208,FB5H,FB5H_R,R,dopamine
536264,hDeltaK,hDeltaK_13_C11,L,acetylcholine
536354,FC1C_b,FC1C_C8_R,R,acetylcholine
536355,hDeltaJ,hDeltaJ_13_C11,L,acetylcholine
536360,PFNa,PFNa(PB03)_L3_C2,L,acetylcholine
536441,FB5Q,FB5Q_R,R,glutamate
536443,FB6W,FB6W_R,R,glutamate
537128,FC2C,FC2C_C1_L,L,acetylcholine
539227,FB1C,FB1C_L,L,dopamine
539328,PFGs,PFGs(PB10)_L1_C9_irreg,R,unclear
539675,vDeltaI_a,vDeltaI_a_C0,L,acetylcholine
539830,FB8F_b,FB8F_b_L,L,glutamate
540248,FC1A,FC1A_C7_L,L,acetylcholine
540382,FB5B,FB5B_R,R,glutamate
541409,PFNp_b,PFNp_b,R,acetylcholine
541412,SpsP,SpsP(PB16)_R,R,glutamate
541755,PFR_a,PFR_a(PB11a)_L5_C5,L,unclear
541855,hDeltaK,hDeltaK_07_C6a,R,acetylcholine
542246,FC1D,FC1D_C2_L,L,acetylcholine
542590,FC3_c,FC3_c_C7_R,R,acetylcholine
542782,FC1B,FC1B_C2_R,R,acetylcholine
542805,FC1D,FC1D_C8_L,L,acetylcholine
543298,FC1D,FC1D_C8_L,L,acetylcholine
543404,FB8F_a,FB8F_a_R,R,glutamate
543465,vDeltaD,vDeltaD_C0,L,acetylcholine
543495,FC1F,FC1F_C2_R,R,acetylcholine
543506,EPGt,EPGt(PB09)_L9,L,acetylcholine
544358,FC1B,FC1B_C6_R,R,acetylcholine
544496,ER3a_c,ER3a_c_R,R,gaba
544687,PFNa,PFNa(PB03)_L8_C7,L,acetylcholine
544759,FS1A_b,FS1A_b_C9_L,L,acetylcholine
545381,FC1E,FC1E_C7_R,R,acetylcholine
545857,FS3_c,FS3_c_C3_L,L,acetylcholine
546044,FC2C,FC2C_C3_R,R,acetylcholine
546594,PFNp_b,PFNp_b,L,acetylcholine
547298,FR2,FR2_C8_L,L,acetylcholine
548294,PFNp_c,PFNp_c,L,acetylcholine
548469,FS1A_c,FS1A_c_C8_R,R,acetylcholine
548890,FS4B,FS4B_C3_R,R,acetylcholine
549033,FS3_a,FS3_a_C9_L,L,acetylcholine
549508,IbSpsP,IbSpsP(PB17)_R2,R,acetylcholine
549582,FB5P,FB5P_L,L,glutamate
549620,FC1E,FC1E_C2_R,R,acetylcholine
549729,vDeltaI_b,vDeltaI_b_C4,R,acetylcholine
550199,vDeltaD,vDeltaD_C7,R,acetylcholine
550577,FC1F,FC1F_C2_L,L,acetylcholine
550660,FC2C,FC2C_C7_R,R,acetylcholine
550769,FC1C_b,FC1C_C2_L,L,acetylcholine
551404,FC2C,FC2C_C6_L,L,acetylcholine
552768,FS1A_a,FS1A_a_C9_L,L,acetylcholine
552966,vDeltaM,vDeltaM_C6,R,acetylcholine
553721,PFNp_b,PFNp_b,L,acetylcholine
553847,PFNp_c,PFNp_c,R,acetylcholine
554008,FB6T,FB6T_R,R,glutamate
555342,LPsP,LPsP(PB13)_R,R,acetylcholine
556346,EPG,EPG(PB08)_L6,L,acetylcholine
556347,EPG,EPG(PB08)_R4,R,acetylcholine
556502,LNO1,LNO1_R,R,gaba
556700,vDeltaI_b,vDeltaI_b_C9,R,acetylcholine
557395,hDeltaF,hDeltaF_03_C2a,R,acetylcholine
558033,vDeltaL,vDeltaL_C4,L,acetylcholine
560327,FC2A,FC2A_C3_R,R,acetylcholine
561332,FB2F_a,FB2F_a_L,L,glutamate
565219,vDeltaM,vDeltaM_C8,R,acetylcholine
565465,FB7A,FB7A_L,L,glutamate
565876,FS1A_a,FS1A_a_C3_L,L,acetylcholine
565971,FB1J,FB1J_R,R,glutamate
567101,PFL3,PFL3(PB12c)_R3_C5,R,acetylcholine
568155,Delta7,Delta7(PB15)_L8R1R9_L,L,glutamate
568471,hDeltaK,hDeltaK_04_C4,R,acetylcholine
568502,ER5,ER5_R,R,gaba
571291,FC1D,FC1D_C5_L,L,acetylcholine
575576,vDeltaL,vDeltaL_C8,R,acetylcholine
577526,FS3_d,FS3_C7_L,L,acetylcholine
580251,vDeltaM,vDeltaM_C0,L,acetylcholine
580329,FB4Z_a,FB4Z_a_L,L,glutamate
580497,FB8F_b,FB8F_b_R,R,glutamate
580653,FB1B,FB1B_R,R,glutamate
580761,vDeltaA_b,vDeltaA_b_C6,L,acetylcholine
580819,FB5R,FB5R_R,R,glutamate
581422,FB5V_a,FB5V_a_R,R,glutamate
588507,FB5W_b,FB5W_b_R,R,glutamate
934913,FS3_c,FS3_c_C5_R,R,acetylcholine
