type_pre,type_post,total,offset,weight,share
hDeltaI,hDeltaL,5,0,3,0.6
hDeltaI,hDeltaL,5,2,1,0.2
FS3_b,FC2C,5,0,5,1.0
hDeltaM,FS3_d,5,-3,2,0.4
hDeltaM,FS3_d,5,4,3,0.6
FC1F,vDeltaC,5,0,4,0.8
FC1F,vDeltaC,5,1,1,0.2
hDeltaC,hDeltaD,5,-1,2,0.4
hDeltaC,hDeltaD,5,0,2,0.4
hDeltaC,hDeltaD,5,4,1,0.2
FC3_c,vDeltaJ,5,0,4,0.8
FC3_c,vDeltaJ,5,1,1,0.2
vDeltaI_a,PFNv,5,-1,2,0.4
vDeltaI_a,PFNv,5,0,2,0.4
vDeltaI_a,PFNv,5,1,1,0.2
FS1B_b,FS4B,5,0,2,0.4
FS1B_b,FS4B,5,3,3,0.6
PFNv,FS4A,5,-1,1,0.2
PFNv,FS4A,5,0,2,0.4
PFNv,FS4A,5,1,2,0.4
PFNa,hDeltaK,5,-3,1,0.2
PFNa,hDeltaK,5,0,1,0.2
PFNa,hDeltaK,5,2,2,0.4
PFNa,hDeltaK,5,3,1,0.2
FS1A_b,FS4C,5,-1,1,0.2
FS1A_b,FS4C,5,0,3,0.6
FS1A_b,FS4C,5,1,1,0.2
vDeltaA_b,FS2,5,-1,2,0.4
vDeltaA_b,FS2,5,0,3,0.6
FC1A,FS3_d,5,0,4,0.8
FC1A,FS3_d,5,1,1,0.2
hDeltaB,vDeltaJ,5,2,4,0.8
hDeltaB,vDeltaJ,5,3,1,0.2
FC1F,hDeltaM,5,-2,1,0.2
FC1F,hDeltaM,5,-1,2,0.4
FC1F,hDeltaM,5,0,2,0.4
PFR_a,FC,5,0,5,1.0
FC1C_a,FR1,5,0,5,1.0
hDeltaI,FC1B,5,1,2,0.4
hDeltaI,FC1B,5,3,3,0.6
PFNa,FS4A,5,-1,2,0.4
PFNa,FS4A,5,0,3,0.6
PFNm_a,FS1A_b,5,0,3,0.6
PFNm_a,FS1A_b,5,1,2,0.4
FC1A,hDeltaG,5,-1,5,1.0
hDeltaB,FC,5,1,1,0.2
hDeltaB,FC,5,2,4,0.8
hDeltaC,PFNd,5,0,3,0.6
hDeltaC,PFNd,5,1,2,0.4
hDeltaL,PFR_b,5,-1,1,0.2
hDeltaL,PFR_b,5,3,3,0.6
hDeltaL,PFR_b,5,4,1,0.2
FC2C,vDeltaA_a,5,-2,1,0.2
FC2C,vDeltaA_a,5,-1,1,0.2
FC2C,vDeltaA_a,5,0,3,0.6
PFNd,FS4A,5,0,2,0.4
PFNd,FS4A,5,1,3,0.6
PFNd,FC1E,5,0,2,0.4
PFNd,FC1E,5,1,3,0.6
PFNd,FC1A,5,0,2,0.4
PFNd,FC1A,5,1,3,0.6
PFNa,hDeltaD,5,-1,1,0.2
PFNa,hDeltaD,5,0,4,0.8
PFNd,FC2A,5,0,3,0.6
PFNd,FC2A,5,1,2,0.4
vDeltaF,vDeltaD,5,-1,1,0.2
vDeltaF,vDeltaD,5,0,1,0.2
vDeltaF,vDeltaD,5,1,3,0.6
hDeltaC,vDeltaK,5,1,2,0.4
hDeltaC,vDeltaK,5,2,3,0.6
hDeltaL,FC3_c,5,0,1,0.2
hDeltaL,FC3_c,5,3,3,0.6
hDeltaL,FC3_c,5,4,1,0.2
vDeltaF,hDeltaI,5,4,5,1.0
FC3_a,FR2,5,-1,1,0.2
FC3_a,FR2,5,0,2,0.4
FC3_a,FR2,5,2,2,0.4
hDeltaG,hDeltaJ,5,-3,1,0.2
hDeltaG,hDeltaJ,5,1,1,0.2
hDeltaG,hDeltaJ,5,2,3,0.6
PFNv,PFL3,5,0,2,0.4
PFNv,PFL3,5,3,2,0.4
PFNv,PFL3,5,4,1,0.2
vDeltaK,vDeltaG,5,0,3,0.6
vDeltaK,vDeltaG,5,1,2,0.4
vDeltaK,FC3_b,5,0,3,0.6
vDeltaK,FC3_b,5,1,2,0.4
PFNa,FS1A_c,5,-1,2,0.4
PFNa,FS1A_c,5,0,2,0.4
PFNa,FS1A_c,5,1,1,0.2
PFNv,FS1B_a,5,-1,1,0.2
PFNv,FS1B_a,5,0,2,0.4
PFNv,FS1B_a,5,1,2,0.4
PFNv,hDeltaF,5,-3,1,0.2
PFNv,hDeltaF,5,-2,1,0.2
PFNv,hDeltaF,5,-1,1,0.2
PFNv,hDeltaF,5,0,1,0.2
PFNv,hDeltaF,5,1,1,0.2
PFGs,FS3_d,5,0,5,1.0
PFR_a,FS3_b,5,0,5,1.0
PFR_a,FS3_c,5,0,5,1.0
vDeltaG,vDeltaJ,5,-1,1,0.2
vDeltaG,vDeltaJ,5,0,3,0.6
vDeltaG,vDeltaJ,5,1,1,0.2
PFNd,FS1A_a,5,-1,2,0.4
PFNd,FS1A_a,5,0,2,0.4
PFNd,FS1A_a,5,1,1,0.2
hDeltaK,hDeltaG,5,0,1,0.2
hDeltaK,hDeltaG,5,1,3,0.6
hDeltaK,hDeltaG,5,4,1,0.2
hDeltaL,PFR_a,5,-2,1,0.2
hDeltaL,PFR_a,5,1,2,0.4
hDeltaL,PFR_a,5,3,1,0.2
hDeltaL,PFR_a,5,4,1,0.2
hDeltaK,vDeltaE,5,-3,2,0.4
hDeltaK,vDeltaE,5,1,2,0.4
hDeltaK,vDeltaE,5,2,1,0.2
hDeltaK,hDeltaB,5,0,5,1.0
FC2A,FC1A,5,-1,1,0.2
FC2A,FC1A,5,0,3,0.6
FC2A,FC1A,5,1,1,0.2
vDeltaF,FS1B_b,5,-2,1,0.2
vDeltaF,FS1B_b,5,0,2,0.4
vDeltaF,FS1B_b,5,1,2,0.4
hDeltaJ,FC1F,5,-3,1,0.2
hDeltaJ,FC1F,5,2,1,0.2
hDeltaJ,FC1F,5,3,2,0.4
hDeltaJ,FC1F,5,4,1,0.2
FC2A,hDeltaB,5,0,2,0.4
FC2A,hDeltaB,5,2,1,0.2
FC2A,hDeltaB,5,3,1,0.2
FC2A,hDeltaB,5,4,1,0.2
PFL1,FR2,5,-3,1,0.2
PFL1,FR2,5,0,2,0.4
PFL1,FR2,5,1,1,0.2
PFL1,FR2,5,3,1,0.2
hDeltaC,vDeltaI_b,5,2,1,0.2
hDeltaC,vDeltaI_b,5,3,2,0.4
hDeltaC,vDeltaI_b,5,4,2,0.4
vDeltaI_a,hDeltaK,5,-3,1,0.2
vDeltaI_a,hDeltaK,5,-2,2,0.4
vDeltaI_a,hDeltaK,5,-1,1,0.2
vDeltaI_a,hDeltaK,5,2,1,0.2
FC1C_a,hDeltaB,5,-2,1,0.2
FC1C_a,hDeltaB,5,0,2,0.4
FC1C_a,hDeltaB,5,3,1,0.2
FC1C_a,hDeltaB,5,4,1,0.2
FC1F,FS4A,5,0,4,0.8
FC1F,FS4A,5,1,1,0.2
FC1E,vDeltaG,5,-1,1,0.2
FC1E,vDeltaG,5,0,3,0.6
FC1E,vDeltaG,5,1,1,0.2
vDeltaI_a,PFL2,5,0,2,0.4
vDeltaI_a,PFL2,5,1,1,0.2
vDeltaI_a,PFL2,5,2,2,0.4
vDeltaI_a,vDeltaL,5,0,5,1.0
vDeltaI_b,FS1A_b,5,0,4,0.8
vDeltaI_b,FS1A_b,5,1,1,0.2
PFR_b,FC1C_b,5,0,5,1.0
FC,FC1D,5,-1,1,0.2
FC,FC1D,5,0,3,0.6
FC,FC1D,5,1,1,0.2
FS1A_a,FS1B_a,5,-1,2,0.4
FS1A_a,FS1B_a,5,0,1,0.2
FS1A_a,FS1B_a,5,1,1,0.2
FS1A_a,FS1B_a,5,4,1,0.2
vDeltaJ,FS1A_a,5,0,3,0.6
vDeltaJ,FS1A_a,5,1,2,0.4
vDeltaI_a,vDeltaB,5,0,3,0.6
vDeltaI_a,vDeltaB,5,1,2,0.4
hDeltaM,PFGs,5,-3,4,0.8
hDeltaM,PFGs,5,4,1,0.2
PFGs,FS4A,5,-1,1,0.2
PFGs,FS4A,5,0,3,0.6
PFGs,FS4A,5,1,1,0.2
hDeltaK,FS2,5,1,2,0.4
hDeltaK,FS2,5,2,1,0.2
hDeltaK,FS2,5,3,1,0.2
hDeltaK,FS2,5,4,1,0.2
FC1C_a,hDeltaJ,5,-3,1,0.2
FC1C_a,hDeltaJ,5,0,2,0.4
FC1C_a,hDeltaJ,5,1,1,0.2
FC1C_a,hDeltaJ,5,2,1,0.2
vDeltaI_b,FS1A_c,5,-2,1,0.2
vDeltaI_b,FS1A_c,5,-1,1,0.2
vDeltaI_b,FS1A_c,5,0,2,0.4
vDeltaI_b,FS1A_c,5,1,1,0.2
FS3_a,FS1A_c,5,0,5,1.0
FS3_c,vDeltaD,5,-1,2,0.4
FS3_c,vDeltaD,5,0,2,0.4
FS3_c,vDeltaD,5,2,1,0.2
FS3_b,PFL3,5,-1,1,0.2
FS3_b,PFL3,5,0,1,0.2
FS3_b,PFL3,5,1,3,0.6
PFL1,PFNa,5,-1,1,0.2
PFL1,PFNa,5,0,4,0.8
FS1A_a,FC,5,-3,1,0.2
FS1A_a,FC,5,2,3,0.6
FS1A_a,FC,5,3,1,0.2
vDeltaC,FS1A_b,5,-1,1,0.2
vDeltaC,FS1A_b,5,0,1,0.2
vDeltaC,FS1A_b,5,1,3,0.6
FS4C,FS1B_a,5,-3,1,0.2
FS4C,FS1B_a,5,0,3,0.6
FS4C,FS1B_a,5,4,1,0.2
FS4B,vDeltaA_b,5,0,3,0.6
FS4B,vDeltaA_b,5,1,1,0.2
FS4B,vDeltaA_b,5,2,1,0.2
FS3_d,FC2C,5,0,4,0.8
FS3_d,FC2C,5,4,1,0.2
FS3_d,FS4C,5,-2,2,0.4
FS3_d,FS4C,5,-1,1,0.2
FS3_d,FS4C,5,0,2,0.4
PFL2,PFL1,5,-1,2,0.4
PFL2,PFL1,5,1,2,0.4
PFL2,PFL1,5,4,1,0.2
FS1A_b,vDeltaB,4,-1,4,1.0
vDeltaH,FC,4,0,4,1.0
FC,vDeltaG,4,0,4,1.0
FS1A_b,FC1C_b,4,0,3,0.75
FS1A_b,FC1C_b,4,1,1,0.25
FS1A_b,hDeltaA,4,2,1,0.25
FS1A_b,hDeltaA,4,3,3,0.75
vDeltaA_a,FC2B,4,0,3,0.75
vDeltaA_a,FC2B,4,1,1,0.25
FS2,FC1F,4,0,4,1.0
PFNm_b,PFL3,4,0,4,1.0
hDeltaH,FS3_c,4,-3,3,0.75
hDeltaH,FS3_c,4,4,1,0.25
hDeltaF,FC,4,-2,4,1.0
PFL1,FC1E,4,0,3,0.75
PFL1,FC1E,4,1,1,0.25
PFL1,FC1A,4,0,2,0.5
PFL1,FC1A,4,1,2,0.5
PFL3,hDeltaH,4,0,1,0.25
PFL3,hDeltaH,4,2,2,0.5
PFL3,hDeltaH,4,4,1,0.25
PFL1,hDeltaB,4,-2,1,0.25
PFL1,hDeltaB,4,-1,3,0.75
hDeltaM,FS4A,4,-3,3,0.75
hDeltaM,FS4A,4,4,1,0.25
hDeltaA,FS4C,4,2,3,0.75
hDeltaA,FS4C,4,4,1,0.25
hDeltaJ,vDeltaC,4,2,2,0.5
hDeltaJ,vDeltaC,4,3,2,0.5
FS1A_c,FC1A,4,0,4,1.0
FS1A_c,FS3_a,4,-2,1,0.25
FS1A_c,FS3_a,4,3,3,0.75
FS1A_c,FC1D,4,0,4,1.0
FS1B_a,FS4C,4,0,4,1.0
PFR_b,FS1B_b,4,-1,3,0.75
PFR_b,FS1B_b,4,0,1,0.25
FS3_d,FS1A_b,4,-1,1,0.25
FS3_d,FS1A_b,4,0,2,0.5
FS3_d,FS1A_b,4,1,1,0.25
vDeltaM,vDeltaH,4,-1,1,0.25
vDeltaM,vDeltaH,4,0,3,0.75
hDeltaJ,FS4B,4,1,2,0.5
hDeltaJ,FS4B,4,2,1,0.25
hDeltaJ,FS4B,4,3,1,0.25
vDeltaB,vDeltaA_a,4,0,4,1.0
FS2,FC1E,4,0,4,1.0
vDeltaK,vDeltaA_a,4,0,4,1.0
PFL1,hDeltaI,4,-2,4,1.0
FC,FS3_d,4,-1,2,0.5
FC,FS3_d,4,0,2,0.5
FC,FC1B,4,0,4,1.0
vDeltaF,vDeltaB,4,0,4,1.0
vDeltaB,hDeltaC,4,-3,1,0.25
vDeltaB,hDeltaC,4,0,1,0.25
vDeltaB,hDeltaC,4,4,2,0.5
vDeltaC,FC2B,4,-1,1,0.25
vDeltaC,FC2B,4,0,3,0.75
FS1B_a,FC3_a,4,0,3,0.75
FS1B_a,FC3_a,4,1,1,0.25
FC2A,PFGs,4,0,3,0.75
FC2A,PFGs,4,1,1,0.25
hDeltaG,PFNd,4,3,3,0.75
hDeltaG,PFNd,4,4,1,0.25
vDeltaM,hDeltaL,4,1,3,0.75
vDeltaM,hDeltaL,4,2,1,0.25
vDeltaA_b,FS3_b,4,-1,1,0.25
vDeltaA_b,FS3_b,4,0,3,0.75
hDeltaM,FC1D,4,4,4,1.0
FS4A,PFL3,4,0,3,0.75
FS4A,PFL3,4,1,1,0.25
hDeltaD,FC2B,4,4,4,1.0
vDeltaI_a,PFNa,4,-1,3,0.75
vDeltaI_a,PFNa,4,0,1,0.25
FC2B,hDeltaF,4,-3,1,0.25
FC2B,hDeltaF,4,0,2,0.5
FC2B,hDeltaF,4,3,1,0.25
PFNa,hDeltaE,4,-1,4,1.0
FC1A,hDeltaL,4,0,2,0.5
FC1A,hDeltaL,4,1,2,0.5
FS3_a,FC1B,4,0,4,1.0
FC,PFL3,4,0,3,0.75
FC,PFL3,4,1,1,0.25
PFNd,vDeltaJ,4,-1,1,0.25
PFNd,vDeltaJ,4,0,1,0.25
PFNd,vDeltaJ,4,1,2,0.5
PFL3,vDeltaL,4,0,1,0.25
PFL3,vDeltaL,4,1,3,0.75
PFL3,vDeltaG,4,-1,2,0.5
PFL3,vDeltaG,4,0,1,0.25
PFL3,vDeltaG,4,1,1,0.25
PFNm_a,FS1B_b,4,0,2,0.5
PFNm_a,FS1B_b,4,1,2,0.5
PFNv,vDeltaI_a,4,0,3,0.75
PFNv,vDeltaI_a,4,1,1,0.25
FC,FS4B,4,0,4,1.0
hDeltaB,PFNv,4,2,1,0.25
hDeltaB,PFNv,4,3,2,0.5
hDeltaB,PFNv,4,4,1,0.25
FC1D,FS3_b,4,-1,1,0.25
FC1D,FS3_b,4,0,3,0.75
vDeltaG,vDeltaL,4,0,4,1.0
FC2A,FS3_c,4,-1,1,0.25
FC2A,FS3_c,4,0,3,0.75
PFNd,PFL2,4,0,3,0.75
PFNd,PFL2,4,1,1,0.25
FC2C,vDeltaM,4,-2,3,0.75
FC2C,vDeltaM,4,0,1,0.25
FC2C,vDeltaL,4,-2,2,0.5
FC2C,vDeltaL,4,-1,1,0.25
FC2C,vDeltaL,4,0,1,0.25
hDeltaJ,vDeltaJ,4,1,2,0.5
hDeltaJ,vDeltaJ,4,2,2,0.5
PFNv,FS1A_c,4,-1,1,0.25
PFNv,FS1A_c,4,0,3,0.75
PFNv,FS4B,4,0,4,1.0
vDeltaK,FS2,4,-1,1,0.25
vDeltaK,FS2,4,0,3,0.75
FC1F,FS1A_a,4,0,4,1.0
PFNv,FC1C_b,4,0,4,1.0
PFGs,PFNm_b,4,-1,3,0.75
PFGs,PFNm_b,4,2,1,0.25
FC1F,FS4B,4,0,4,1.0
PFNm_a,FR1,4,-1,1,0.25
PFNm_a,FR1,4,0,1,0.25
PFNm_a,FR1,4,1,2,0.5
hDeltaJ,FS3_d,4,-3,1,0.25
hDeltaJ,FS3_d,4,2,2,0.5
hDeltaJ,FS3_d,4,4,1,0.25
FC1E,PFNv,4,0,4,1.0
FC1E,FS2,4,0,4,1.0
PFNd,hDeltaL,4,1,2,0.5
PFNd,hDeltaL,4,2,2,0.5
hDeltaB,FC1C_a,4,2,2,0.5
hDeltaB,FC1C_a,4,3,1,0.25
hDeltaB,FC1C_a,4,4,1,0.25
PFGs,FC1C_a,4,0,4,1.0
hDeltaK,vDeltaC,4,-1,1,0.25
hDeltaK,vDeltaC,4,0,1,0.25
hDeltaK,vDeltaC,4,1,2,0.5
FC1D,FS2,4,0,2,0.5
FC1D,FS2,4,1,2,0.5
FC2A,FS3_a,4,0,3,0.75
FC2A,FS3_a,4,1,1,0.25
vDeltaE,FS3_b,4,-1,1,0.25
vDeltaE,FS3_b,4,0,1,0.25
vDeltaE,FS3_b,4,1,1,0.25
vDeltaE,FS3_b,4,2,1,0.25
FC2B,vDeltaJ,4,-1,2,0.5
FC2B,vDeltaJ,4,0,2,0.5
hDeltaF,FC3_a,4,-3,3,0.75
hDeltaF,FC3_a,4,2,1,0.25
FC2A,vDeltaM,4,-1,2,0.5
FC2A,vDeltaM,4,0,2,0.5
FC1E,hDeltaB,4,-2,1,0.25
FC1E,hDeltaB,4,0,1,0.25
FC1E,hDeltaB,4,2,2,0.5
FS1A_c,FS1B_b,4,-3,1,0.25
FS1A_c,FS1B_b,4,2,2,0.5
FS1A_c,FS1B_b,4,4,1,0.25
FC1C_b,hDeltaB,4,-2,1,0.25
FC1C_b,hDeltaB,4,-1,2,0.5
FC1C_b,hDeltaB,4,3,1,0.25
hDeltaC,FR1,4,3,3,0.75
hDeltaC,FR1,4,4,1,0.25
PFNv,FR2,4,0,3,0.75
PFNv,FR2,4,1,1,0.25
PFR_b,vDeltaH,4,-1,3,0.75
PFR_b,vDeltaH,4,0,1,0.25
FC1C_b,hDeltaL,4,1,1,0.25
FC1C_b,hDeltaL,4,2,3,0.75
FC2A,FC3_c,4,-1,1,0.25
FC2A,FC3_c,4,0,3,0.75
PFGs,vDeltaB,4,-1,3,0.75
PFGs,vDeltaB,4,0,1,0.25
vDeltaL,hDeltaH,4,-3,1,0.25
vDeltaL,hDeltaH,4,-2,1,0.25
vDeltaL,hDeltaH,4,0,1,0.25
vDeltaL,hDeltaH,4,1,1,0.25
vDeltaI_b,vDeltaM,4,0,3,0.75
vDeltaI_b,vDeltaM,4,1,1,0.25
FC2C,PFNd,4,-1,1,0.25
FC2C,PFNd,4,0,3,0.75
PFR_b,FC1D,4,-1,1,0.25
PFR_b,FC1D,4,0,3,0.75
FS1B_a,FC1E,4,-2,1,0.25
FS1B_a,FC1E,4,-1,1,0.25
FS1B_a,FC1E,4,0,1,0.25
FS1B_a,FC1E,4,2,1,0.25
FC2C,vDeltaK,4,0,4,1.0
PFR_b,FS3_d,4,-1,1,0.25
PFR_b,FS3_d,4,0,3,0.75
vDeltaD,FS1A_c,4,1,4,1.0
PFNm_a,vDeltaM,4,-1,1,0.25
PFNm_a,vDeltaM,4,0,2,0.5
PFNm_a,vDeltaM,4,1,1,0.25
vDeltaD,FR1,4,-1,2,0.5
vDeltaD,FR1,4,0,1,0.25
vDeltaD,FR1,4,1,1,0.25
FS3_c,hDeltaC,4,2,3,0.75
FS3_c,hDeltaC,4,4,1,0.25
PFL3,PFGs,4,0,2,0.5
PFL3,PFGs,4,1,2,0.5
PFL3,FC2B,4,0,4,1.0
vDeltaC,vDeltaA_b,4,-1,2,0.5
vDeltaC,vDeltaA_b,4,0,2,0.5
FC1C_a,hDeltaI,4,0,1,0.25
FC1C_a,hDeltaI,4,1,1,0.25
FC1C_a,hDeltaI,4,2,2,0.5
FC1C_a,PFGs,4,0,4,1.0
vDeltaB,vDeltaD,4,-1,1,0.25
vDeltaB,vDeltaD,4,0,3,0.75
FC2B,vDeltaK,4,-1,1,0.25
FC2B,vDeltaK,4,0,2,0.5
FC2B,vDeltaK,4,1,1,0.25
PFR_a,FC1A,4,-1,1,0.25
PFR_a,FC1A,4,0,2,0.5
PFR_a,FC1A,4,4,1,0.25
FC1A,PFR_b,4,-3,1,0.25
FC1A,PFR_b,4,-1,1,0.25
FC1A,PFR_b,4,0,2,0.5
PFL3,hDeltaJ,4,-2,1,0.25
PFL3,hDeltaJ,4,1,2,0.5
PFL3,hDeltaJ,4,4,1,0.25
FS3_b,FS1B_a,4,-1,1,0.25
FS3_b,FS1B_a,4,0,1,0.25
FS3_b,FS1B_a,4,1,1,0.25
FS3_b,FS1B_a,4,4,1,0.25
FS3_b,PFGs,4,0,2,0.5
FS3_b,PFGs,4,1,2,0.5
PFGs,vDeltaL,4,-1,2,0.5
PFGs,vDeltaL,4,0,2,0.5
FC1E,hDeltaM,4,-1,2,0.5
FC1E,hDeltaM,4,0,2,0.5
FS3_c,PFL2,4,0,4,1.0
vDeltaL,FR1,4,-1,1,0.25
vDeltaL,FR1,4,0,2,0.5
vDeltaL,FR1,4,1,1,0.25
FC3_b,hDeltaL,4,2,2,0.5
FC3_b,hDeltaL,4,3,2,0.5
hDeltaB,vDeltaB,4,1,1,0.25
hDeltaB,vDeltaB,4,2,2,0.5
hDeltaB,vDeltaB,4,3,1,0.25
FS1A_b,PFL3,4,0,2,0.5
FS1A_b,PFL3,4,1,2,0.5
FS1A_b,FC,4,-3,1,0.25
FS1A_b,FC,4,-2,1,0.25
FS1A_b,FC,4,-1,1,0.25
FS1A_b,FC,4,2,1,0.25
FR2,PFR_b,4,0,3,0.75
FR2,PFR_b,4,3,1,0.25
vDeltaA_b,FS4C,4,0,2,0.5
vDeltaA_b,FS4C,4,1,2,0.5
vDeltaA_a,FC1B,4,-3,1,0.25
vDeltaA_a,FC1B,4,-1,2,0.5
vDeltaA_a,FC1B,4,0,1,0.25
FR2,FC2A,4,-3,1,0.25
FR2,FC2A,4,-1,1,0.25
FR2,FC2A,4,0,1,0.25
FR2,FC2A,4,3,1,0.25
PFL1,FC1F,4,0,3,0.75
PFL1,FC1F,4,1,1,0.25
vDeltaA_b,vDeltaC,4,-1,1,0.25
vDeltaA_b,vDeltaC,4,0,3,0.75
PFL3,PFR_b,4,-1,1,0.25
PFL3,PFR_b,4,1,3,0.75
FS2,vDeltaG,4,-1,1,0.25
FS2,vDeltaG,4,0,2,0.5
FS2,vDeltaG,4,2,1,0.25
vDeltaM,hDeltaM,4,0,2,0.5
vDeltaM,hDeltaM,4,2,1,0.25
vDeltaM,hDeltaM,4,3,1,0.25
FS3_b,hDeltaC,4,-1,1,0.25
FS3_b,hDeltaC,4,1,1,0.25
FS3_b,hDeltaC,4,2,2,0.5
FS3_b,hDeltaF,4,-3,1,0.25
FS3_b,hDeltaF,4,-2,1,0.25
FS3_b,hDeltaF,4,-1,1,0.25
FS3_b,hDeltaF,4,3,1,0.25
FS3_d,FS1B_a,4,-1,1,0.25
FS3_d,FS1B_a,4,0,1,0.25
FS3_d,FS1B_a,4,4,2,0.5
PFL1,PFR_b,4,-1,2,0.5
PFL1,PFR_b,4,1,1,0.25
PFL1,PFR_b,4,3,1,0.25
PFL2,hDeltaA,4,-3,1,0.25
PFL2,hDeltaA,4,0,1,0.25
PFL2,hDeltaA,4,1,1,0.25
PFL2,hDeltaA,4,2,1,0.25
FS1A_b,vDeltaD,3,-1,3,1.0
FC1A,FS3_c,3,0,3,1.0
hDeltaL,FS1B_a,3,2,3,1.0
FC,hDeltaG,3,-1,3,1.0
FR1,FS4A,3,0,3,1.0
vDeltaG,vDeltaE,3,0,3,1.0
FS4A,PFL2,3,0,3,1.0
FS3_a,FS4B,3,0,3,1.0
hDeltaE,FS1A_a,3,4,3,1.0
PFNm_a,PFL1,3,0,3,1.0
vDeltaI_b,hDeltaL,3,0,2,0.667
vDeltaI_b,hDeltaL,3,4,1,0.333
PFNd,FC1C_b,3,1,3,1.0
PFR_b,PFNm_b,3,-3,1,0.333
PFR_b,PFNm_b,3,-2,2,0.667
PFL1,FC3_a,3,0,1,0.333
PFL1,FC3_a,3,2,2,0.667
PFL1,FC3_b,3,0,3,1.0
PFR_b,FS4C,3,0,1,0.333
PFR_b,FS4C,3,1,2,0.667
hDeltaA,FC1B,3,-3,2,0.667
hDeltaA,FC1B,3,2,1,0.333
PFGs,FC1C_b,3,-1,2,0.667
PFGs,FC1C_b,3,1,1,0.333
hDeltaH,FC,3,-3,1,0.333
hDeltaH,FC,3,4,2,0.667
FR1,hDeltaH,3,-1,1,0.333
FR1,hDeltaH,3,3,2,0.667
PFR_b,FS3_a,3,-1,1,0.333
PFR_b,FS3_a,3,0,2,0.667
hDeltaH,hDeltaL,3,-2,3,1.0
vDeltaA_a,PFL2,3,0,1,0.333
vDeltaA_a,PFL2,3,1,2,0.667
vDeltaM,vDeltaC,3,0,3,1.0
hDeltaM,FC,3,4,3,1.0
vDeltaA_a,FR1,3,-1,1,0.333
vDeltaA_a,FR1,3,1,2,0.667
vDeltaA_a,FS1A_b,3,0,2,0.667
vDeltaA_a,FS1A_b,3,1,1,0.333
FS1B_b,FS3_c,3,-1,2,0.667
FS1B_b,FS3_c,3,0,1,0.333
vDeltaA_a,hDeltaI,3,-2,2,0.667
vDeltaA_a,hDeltaI,3,1,1,0.333
FS2,hDeltaD,3,0,2,0.667
FS2,hDeltaD,3,4,1,0.333
vDeltaL,FC1C_a,3,0,1,0.333
vDeltaL,FC1C_a,3,1,2,0.667
vDeltaL,FC1D,3,-1,2,0.667
vDeltaL,FC1D,3,1,1,0.333
vDeltaK,vDeltaF,3,0,3,1.0
vDeltaL,FC2B,3,-1,1,0.333
vDeltaL,FC2B,3,1,2,0.667
vDeltaK,FC1A,3,0,3,1.0
vDeltaK,vDeltaC,3,0,3,1.0
vDeltaL,FS4A,3,-1,2,0.667
vDeltaL,FS4A,3,0,1,0.333
FC,hDeltaA,3,1,1,0.333
FC,hDeltaA,3,3,2,0.667
vDeltaI_a,vDeltaA_a,3,0,2,0.667
vDeltaI_a,vDeltaA_a,3,1,1,0.333
vDeltaI_a,vDeltaM,3,0,2,0.667
vDeltaI_a,vDeltaM,3,1,1,0.333
FC1C_a,PFR_a,3,-1,1,0.333
FC1C_a,PFR_a,3,0,2,0.667
FS1A_b,hDeltaM,3,0,3,1.0
FC1C_a,FS3_c,3,0,3,1.0
hDeltaG,FC1C_a,3,-3,1,0.333
hDeltaG,FC1C_a,3,4,2,0.667
vDeltaI_a,FC1A,3,0,2,0.667
vDeltaI_a,FC1A,3,1,1,0.333
vDeltaH,hDeltaA,3,-3,2,0.667
vDeltaH,hDeltaA,3,4,1,0.333
FC1B,vDeltaB,3,-1,3,1.0
FS4A,FC2B,3,0,3,1.0
FS4A,FS3_b,3,0,3,1.0
vDeltaK,vDeltaH,3,0,3,1.0
hDeltaK,vDeltaA_a,3,1,2,0.667
hDeltaK,vDeltaA_a,3,4,1,0.333
FS3_a,FC2B,3,0,3,1.0
PFGs,hDeltaM,3,-1,3,1.0
FC,FS3_b,3,-2,2,0.667
FC,FS3_b,3,-1,1,0.333
vDeltaC,FC3_c,3,-1,1,0.333
vDeltaC,FC3_c,3,0,2,0.667
PFNd,PFNm_b,3,0,1,0.333
PFNd,PFNm_b,3,1,2,0.667
PFL3,vDeltaI_a,3,-1,2,0.667
PFL3,vDeltaI_a,3,0,1,0.333
PFNd,hDeltaD,3,0,3,1.0
PFL1,hDeltaM,3,-1,2,0.667
PFL1,hDeltaM,3,0,1,0.333
FC1C_b,vDeltaF,3,-1,2,0.667
FC1C_b,vDeltaF,3,0,1,0.333
vDeltaI_a,PFL1,3,0,2,0.667
vDeltaI_a,PFL1,3,1,1,0.333
vDeltaH,hDeltaK,3,-1,1,0.333
vDeltaH,hDeltaK,3,2,2,0.667
vDeltaI_a,FS3_c,3,-1,1,0.333
vDeltaI_a,FS3_c,3,0,2,0.667
FS1A_a,FC1C_b,3,0,2,0.667
FS1A_a,FC1C_b,3,1,1,0.333
PFNv,vDeltaL,3,0,3,1.0
FC2B,vDeltaD,3,0,2,0.667
FC2B,vDeltaD,3,1,1,0.333
FC1D,PFNv,3,-1,1,0.333
FC1D,PFNv,3,1,2,0.667
FC2B,vDeltaC,3,-1,1,0.333
FC2B,vDeltaC,3,0,2,0.667
hDeltaA,FC1D,3,-3,1,0.333
hDeltaA,FC1D,3,1,2,0.667
FC3_a,FS4B,3,-1,2,0.667
