body_pre,body_post,weight
31715,106856,5
31715,18482,5
165227,107690,5
165227,106495,5
12844,19602,5
31715,210510,5
31715,565465,5
31715,184662,5
165227,24436,5
165227,22291,5
174644,159797,5
174644,144165,5
174644,518980,5
149160,17480,5
165227,15929,5
165227,20781,5
165227,24821,5
31713,114379,5
151904,13031,5
151904,13559,5
151904,16158,5
165227,13142,5
66479,67717,5
66479,17720,5
66479,26316,5
66479,76931,5
66479,24933,5
169192,68225,5
69315,189526,5
69315,189718,5
169192,153558,5
169192,171579,5
69315,41331,5
69315,24933,5
69315,34011,5
169192,159252,5
532800,12311,5
169192,124313,5
169192,273774,5
169192,149817,5
69315,94805,5
19737,22240,5
32810,532704,5
19737,50888,5
19737,46764,5
19737,521813,5
19737,38706,5
224128,95015,5
34652,18504,5
37437,16360,5
34652,18744,5
19737,526548,5
182048,18482,5
13395,11933,5
13395,25501,5
13395,20253,5
13395,20317,5
19737,12449,5
13395,23197,5
19737,19825,5
13395,34607,5
19737,18932,5
35293,152346,5
532124,52027,5
532124,568471,5
35293,62443,5
35293,90155,5
17804,11874,5
17804,62463,5
35293,48248,5
35293,69923,5
35293,83804,5
532124,92330,5
532124,126061,5
532124,151050,5
532124,511846,5
163733,524596,5
69315,190589,5
163733,515221,5
163733,26665,5
532124,33293,5
532124,25176,5
532124,26064,5
532124,23858,5
35293,533103,5
35293,542590,5
191842,140787,5
532124,18803,5
35293,530033,5
532800,15654,5
34011,117356,5
32810,17738,5
34011,138121,5
67303,148789,5
34011,64139,5
191926,176721,5
34011,105904,5
32810,17286,5
191926,95015,5
34011,84708,5
32810,29111,5
32810,28346,5
34011,523775,5
32810,42231,5
34011,535098,5
34011,533435,5
32810,42736,5
32810,31073,5
32810,33125,5
34011,151820,5
34011,519354,5
34011,144997,5
32810,21785,5
67303,525061,5
34011,518521,5
187052,66246,5
34011,35293,5
34011,25529,5
34011,55049,5
34011,20997,5
34011,11326,5
163748,552966,5
34011,19700,5
163748,177705,5
216873,204770,5
216873,191593,5
216873,186822,5
34011,59813,5
34011,63838,5
34011,58073,5
163748,69262,5
67303,155214,5
34011,67024,5
34011,71015,5
34011,88378,5
32810,14729,5
34011,34802,5
34011,62443,5
34011,31499,5
34011,56635,5
34011,48524,5
37437,512513,5
37437,520818,5
32810,72390,5
32810,108478,5
32810,69704,5
34652,27296,5
34652,29713,5
34652,36384,5
34652,61845,5
34652,58834,5
34652,61273,5
32810,518520,5
32810,542782,5
32810,543298,5
34652,12358,5
182048,124489,5
224128,50687,5
32810,138121,5
37437,88342,5
32810,140820,5
256623,26316,5
37437,556346,5
37437,84758,5
37437,29713,5
32810,513034,5
32810,112466,5
32810,119668,5
32810,118617,5
34652,511857,5
37437,513033,5
32810,35018,5
32810,57851,5
32810,43928,5
32810,45876,5
32810,90497,5
32810,61568,5
32810,56466,5
32810,52647,5
182052,12106,5
144908,54578,5
144908,53991,5
144908,94739,5
144908,17763,5
144908,77864,5
174514,515221,5
174514,511842,5
165160,47995,5
144908,89155,5
165160,27698,5
144908,72145,5
32338,47369,5
32338,553847,5
17552,138167,5
174511,521584,5
32338,518608,5
17552,85234,5
32338,185934,5
174511,165623,5
32338,185447,5
17552,60670,5
17552,67303,5
32338,35743,5
174511,50984,5
174511,132828,5
32338,183634,5
149966,87630,5
148054,22103,5
148054,14540,5
149966,66695,5
148054,79427,5
17552,525836,5
148054,53991,5
174514,54176,5
149966,59018,5
174514,17801,5
17552,179051,5
174514,12311,5
17552,233026,5
537128,59485,5
537128,66230,5
19169,23163,5
19169,19825,5
64325,25763,5
19169,520818,5
64325,32432,5
64325,163602,5
19169,34188,5
537128,92208,5
19169,69454,5
19169,520812,5
19169,31121,5
72430,307621,5
72430,121031,5
72430,116303,5
72430,155619,5
72430,103306,5
19169,11307,5
72430,515810,5
19169,14507,5
19169,38001,5
19169,524073,5
165160,39233,5
165160,75125,5
165160,66823,5
154825,151501,5
154825,157670,5
19169,92188,5
151976,108585,5
154825,189526,5
19169,513517,5
154825,153928,5
154825,68196,5
165145,518606,5
35293,14120,5
169169,68196,5
19410,519941,5
19410,556347,5
532800,106593,5
154816,27492,5
65947,67456,5
33325,43756,5
33325,53043,5
33325,15888,5
65947,27736,5
17804,115198,5
35293,61704,5
17804,94391,5
35293,43814,5
19410,10969,5
17804,145547,5
17804,148713,5
17804,163253,5
17804,182269,5
17804,556346,5
17804,177717,5
17804,31786,5
35293,23565,5
165145,18030,5
35293,28619,5
165145,112250,5
19410,517763,5
19410,51555,5
17804,97678,5
17804,165145,5
178115,56830,5
178115,50687,5
35293,26794,5
35293,35738,5
169143,139866,5
169143,131273,5
169143,77864,5
169143,88578,5
65085,270968,5
69319,45427,5
69319,51159,5
169145,31585,5
17552,47995,5
69319,521409,5
69319,512305,5
169145,84766,5
69319,294178,5
69319,27296,5
17552,11433,5
69319,19125,5
69319,37142,5
17552,41941,5
65085,79427,5
191750,21018,5
65085,20331,5
65085,17763,5
174511,61290,5
191750,68268,5
191750,23601,5
17552,72145,5
17552,71154,5
17552,73285,5
65085,32976,5
69319,519140,5
17552,23986,5
65085,24821,5
165152,521975,5
69319,14871,5
69319,18504,5
169158,18851,5
535488,27326,5
64684,56545,5
64684,52253,5
535488,18982,5
533946,55508,5
533946,48583,5
533946,47348,5
533946,48713,5
534560,109669,5
533946,42118,5
535488,17480,5
534560,17738,5
64684,67047,5
533946,38832,5
64684,167155,5
18065,25334,5
64684,147399,5
64684,103306,5
535488,51519,5
64684,21911,5
64684,20906,5
18065,20925,5
533946,14540,5
64684,48556,5
533946,14677,5
533946,20565,5
533946,17602,5
533946,18327,5
534560,31336,5
64684,32805,5
533946,28582,5
534560,96270,5
534560,65579,5
534560,88795,5
534560,125272,5
64684,63838,5
533946,515298,5
18065,68917,5
18065,130557,5
533946,526639,5
18065,79204,5
74666,514184,5
74666,125369,5
74666,117972,5
533946,179246,5
533946,171455,5
18065,95377,5
74666,173160,5
18065,85527,5
533946,546044,5
533946,567101,5
533946,106856,5
533946,113148,5
18065,37540,5
533946,103526,5
533946,133373,5
18065,51782,5
533946,151739,5
533946,127422,5
74666,39233,5
74666,24051,5
533946,74349,5
533946,77025,5
533946,72892,5
533946,89048,5
535488,74349,5
535488,114050,5
533946,170133,5
533946,169365,5
18065,64325,5
74666,157652,5
533946,155275,5
533946,161641,5
74666,67397,5
74666,19238,5
74666,74669,5
74666,17552,5
74666,68775,5
74666,51782,5
533946,146261,5
181584,173198,5
181584,176934,5
35978,514405,5
35978,515675,5
151739,106593,5
162128,151618,5
35978,521813,5
35978,511857,5
35978,34188,5
35978,34949,5
34188,526552,5
151739,153938,5
35978,42241,5
162128,170981,5
35978,40213,5
35978,46073,5
35978,42509,5
34188,517763,5
34188,522745,5
35978,523816,5
34188,48956,5
533944,527427,5
533944,150957,5
533944,163081,5
34188,48096,5
35978,61590,5
35978,18779,5
162128,210510,5
34188,544496,5
34188,524075,5
162128,235972,5
35978,38268,5
34188,294178,5
34188,515761,5
35978,37105,5
35978,36235,5
181584,21911,5
64684,17720,5
534561,24933,5
534561,69954,5
141939,74326,5
533946,11557,5
141939,19798,5
533946,13101,5
18065,17763,5
141939,24436,5
141939,31022,5
141939,52798,5
534561,96270,5
534561,151820,5
534561,518704,5
534561,39385,5
534561,55049,5
534561,522790,5
534561,92514,5
534561,61731,5
31735,524073,5
162061,108566,5
549729,49952,5
162061,179523,5
549729,81527,5
151777,23601,5
67397,23381,5
19715,518375,5
553721,165623,5
553721,193259,5
67397,64956,5
67397,76200,5
67397,68841,5
67397,62020,5
67397,106414,5
151777,13559,5
67397,32976,5
151777,67361,5
67397,32051,5
67397,46369,5
553721,26038,5
553721,11557,5
151777,516666,5
31735,76194,5
31735,14507,5
31735,294178,5
31735,53086,5
31735,513463,5
67397,252044,5
31735,15616,5
31735,30371,5
31735,25792,5
31735,34949,5
31735,11989,5
74669,31585,5
185203,84256,5
533946,550660,5
18065,106414,5
74669,30122,5
185216,45876,5
66418,99028,5
66418,46383,5
66418,51519,5
66418,35018,5
168680,15924,5
168680,151341,5
168680,165868,5
168680,27119,5
549729,519358,5
549729,514689,5
18065,163602,5
18065,515194,5
18065,165208,5
66418,25713,5
553847,60481,5
553847,45282,5
163633,63261,5
163633,76506,5
33356,22521,5
163633,530445,5
70329,69684,5
533943,20925,5
70329,29152,5
70329,52304,5
533943,16315,5
168535,25948,5
168535,27698,5
533943,114392,5
533943,60670,5
533943,64270,5
70329,92683,5
533943,47262,5
533943,56726,5
70329,17728,5
231168,25763,5
162170,163633,5
162170,157950,5
162170,18327,5
162170,175704,5
162170,105406,5
149088,28582,5
202506,147036,5
553847,122132,5
553847,112250,5
33356,518375,5
33356,526406,5
553847,60449,5
65722,45282,5
163633,151041,5
33356,29291,5
65722,41277,5
553847,71747,5
150112,71042,5
150112,182824,5
150112,176721,5
150112,29674,5
150112,81247,5
168481,58243,5
553847,181512,5
162135,517548,5
34188,25447,5
71779,153999,5
71779,152133,5
71779,148829,5
162135,163733,5
162135,165868,5
34188,12357,5
71779,128694,5
181566,23986,5
34188,18664,5
181566,34750,5
533944,90924,5
34188,31541,5
34188,25501,5
34188,31735,5
34188,33911,5
34188,39813,5
34188,37817,5
34188,38084,5
533944,121794,5
533944,101212,5
162135,22083,5
34188,19807,5
34188,22884,5
34188,25494,5
34188,21645,5
71779,171455,5
71779,194486,5
533944,84766,5
533944,83388,5
533944,59485,5
162148,15924,5
71779,25334,5
162148,63639,5
162148,92115,5
71779,20331,5
71779,17763,5
533943,512716,5
533943,125566,5
533943,125443,5
533943,147541,5
65722,174511,5
533943,82111,5
70329,519346,5
70329,512179,5
533943,84766,5
70329,514689,5
533943,96115,5
65722,186592,5
162148,153424,5
162148,176438,5
533943,532023,5
533943,517012,5
35088,26287,5
71779,118375,5
34188,13395,5
71779,45151,5
71779,55109,5
35088,64684,5
35088,70621,5
71779,30225,5
71779,88730,5
35088,62962,5
35088,53837,5
35088,60474,5
35088,55049,5
35088,42118,5
10744,28582,5
10744,51611,5
10568,52903,5
10568,31756,5
146190,63395,5
10744,38832,5
146190,536443,5
10568,46590,5
533436,521975,5
10568,48558,5
10568,30968,5
10744,23643,5
10568,54776,5
10744,55508,5
10744,51458,5
10744,47348,5
10513,526085,5
10513,516663,5
10513,190098,5
533436,59485,5
10513,185447,5
10513,189054,5
10513,187211,5
533436,25318,5
533436,152672,5
549033,26439,5
10513,18639,5
10744,20951,5
533436,157585,5
10513,519941,5
533436,77770,5
10513,175309,5
10513,53176,5
10513,54776,5
10513,27492,5
10513,46358,5
10513,51759,5
10744,159021,5
10568,515464,5
10744,146172,5
10744,170133,5
10744,156453,5
151820,24933,5
10744,139925,5
151820,21911,5
151820,35978,5
151820,17480,5
10744,515234,5
162006,61234,5
162006,11255,5
73110,19564,5
73110,22291,5
73110,39970,5
10568,524270,5
10744,78718,5
10744,76941,5
177962,125531,5
10744,65705,5
10744,63395,5
10744,69923,5
10744,60215,5
10744,60381,5
10744,64365,5
10744,61731,5
10744,59429,5
191479,158352,5
191479,161028,5
10744,68917,5
191479,151537,5
10744,130557,5
10744,86722,5
10744,114009,5
10744,72892,5
10744,87815,5
177962,137949,5
10744,84873,5
191479,36227,5
191479,11516,5
10568,121959,5
10744,104220,5
10744,99284,5
533434,22302,5
533434,33191,5
62821,54911,5
62821,361803,5
69343,20951,5
69343,109866,5
533434,114213,5
533434,139382,5
533434,518831,5
69343,48713,5
533434,69954,5
533434,56830,5
533434,68672,5
533434,137990,5
69343,67055,5
533435,154293,5
533435,518830,5
533435,536355,5
10568,12333,5
179749,516919,5
179749,517548,5
63261,48491,5
533435,109866,5
533435,103482,5
63261,516663,5
217691,45876,5
533435,19367,5
179749,15924,5
10568,10624,5
10568,15919,5
198243,155286,5
179749,162290,5
198243,115572,5
556346,10513,5
556346,10624,5
34038,27052,5
186900,210510,5
34038,524073,5
34038,512928,5
34038,19125,5
34038,48318,5
34038,10539,5
34038,512513,5
34038,20715,5
34038,31541,5
72390,99346,5
556346,28791,5
17290,26038,5
556346,20559,5
72390,158252,5
72390,17720,5
556346,132898,5
556346,94391,5
556346,148295,5
556346,39413,5
556346,43866,5
556346,13985,5
556346,15398,5
556346,15654,5
72390,100217,5
556346,20233,5
556346,17143,5
18899,66718,5
18899,31585,5
18899,99513,5
18178,174241,5
18178,201868,5
18899,71018,5
18899,68579,5
18178,164853,5
18178,76931,5
18178,96270,5
18899,103526,5
18178,105369,5
18178,104389,5
34607,20605,5
18178,20279,5
34607,20664,5
18178,17720,5
18178,10568,5
18178,11745,5
34607,61590,5
34607,92188,5
34607,13985,5
34607,12797,5
34607,16360,5
34607,517763,5
18178,37640,5
18178,36423,5
18899,42037,5
18899,40802,5
18899,46369,5
34607,522745,5
34607,29713,5
18899,12674,5
34038,515675,5
36928,12059,5
34038,519941,5
36928,72824,5
186896,14434,5
18899,165208,5
18899,130460,5
186896,515221,5
18178,526642,5
18178,522790,5
18178,523775,5
18899,125443,5
18899,124027,5
18899,117040,5
18178,521646,5
18899,115674,5
18899,215284,5
18899,151536,5
18899,145920,5
18899,143586,5
73112,181584,5
556347,513283,5
73112,92564,5
556347,515760,5
73112,179073,5
73112,199972,5
73112,190783,5
556347,76492,5
73112,191925,5
73112,90638,5
73112,134768,5
73112,117590,5
73112,121970,5
556347,522745,5
179771,71042,5
73114,50984,5
73114,51365,5
73114,101125,5
73114,45024,5
556347,19807,5
73114,70329,5
73114,142911,5
174777,165374,5
556347,23601,5
556347,16110,5
556347,58834,5
556347,115624,5
556347,25792,5
556347,31735,5
73110,75141,5
73110,140877,5
73110,529018,5
73110,536355,5
10744,189011,5
162006,171676,5
162006,533103,5
10744,550577,5
73112,144165,5
10744,535099,5
10744,542590,5
10744,526639,5
10744,529018,5
73110,526639,5
73110,515960,5
32315,34188,5
174792,515221,5
556346,522991,5
556346,517059,5
556346,519347,5
556346,520210,5
556346,524717,5
556346,529318,5
556346,556347,5
556347,11326,5
556347,11340,5
174777,158562,5
168836,514690,5
73114,121959,5
174777,94152,5
146172,162496,5
174777,151041,5
73114,153441,5
174777,485278,5
154955,59176,5
174777,165623,5
73114,533944,5
174789,33382,5
32315,72491,5
174789,73114,5
32315,20818,5
32315,107195,5
32315,512305,5
32315,131313,5
189608,145577,5
148905,30122,5
143023,18482,5
143023,525836,5
143023,66823,5
143023,23381,5
143023,23986,5
162917,164224,5
162917,74326,5
148905,526639,5
148905,20792,5
148905,57278,5
64541,25529,5
158596,98471,5
158596,165623,5
64541,87815,5
64541,62712,5
64541,18982,5
69515,21018,5
64541,92514,5
64541,98391,5
64541,130007,5
64541,544687,5
69515,10568,5
148749,28258,5
148749,65657,5
148749,65047,5
148749,31022,5
35865,145039,5
35865,64029,5
176534,63639,5
180368,34750,5
180368,148789,5
176534,149707,5
176534,179453,5
35865,25529,5
35865,17780,5
162882,107690,5
162882,63635,5
201774,162148,5
35865,550577,5
35865,529253,5
35865,32520,5
35865,515959,5
35865,67456,5
201774,176438,5
35865,39385,5
35865,81432,5
162882,523776,5
548294,521584,5
543404,94739,5
548294,533135,5
548294,186163,5
548294,45024,5
548294,14631,5
548294,110439,5
548294,169272,5
548294,55481,5
548294,84064,5
548294,63612,5
158352,525393,5
158352,485278,5
180368,28468,5
180368,46636,5
19460,31911,5
19460,46169,5
19460,33552,5
35422,194136,5
17454,31735,5
17454,34652,5
35422,153527,5
19460,43881,5
19460,59846,5
17454,38268,5
19460,35277,5
177153,79204,5
177153,129748,5
35422,127158,5
35422,119544,5
177153,153375,5
35422,108286,5
19460,14729,5
17454,40213,5
177153,148416,5
17454,523776,5
17454,529385,5
177153,83510,5
163279,15924,5
19460,23812,5
35422,173025,5
19460,142689,5
19460,75614,5
19460,126061,5
19460,97443,5
19460,79839,5
19460,87630,5
17454,22884,5
19460,60086,5
19460,68268,5
35422,205330,5
72145,108286,5
72145,102438,5
35422,74480,5
176645,18851,5
150450,178234,5
150450,517726,5
150450,195587,5
72145,529992,5
72145,529266,5
19460,21700,5
177153,155691,5
176645,539675,5
176645,533103,5
163279,517548,5
163279,511842,5
176721,515221,5
176721,522853,5
158562,70716,5
61553,26065,5
61553,27109,5
61553,27425,5
61553,30927,5
61553,22083,5
61553,28286,5
19460,105775,5
19460,93067,5
19460,102316,5
19460,512042,5
19460,535056,5
19460,525066,5
35422,580497,5
534834,140308,5
534834,118715,5
534834,71747,5
72143,199798,5
72143,537128,5
534834,101125,5
534834,553847,5
166595,180020,5
166595,162882,5
166595,36201,5
166595,241046,5
166595,523776,5
534834,171367,5
166595,132121,5
72143,58585,5
72143,55481,5
72143,140609,5
72143,51365,5
69515,54776,5
69515,37751,5
72143,72472,5
72143,74366,5
72143,14975,5
72143,110756,5
534834,59735,5
534834,60449,5
534834,61234,5
534834,51622,5
156116,11255,5
156116,107571,5
72143,532704,5
72143,533103,5
72145,21229,5
72145,71779,5
150676,145879,5
150676,520811,5
35422,45155,5
35422,39690,5
150450,131537,5
150450,18851,5
72145,66750,5
150450,61290,5
72145,20792,5
150450,69262,5
166564,520437,5
166564,173003,5
166564,112562,5
166564,102416,5
166564,158562,5
166564,558033,5
62962,561332,5
67741,300334,5
67741,30329,5
150878,160453,5
150878,88904,5
150878,22657,5
67741,33410,5
67741,14729,5
150878,20331,5
67741,521975,5
150878,46943,5
18586,19373,5
18586,15888,5
145547,33410,5
18586,28286,5
35912,43161,5
72133,10744,5
163351,44554,5
163351,16430,5
163351,48642,5
72133,517548,5
18586,515192,5
72133,162733,5
72133,69684,5
145547,59813,5
18586,68672,5
145547,21911,5
145547,14120,5
18586,161646,5
18586,56350,5
72133,47546,5
72133,13559,5
18586,114213,5
145547,61731,5
145547,129715,5
35743,36384,5
35743,30371,5
176343,36201,5
180020,191926,5
35743,20233,5
35743,22884,5
35743,19760,5
180020,36201,5
18422,165227,5
18422,128825,5
18422,512716,5
18422,145879,5
180020,61278,5
18422,80130,5
18422,83319,5
18422,79146,5
186592,517726,5
18422,69783,5
18422,115261,5
18422,118715,5
18422,96745,5
35743,515760,5
35743,522974,5
62962,20906,5
62962,59288,5
62962,13142,5
62962,72957,5
18851,97523,5
142911,82293,5
142911,27422,5
142911,28364,5
18851,23159,5
35738,47796,5
35738,48558,5
145195,19798,5
145195,82293,5
32675,178236,5
189634,526406,5
189634,125531,5
189634,46169,5
32675,512041,5
35738,78549,5
145530,76506,5
148726,66561,5
64956,45151,5
148726,84217,5
148726,151041,5
64956,27698,5
148726,158252,5
544358,33410,5
544358,58113,5
544358,17738,5
544358,18982,5
544358,20906,5
544358,525224,5
544358,523775,5
145530,47850,5
189011,84766,5
32675,535056,5
544358,82637,5
35738,34011,5
35738,31336,5
32675,49952,5
35738,14663,5
32675,21204,5
32675,23812,5
158622,59969,5
32675,13650,5
32675,32718,5
36384,19760,5
36384,32315,5
36384,514126,5
36384,13559,5
145195,42440,5
32675,36423,5
32675,41554,5
35738,27736,5
36384,34949,5
36384,46073,5
36384,521812,5
162861,23159,5
162861,522853,5
186163,59434,5
186163,539227,5
177278,516919,5
200627,183579,5
200627,189949,5
200627,184745,5
200627,163733,5
200627,99942,5
176438,104316,5
176438,18482,5
176438,174644,5
64956,127690,5
64956,81605,5
64956,94739,5
64956,80871,5
64956,102878,5
148713,530445,5
148713,194491,5
64956,83709,5
64956,83473,5
64956,39883,5
64956,110451,5
64956,106016,5
148726,39091,5
166794,80388,5
166794,92797,5
148713,80130,5
148713,96384,5
148713,76506,5
166794,125399,5
166794,127208,5
68502,120524,5
64956,172232,5
148713,140609,5
148713,110439,5
64956,143371,5
64956,144908,5
64956,148416,5
68502,92208,5
148713,140877,5
64956,147334,5
64956,174035,5
166767,167648,5
68502,180207,5
68502,151927,5
64956,233026,5
148830,536208,5
148830,515963,5
148830,511842,5
65657,42440,5
37003,131273,5
37003,153441,5
37003,132143,5
37003,118715,5
148829,154646,5
37003,101552,5
37003,104593,5
37003,109752,5
37003,108286,5
37003,145879,5
37003,518715,5
37003,59176,5
37003,77360,5
176934,121970,5
148830,154646,5
148830,22343,5
37003,515295,5
37003,535972,5
37003,524977,5
37003,518604,5
37003,521584,5
68438,72669,5
68438,69262,5
68438,111837,5
68438,51509,5
68438,60481,5
68438,186592,5
68438,162170,5
68438,161028,5
68438,112723,5
19125,11989,5
37004,34011,5
36423,24088,5
36423,22083,5
36423,31756,5
36423,34226,5
36423,41849,5
36423,44903,5
186378,63639,5
65657,515233,5
65657,580819,5
186378,30602,5
65657,18113,5
65657,18670,5
65657,125531,5
166236,133645,5
166236,134390,5
68438,174792,5
68438,198243,5
166236,290285,5
166236,159635,5
69541,122167,5
176873,81527,5
19238,524977,5
550199,24821,5
550199,17763,5
69541,45343,5
19238,153558,5
69541,71747,5
69541,174789,5
69541,175504,5
69541,165160,5
69541,190400,5
69541,182269,5
176873,558033,5
176873,485278,5
19238,163407,5
69541,125294,5
69541,114480,5
37003,17602,5
37003,50905,5
37003,48713,5
37003,55401,5
37003,52579,5
37003,30405,5
37003,26287,5
37003,30805,5
37003,33356,5
61590,19825,5
19238,122727,5
61590,11933,5
19238,125294,5
61590,47036,5
61590,45839,5
61590,46089,5
61590,294178,5
61590,46242,5
61590,529330,5
19238,19367,5
19238,21229,5
61590,23197,5
61590,24549,5
19238,31585,5
61590,23874,5
61590,34607,5
61590,37758,5
61590,37817,5
19238,35912,5
189203,515221,5
189203,529175,5
189203,54443,5
189203,66695,5
236418,17991,5
64591,153558,5
64591,164853,5
13094,512514,5
13094,45839,5
13094,18508,5
13094,20883,5
13094,34607,5
64591,27502,5
64591,12106,5
13094,88342,5
13094,515933,5
13094,294178,5
13094,11933,5
143371,85456,5
143371,16100,5
143371,39883,5
143387,514689,5
156453,52579,5
176956,24051,5
176956,66823,5
156453,83709,5
236557,160427,5
166071,164248,5
166071,59429,5
143387,47850,5
143387,40179,5
143387,69684,5
19125,83478,5
19125,94487,5
36423,16303,5
37004,522790,5
19125,18504,5
36423,30968,5
19125,18156,5
19125,19791,5
37004,529453,5
36423,25982,5
19125,519347,5
19125,522745,5
19125,46764,5
19125,43949,5
63395,33356,5
63395,67741,5
63395,79549,5
63395,23779,5
63395,23159,5
63395,25808,5
63395,34203,5
63395,515963,5
63395,82293,5
63395,159401,5
63395,518606,5
236557,108478,5
166071,523776,5
166071,539227,5
166071,151041,5
166071,155385,5
236557,17000,5
156380,11886,5
156380,11433,5
156380,175188,5
145408,167648,5
536208,121084,5
536208,81247,5
536208,83319,5
536208,96384,5
145408,158562,5
145408,54176,5
536208,514690,5
536208,580329,5
536208,521975,5
536208,549729,5
536208,136113,5
536208,145229,5
536208,137299,5
536208,160253,5
536208,43681,5
536208,27195,5
536208,27492,5
536208,69684,5
536208,74326,5
536208,108478,5
536208,71081,5
536208,49053,5
536208,52304,5
536208,42231,5
536208,45789,5
536208,61278,5
536208,60474,5
536208,63635,5
536208,87630,5
536208,53467,5
166439,524596,5
166439,42975,5
186295,165374,5
186295,111693,5
186295,171881,5
145229,17991,5
156190,56567,5
536208,520573,5
536208,520811,5
536208,525448,5
163253,191479,5
163253,172442,5
143106,47995,5
143106,31715,5
143106,28582,5
143106,62020,5
143106,159660,5
158552,159635,5
158552,166439,5
158552,98430,5
158552,92330,5
158552,102416,5
158552,57536,5
158552,14631,5
177129,64468,5
189055,535056,5
61553,56545,5
158552,191658,5
536208,11557,5
148789,580497,5
148789,210510,5
148789,165017,5
536208,14540,5
536208,22884,5
536208,23159,5
536208,35322,5
177129,26665,5
536208,14729,5
148789,156045,5
148789,175628,5
148789,47262,5
35429,58552,5
35429,58244,5
35429,89191,5
18437,14540,5
158417,532704,5
158417,151069,5
166333,84203,5
540248,522790,5
543465,23596,5
540248,542805,5
543465,539328,5
543465,109752,5
543465,56726,5
543465,66864,5
543465,53991,5
61568,105904,5
540248,62443,5
543465,22657,5
540248,547298,5
61568,97523,5
61568,75789,5
61568,78331,5
61568,43040,5
61568,56581,5
61568,109669,5
180075,137299,5
145229,526406,5
145234,84064,5
145234,18851,5
31911,519346,5
31911,114213,5
31911,80474,5
31911,54443,5
31911,36423,5
31911,67167,5
31911,298502,5
31911,513032,5
31911,139382,5
31911,512042,5
31911,11673,5
31911,41277,5
31911,516919,5
31911,522853,5
156233,174381,5
156233,153928,5
156233,178552,5
156233,206573,5
540248,21519,5
540248,34011,5
540248,39970,5
31911,11557,5
31911,33191,5
18156,20605,5
18156,14308,5
18156,18419,5
18156,20664,5
18156,21277,5
18156,18733,5
18156,19125,5
18156,22884,5
18156,28339,5
18156,30310,5
18156,36524,5
12763,531009,5
18156,23325,5
18156,20233,5
12763,539328,5
12763,536355,5
12763,535056,5
18156,11874,5
18156,11307,5
18156,11933,5
18156,10539,5
18156,16343,5
18156,12358,5
18156,15713,5
18156,522991,5
18156,556347,5
12763,174168,5
18156,521813,5
12763,174342,5
18156,535347,5
12763,173003,5
12763,162206,5
12763,175174,5
12763,171881,5
175704,148789,5
175704,136667,5
12763,158774,5
12763,158352,5
175704,108585,5
12763,161646,5
18156,92188,5
18156,513520,5
12763,513702,5
12763,518830,5
18156,23097,5
18156,45427,5
18156,107195,5
18156,50888,5
18156,513284,5
18156,84758,5
18156,512305,5
18156,515760,5
18156,515675,5
12763,196199,5
156696,20339,5
185797,128010,5
156696,57600,5
156696,118288,5
156696,101125,5
156696,165160,5
233026,531073,5
185797,144697,5
185797,179523,5
156696,51622,5
156696,45024,5
190295,108566,5
185797,182048,5
190295,176438,5
165754,580653,5
162599,42231,5
156699,89635,5
233026,32976,5
156699,58146,5
156699,29674,5
233026,68775,5
233026,106414,5
233026,79948,5
233026,92576,5
233026,127690,5
233026,53991,5
167394,519351,5
233026,18482,5
233026,23986,5
233026,23596,5
156696,550660,5
156696,533436,5
12763,12333,5
177548,74326,5
177548,65085,5
177548,513032,5
18823,163748,5
18823,175842,5
18823,177153,5
62193,524947,5
62193,48713,5
35461,25328,5
35461,15888,5
18823,155307,5
540382,69954,5
540382,28767,5
540382,18113,5
540382,23180,5
540382,23779,5
62193,41277,5
540382,521644,5
158908,517747,5
540382,57625,5
540382,56726,5
62193,17780,5
158908,186822,5
62193,27926,5
158908,162496,5
158908,154825,5
12763,93067,5
12763,66644,5
12763,51458,5
175680,137777,5
65000,22291,5
12763,84873,5
12763,79839,5
74439,65705,5
12763,111593,5
12763,112402,5
12763,58561,5
12763,21204,5
12763,40179,5
65000,39690,5
65000,74666,5
12763,30927,5
12763,26065,5
65579,56830,5
65579,49053,5
65579,50687,5
65579,51458,5
65579,18586,5
65579,31627,5
65579,46809,5
65579,515966,5
65579,151041,5
155691,39233,5
155691,20331,5
19602,17061,5
65579,173725,5
65579,149966,5
544496,45427,5
544496,46764,5
544496,35545,5
544496,30171,5
544496,13217,5
175842,108478,5
175842,13031,5
544496,519140,5
69454,30171,5
544496,13094,5
544496,14727,5
19602,68834,5
155691,53991,5
19602,70329,5
175842,71855,5
19602,111693,5
19443,27195,5
64464,17749,5
19443,15929,5
19443,16908,5
185836,68391,5
19443,78549,5
61398,14540,5
19443,75614,5
69938,19760,5
19443,66695,5
185836,26665,5
199972,90587,5
162599,52728,5
162599,108860,5
162599,123047,5
167339,151069,5
167339,526406,5
177539,59485,5
155668,21053,5
155668,31022,5
155668,28248,5
155668,30225,5
155668,20331,5
155668,144604,5
155668,71779,5
185836,515221,5
69938,513283,5
19443,118375,5
19443,513376,5
69938,204540,5
185836,156221,5
32258,514045,5
32258,38706,5
32258,515193,5
32258,53086,5
32258,20678,5
32258,50888,5
32258,512928,5
32258,18508,5
32258,20233,5
32258,20945,5
32258,11933,5
32258,11255,5
32258,21179,5
32258,18664,5
32258,20605,5
32258,17402,5
32258,12506,5
543506,11886,5
31970,19072,5
31970,22001,5
71718,63998,5
31970,513379,5
69599,133002,5
71718,35129,5
