body_pre,body_post,weight,type_pre,type_post
51382,11307,2,ER3d_b,EPG
51365,224128,2,PFNp_c,PFNp_b
51365,537128,2,PFNp_c,FC2C
51365,191842,2,PFNp_c,PFNp_d
51365,195664,2,PFNp_c,PFNp_a
51365,174569,2,PFNp_c,PFNp_b
51365,177717,2,PFNp_c,PFNp_a
51365,178115,2,PFNp_c,PFNp_b
51365,154955,2,PFNp_c,PFNp_b
51365,146988,2,PFNp_c,PFNp_b
51365,172829,2,PFNp_c,PFNp_b
51365,158417,2,PFNp_c,PFNp_b
51365,162861,2,PFNp_c,PFNp_b
51365,163748,2,PFNp_c,PFNp_a
51365,149501,2,PFNp_c,PFNm_b
51365,114647,2,PFNp_c,PFNm_b
51365,104473,2,PFNp_c,PFNp_b
51365,139763,2,PFNp_c,FC2C
51365,73114,2,PFNp_c,PFNp_c
51365,65722,2,PFNp_c,PFNp_e
51365,75724,2,PFNp_c,PFNm_a
51365,76492,2,PFNp_c,PFNp_c
51365,69541,2,PFNp_c,PFNm_a
51365,59735,2,PFNp_c,PFNm_a
51365,71747,2,PFNp_c,PFNm_a
51365,61290,2,PFNp_c,PFNp_c
42975,23159,2,hDeltaA,PFL3
42975,21018,2,hDeltaA,hDeltaA
42975,63179,2,hDeltaA,hDeltaJ
42975,92330,2,hDeltaA,hDeltaI
42975,523032,2,hDeltaA,PFL3
42975,524596,2,hDeltaA,hDeltaA
42975,520573,2,hDeltaA,PFL2
42975,535056,2,hDeltaA,hDeltaI
42975,560327,2,hDeltaA,FC2A
43039,22084,2,ER3d_d,EL
43039,17679,2,ER3d_d,ER2_d
43039,519941,2,ER3d_d,EPG
43039,20590,2,ER3d_d,ER2_a
43039,20605,2,ER3d_d,ER2_a
43039,21277,2,ER3d_d,ER2_a
43039,512928,2,ER3d_d,EPG
43039,513284,2,ER3d_d,EPG
43039,524073,2,ER3d_d,EPG
43039,107195,2,ER3d_d,EPG
43039,512305,2,ER3d_d,EPG
43039,512514,2,ER3d_d,EPG
43039,58834,2,ER3d_d,EL
51159,568502,2,EL,ER5
51159,522806,2,EL,ER3d_c
51159,526143,2,EL,ER3w_b
51159,526552,2,EL,ER3w_b
51159,521528,2,EL,ER5
51159,454614,2,EL,ER4m
51159,72491,2,EL,ER1_c
51159,76931,2,EL,PFL1
51159,81159,2,EL,PEG
51159,511857,2,EL,ER1_c
51159,512362,2,EL,hDeltaB
51159,512928,2,EL,EPG
51159,517059,2,EL,ER2_a
51159,513284,2,EL,EPG
51159,513379,2,EL,ER5
51159,69319,2,EL,ER1_a
51159,54912,2,EL,ER3d_b
51159,54597,2,EL,ER1_a
51159,42509,2,EL,ER1_a
51159,44422,2,EL,ER3m
51159,40558,2,EL,ER3d_b
51159,47859,2,EL,ER3d_c
51159,36730,2,EL,ER1_b
51159,34737,2,EL,ER3a_b
51159,31263,2,EL,ER3d_b
51159,31541,2,EL,ER3d_d
51159,35743,2,EL,PEN_a(PEN1)
51159,32315,2,EL,ER1_a
51159,29711,2,EL,ER3a_b
51159,27903,2,EL,ER3d_d
51159,30206,2,EL,ER5
51159,29046,2,EL,ER3d_b
51159,21277,2,EL,ER2_a
51159,28782,2,EL,hDeltaK
51159,25501,2,EL,ER3w_b
51159,18633,2,EL,ER5
51159,18664,2,EL,ER2_c
51159,19072,2,EL,ER5
51159,19100,2,EL,hDeltaB
51159,17171,2,EL,ER5
51159,19935,2,EL,ER2_c
51159,19425,2,EL,ER2_c
51159,18419,2,EL,PEN_a(PEN1)
51159,17820,2,EL,hDeltaB
51159,14284,2,EL,ER5
51159,14552,2,EL,EL
51159,11512,2,EL,hDeltaB
43127,27926,2,PFNd,hDeltaJ
43127,31756,2,PFNd,PFNd
43127,77360,2,PFNd,PFNd
43127,79615,2,PFNd,PFR_b
43127,56905,2,PFNd,FC2C
43127,515966,2,PFNd,hDeltaH
43161,28248,2,hDeltaC,PFGs
43161,23381,2,hDeltaC,hDeltaD
43161,30329,2,hDeltaC,hDeltaM
43161,45343,2,hDeltaC,FC2C
43161,30653,2,hDeltaC,PFGs
43161,48642,2,hDeltaC,hDeltaG
43161,48713,2,hDeltaC,hDeltaL
43161,82293,2,hDeltaC,FC2B
43161,511846,2,hDeltaC,PFR_a
43161,516663,2,hDeltaC,PFR_b
43161,518779,2,hDeltaC,hDeltaC
50984,560327,2,PFNm_a,FC2A
50984,141430,2,PFNm_a,FC2C
50984,147142,2,PFNm_a,PFNm_b
50984,534834,2,PFNm_a,PFNp_c
50984,196662,2,PFNm_a,PFNp_b
50984,190098,2,PFNm_a,PFNp_b
50984,203142,2,PFNm_a,PFNp_b
50984,210840,2,PFNm_a,PFNp_b
50984,212370,2,PFNm_a,PFNp_b
50984,191537,2,PFNm_a,PFNp_b
50984,176645,2,PFNm_a,PFNp_d
50984,178181,2,PFNm_a,PFNp_b
50984,179200,2,PFNm_a,PFNp_b
50984,156696,2,PFNm_a,PFNm_b
50984,141295,2,PFNm_a,PFNm_b
50984,167712,2,PFNm_a,PFNp_b
50984,117879,2,PFNm_a,PFNp_b
50984,137990,2,PFNm_a,FC2B
50984,140308,2,PFNm_a,PFNp_b
50984,170528,2,PFNm_a,PFNp_b
50984,125940,2,PFNm_a,PFNp_b
50984,112250,2,PFNm_a,PFNp_c
50984,72669,2,PFNm_a,PFNp_e
50984,36205,2,PFNm_a,hDeltaJ
50984,51365,2,PFNm_a,PFNp_c
50984,20951,2,PFNm_a,hDeltaC
43212,20678,2,ER3d_a,ER2_d
43212,21059,2,ER3d_a,ER2_d
43212,21645,2,ER3d_a,ER2_a
43212,18058,2,ER3d_a,ER2_b
43212,47186,2,ER3d_a,ER3m
43212,26136,2,ER3d_a,ER2_b
43212,38084,2,ER3d_a,ER3m
43212,529330,2,ER3d_a,ER3d_b
43212,54912,2,ER3d_a,ER3d_b
43212,58834,2,ER3d_a,EL
43212,523786,2,ER3d_a,EPG
50905,545381,2,FC1E,FC1E
50905,536354,2,FC1E,FC1C_b
50905,537128,2,FC1E,FC2C
50905,47796,2,FC1E,FC1A
50905,34203,2,FC1E,FC2B
50905,138121,2,FC1E,FC1A
50905,69106,2,FC1E,FC1E
50905,52027,2,FC1E,FC3_a
50891,89635,2,FC3_a,FC2B
50891,65579,2,FC3_a,FC3_a
50891,90574,2,FC3_a,PFR_a
50891,550769,2,FC3_a,FC1C_b
50891,515959,2,FC3_a,FC3_c
50891,531755,2,FC3_a,PFR_a
50891,19564,2,FC3_a,PFGs
50891,16214,2,FC3_a,PFR_b
50891,52041,2,FC3_a,PFGs
50891,54443,2,FC3_a,hDeltaA
50891,29674,2,FC3_a,FC2A
50891,22446,2,FC3_a,hDeltaH
50891,23180,2,FC3_a,PFGs
50888,514042,2,ER2_c,ER2_b
50888,24382,2,ER2_c,PEN_b(PEN2)
50888,17402,2,ER2_c,ER4m
50888,22461,2,ER2_c,ER4d
50888,23315,2,ER2_c,ER4d
50888,14482,2,ER2_c,ER4m
50885,524977,2,FC2C,FC2C
50885,80130,2,FC2C,hDeltaC
50885,87630,2,FC2C,FC2B
50885,67361,2,FC2C,FC2B
50885,68502,2,FC2C,FC2C
50885,132482,2,FC2C,FC2C
50885,22923,2,FC2C,hDeltaM
50885,22446,2,FC2C,hDeltaH
50808,521814,2,ER4d,PEN_a(PEN1)
50808,522745,2,ER4d,ER2_c
50808,294178,2,ER4d,EL
50808,515760,2,ER4d,ER4m
50808,25184,2,ER4d,PEN_b(PEN2)
50808,29135,2,ER4d,PEN_b(PEN2)
50808,40390,2,ER4d,PEN_b(PEN2)
50808,19807,2,ER4d,ER2_c
50808,50888,2,ER4d,ER2_c
50808,18932,2,ER4d,PEN_b(PEN2)
50808,12797,2,ER4d,ER4m
50808,11933,2,ER4d,ER2_c
50694,514803,2,ER3w_b,ER2_b
50694,517602,2,ER3w_b,ER3p_a
50694,61845,2,ER3w_b,EL
50694,294178,2,ER3w_b,EL
50694,50007,2,ER3w_b,ER3p_a
50694,51159,2,ER3w_b,EL
50694,58834,2,ER3w_b,EL
50694,25359,2,ER3w_b,ER3p_a
50694,31088,2,ER3w_b,ER3p_a
50694,14552,2,ER3w_b,EL
50694,14871,2,ER3w_b,EL
50694,22084,2,ER3w_b,EL
50461,515233,2,FC2B,FC2B
50461,524946,2,FC2B,hDeltaJ
50461,560327,2,FC2B,FC2A
50461,512179,2,FC2B,PFR_a
50461,30181,2,FC2B,PFR_b
50461,23630,2,FC2B,hDeltaC
50431,513032,2,FC2C,PFL3
50431,158363,2,FC2C,FC
50431,74326,2,FC2C,FC2B
50431,56726,2,FC2C,hDeltaL
50327,526406,2,hDeltaI,FC2A
50327,518378,2,hDeltaI,PFL3
50327,30068,2,hDeltaI,hDeltaA
50327,30329,2,hDeltaI,hDeltaM
50327,75688,2,hDeltaI,hDeltaJ
50327,25024,2,hDeltaI,hDeltaK
50327,18670,2,hDeltaI,PFR_b
50327,27106,2,hDeltaI,hDeltaK
43683,13395,2,ER3w_a,ER4m
43683,13985,2,ER3w_a,ER4m
43683,14871,2,ER3w_a,EL
43683,14308,2,ER3w_a,ER4m
43683,58834,2,ER3w_a,EL
43683,20590,2,ER3w_a,ER2_a
43683,21277,2,ER3w_a,ER2_a
43683,16440,2,ER3w_a,ER4m
43683,37758,2,ER3w_a,ER3d_a
43683,23097,2,ER3w_a,ER2_a
43683,51159,2,ER3w_a,EL
43683,294178,2,ER3w_a,EL
43683,529847,2,ER3w_a,ER3m
43683,515760,2,ER3w_a,ER4m
50007,48291,2,ER3p_a,ER3w_b
50007,512606,2,ER3p_a,ER3w_c
50007,52832,2,ER3p_a,ER3m
50007,34188,2,ER3p_a,EL
50007,17561,2,ER3p_a,ER3m
50007,14871,2,ER3p_a,EL
50007,16598,2,ER3p_a,ER3w_b
50007,53618,2,ER3p_a,ER3p_b
50007,25841,2,ER3p_a,ER3w_b
49952,513703,2,hDeltaG,FC3_a
49952,518830,2,hDeltaG,PFR_b
49952,115261,2,hDeltaG,FC2C
49952,67055,2,hDeltaG,hDeltaL
49952,132482,2,hDeltaG,FC2C
49952,52579,2,hDeltaG,hDeltaL
49952,55037,2,hDeltaG,FC3_b
49952,63277,2,hDeltaG,hDeltaF
49952,23231,2,hDeltaG,hDeltaC
49952,26064,2,hDeltaG,hDeltaK
43814,18625,2,FC1B,PFL1
43814,82637,2,FC1B,FC1C_b
43814,35461,2,FC1B,PFNd
43814,60086,2,FC1B,hDeltaJ
43814,60474,2,FC1B,FC3_b
43814,77770,2,FC1B,FC1E
43814,69315,2,FC1B,FC1C_b
43814,71718,2,FC1B,FC3_b
43814,43928,2,FC1B,FC1F
43814,81176,2,FC1B,FC1C_a
43814,74349,2,FC1B,FC3_c
43814,72902,2,FC1B,FC1E
43814,530445,2,FC1B,FC2B
43814,94805,2,FC1B,FC1D
43814,149160,2,FC1B,FC1C_a
49869,526552,2,ER3p_b,ER3w_b
49869,515761,2,ER3p_b,ER3p_a
49869,513346,2,ER3p_b,ER3w_b
49869,42264,2,ER3p_b,ER3d_e
49869,44422,2,ER3p_b,ER3m
49869,46089,2,ER3p_b,ER3p_a
49869,59230,2,ER3p_b,ER3m
49869,30522,2,ER3p_b,ER3d_b
49869,30443,2,ER3p_b,ER3a_c
49869,13999,2,ER3p_b,ER3w_c
49839,140688,2,PFNv,PFNp_e
49839,111244,2,PFNv,FC1F
49839,121959,2,PFNv,hDeltaJ
49839,124099,2,PFNv,PFNp_b
49839,124562,2,PFNv,FC2C
49839,533725,2,PFNv,Delta7
49839,167799,2,PFNv,PFNp_b
49839,178839,2,PFNv,PFNp_a
49839,553847,2,PFNv,PFNp_c
49839,519332,2,PFNv,Delta7
49839,519354,2,PFNv,FC3_c
49839,30805,2,PFNv,hDeltaL
49839,54776,2,PFNv,PFNd
49839,46209,2,PFNv,FC3_b
49839,15839,2,PFNv,Delta7
49839,13732,2,PFNv,hDeltaI
49839,14806,2,PFNv,Delta7
49839,56466,2,PFNv,FC3_a
43881,20792,2,PFR_a,hDeltaL
43881,24314,2,PFR_a,hDeltaK
43881,13892,2,PFR_a,PFR_b
43881,12449,2,PFR_a,EPG
43881,11989,2,PFR_a,EPG
43881,33298,2,PFR_a,PFR_b
43881,29261,2,PFR_a,PFNd
43881,77090,2,PFR_a,hDeltaM
43881,30181,2,PFR_a,PFR_b
43881,27326,2,PFR_a,hDeltaJ
43881,27655,2,PFR_a,hDeltaJ
43881,25036,2,PFR_a,hDeltaK
43881,107195,2,PFR_a,EPG
43881,20565,2,PFR_a,hDeltaG
43881,20715,2,PFR_a,EL
43881,96384,2,PFR_a,FC2B
43881,39538,2,PFR_a,FC2A
43881,148830,2,PFR_a,FC2C
43881,524596,2,PFR_a,hDeltaA
43881,521635,2,PFR_a,PFR_b
43881,511846,2,PFR_a,PFR_a
43881,531755,2,PFR_a,PFR_a
43881,541855,2,PFR_a,hDeltaK
43881,511842,2,PFR_a,PFL2
43881,521637,2,PFR_a,PFR_a
43928,58113,2,FC1F,FC1C_b
43928,62443,2,FC1F,FC1F
43928,29044,2,FC1F,PFNa
43928,31786,2,FC1F,PFR_b
43928,520581,2,FC1F,EPG
43928,36227,2,FC1F,FC1A
43928,518519,2,FC1F,FC1B
43928,89657,2,FC1F,FC1C_a
43928,75558,2,FC1F,FC1A
43928,112940,2,FC1F,FC1E
43928,544358,2,FC1F,FC1B
43928,83804,2,FC1F,FC1A
44010,27806,2,ER3w_b,ER3p_a
44010,25359,2,ER3w_b,ER3p_a
44010,46764,2,ER3w_b,EL
44010,47271,2,ER3w_b,ER3p_a
44010,45427,2,ER3w_b,EL
44010,46242,2,ER3w_b,ER3w_a
44010,46707,2,ER3w_b,ER3w_a
44010,29713,2,ER3w_b,EL
49630,524946,2,PFNv,hDeltaJ
49630,181511,2,PFNv,PFNp_a
49630,101791,2,PFNv,PFNp_e
49630,150382,2,PFNv,PFNp_d
49630,121959,2,PFNv,hDeltaJ
49630,123127,2,PFNv,PFNa
49630,145547,2,PFNv,PFNa
49630,98430,2,PFNv,PFNp_e
49630,77090,2,PFNv,hDeltaM
49630,94100,2,PFNv,FC1F
49630,58447,2,PFNv,hDeltaC
49630,18823,2,PFNv,Delta7
49630,16540,2,PFNv,Delta7
49630,20231,2,PFNv,hDeltaC
49630,20792,2,PFNv,hDeltaL
49630,25210,2,PFNv,hDeltaH
44127,14507,2,ER3d_d,EPG
44127,31121,2,ER3d_d,ER3a_c
44127,131313,2,ER3d_d,EPG
44127,512514,2,ER3d_d,EPG
44127,51159,2,ER3d_d,EL
44127,47036,2,ER3d_d,ER3d_a
44127,28701,2,ER3d_d,ER3d_b
44127,29791,2,ER3d_d,ER3d_b
44127,31051,2,ER3d_d,ER3m
44127,42264,2,ER3d_d,ER3d_e
44127,45839,2,ER3d_d,ER3d_b
44127,513284,2,ER3d_d,EPG
44127,523786,2,ER3d_d,EPG
44127,37817,2,ER3d_d,ER3d_e
44127,513464,2,ER3d_d,EPG
44127,519328,2,ER3d_d,EPG
44127,556347,2,ER3d_d,EPG
44127,520818,2,ER3d_d,EPG
44152,11745,2,PFNa,PFL1
44152,32432,2,PFNa,hDeltaC
44152,36227,2,PFNa,FC1A
44152,20279,2,PFNa,PFL1
44152,43814,2,PFNa,FC1B
44152,57309,2,PFNa,FC1B
44152,80130,2,PFNa,hDeltaC
44152,80750,2,PFNa,hDeltaJ
44152,533436,2,PFNa,FC2C
44152,542590,2,PFNa,FC3_c
44152,542805,2,PFNa,FC1D
44152,71718,2,PFNa,FC3_b
44152,74349,2,PFNa,FC3_c
44152,130971,2,PFNa,hDeltaI
49378,568502,2,ER3d_c,ER5
49378,511778,2,ER3d_c,EL
49378,512305,2,ER3d_c,EPG
49378,51382,2,ER3d_c,ER3d_b
49378,51555,2,ER3d_c,EL
49378,107195,2,ER3d_c,EPG
49378,46073,2,ER3d_c,EL
49378,14871,2,ER3d_c,EL
49378,17679,2,ER3d_c,ER2_d
49378,22084,2,ER3d_c,EL
49378,24093,2,ER3d_c,ER3w_a
49378,19825,2,ER3d_c,EPG
49378,14552,2,ER3d_c,EL
49378,20590,2,ER3d_c,ER2_a
49378,11307,2,ER3d_c,EPG
49288,529142,2,PFR_a,hDeltaK
49288,550660,2,PFR_a,FC2C
49288,532800,2,PFR_a,PFR_b
49288,521644,2,PFR_a,hDeltaC
49288,126061,2,PFR_a,hDeltaI
49288,90634,2,PFR_a,hDeltaJ
49288,58335,2,PFR_a,FC3_b
49288,71718,2,PFR_a,FC3_b
49288,74349,2,PFR_a,FC3_c
49288,56382,2,PFR_a,FC2A
49288,57309,2,PFR_a,FC1B
49288,68271,2,PFR_a,FC2B
49288,33382,2,PFR_a,FC2A
49288,30068,2,PFR_a,hDeltaA
49288,31656,2,PFR_a,hDeltaB
49288,40179,2,PFR_a,FC2A
49288,31786,2,PFR_a,PFR_b
49288,35794,2,PFR_a,PFNd
49288,32122,2,PFR_a,hDeltaC
49288,33298,2,PFR_a,PFR_b
49288,27213,2,PFR_a,PFNd
49288,27326,2,PFR_a,hDeltaJ
49288,28074,2,PFR_a,hDeltaJ
49288,27133,2,PFR_a,hDeltaK
49288,23090,2,PFR_a,hDeltaB
44256,14975,2,PFGs,hDeltaC
44256,26242,2,PFGs,hDeltaK
44256,77360,2,PFGs,PFNd
44256,55538,2,PFGs,FC3_a
44256,525224,2,PFGs,FC3_b
44256,519359,2,PFGs,FC3_b
44422,15713,2,ER3m,EPG
44422,12449,2,ER3m,EPG
44422,14507,2,ER3m,EPG
44422,51159,2,ER3m,EL
44422,19825,2,ER3m,EPG
44422,92188,2,ER3m,EPG
44422,33911,2,ER3m,ER3a_b
44422,34188,2,ER3m,EL
44422,20715,2,ER3m,EL
44422,29711,2,ER3m,ER3a_b
44422,49002,2,ER3m,ER3p_a
44422,43212,2,ER3m,ER3d_a
44422,523786,2,ER3m,EPG
44422,294178,2,ER3m,EL
44422,513033,2,ER3m,EPG
44422,556347,2,ER3m,EPG
44422,519144,2,ER3m,EPG
49002,544496,2,ER3p_a,ER3a_c
49002,51555,2,ER3p_a,EL
49002,52832,2,ER3p_a,ER3m
49002,53618,2,ER3p_a,ER3p_b
49002,80867,2,ER3p_a,ER1_a
49002,513346,2,ER3p_a,ER3w_b
49002,512606,2,ER3p_a,ER3w_c
49002,46764,2,ER3p_a,EL
49002,34188,2,ER3p_a,EL
49002,27770,2,ER3p_a,ER3w_b
49002,40768,2,ER3p_a,EPGt
49002,16598,2,ER3p_a,ER3w_b
49002,18377,2,ER3p_a,ER3w_b
49002,19169,2,ER3p_a,ER3m
49002,22084,2,ER3p_a,EL
48956,520818,2,ER3d_b,EPG
48956,107195,2,ER3d_b,EPG
48956,47859,2,ER3d_b,ER3d_c
48956,61845,2,ER3d_b,EL
48956,519144,2,ER3d_b,EPG
48956,521409,2,ER3d_b,EPG
48956,37817,2,ER3d_b,ER3d_e
48956,521812,2,ER3d_b,EPG
48956,521813,2,ER3d_b,EPG
48956,27269,2,ER3d_b,ER3d_c
48956,20715,2,ER3d_b,EL
48956,11874,2,ER3d_b,EPG
48956,19125,2,ER3d_b,EPG
48956,12449,2,ER3d_b,EPG
44554,27492,2,FC2B,PFL2
44554,16158,2,FC2B,hDeltaH
44554,28258,2,FC2B,hDeltaG
44554,23231,2,FC2B,hDeltaC
44554,50431,2,FC2B,FC2C
44554,33382,2,FC2B,FC2A
44554,89635,2,FC2B,FC2B
44554,513034,2,FC2B,PFL2
44554,518606,2,FC2B,FC2A
44554,158363,2,FC2B,FC
44554,149740,2,FC2B,FC2B
44554,80130,2,FC2B,hDeltaC
48713,533944,2,hDeltaL,hDeltaF
48713,515960,2,hDeltaL,hDeltaG
48713,148830,2,hDeltaL,FC2C
48713,144997,2,hDeltaL,FC1C_a
48713,64270,2,hDeltaL,FC2C
48713,41941,2,hDeltaL,FC2C
48713,45155,2,hDeltaL,hDeltaE
48713,14975,2,hDeltaL,hDeltaC
48667,171804,2,PFNv,PFNp_a
48667,177717,2,PFNv,PFNp_a
48667,122132,2,PFNv,PFNp_c
48667,535099,2,PFNv,FC1B
48667,33382,2,PFNv,FC2A
48667,26739,2,PFNv,PFNd
48667,27191,2,PFNv,PFNv
48667,42736,2,PFNv,FC3_a
48667,31656,2,PFNv,hDeltaB
48667,62962,2,PFNv,FC3_b
48667,25773,2,PFNv,PFNv
48667,71779,2,PFNv,hDeltaL
48667,58561,2,PFNv,PFGs
48667,60361,2,PFNv,PFNa
48667,14509,2,PFNv,Delta7
44669,15409,2,PFNv,Delta7
44669,108286,2,PFNv,FC2C
44669,71718,2,PFNv,FC3_b
44669,76492,2,PFNv,PFNp_c
44669,80453,2,PFNv,PFNd
44669,30313,2,PFNv,PFNv
44669,30329,2,PFNv,hDeltaM
44669,16234,2,PFNv,Delta7
44669,82772,2,PFNv,PFNa
44669,30968,2,PFNv,PFNd
44669,62962,2,PFNv,FC3_b
44669,518608,2,PFNv,PFNa
44669,60086,2,PFNv,hDeltaJ
48642,521644,2,hDeltaG,hDeltaC
48642,141430,2,hDeltaG,FC2C
48642,103466,2,hDeltaG,FC2B
48642,89635,2,hDeltaG,FC2B
48642,121959,2,hDeltaG,hDeltaJ
48642,17801,2,hDeltaG,hDeltaA
48642,30329,2,hDeltaG,hDeltaM
48642,33410,2,hDeltaG,hDeltaC
48642,33552,2,hDeltaG,PFR_a
48583,542590,2,FC3_a,FC3_c
48583,521644,2,FC3_a,hDeltaC
48583,515298,2,FC3_a,hDeltaJ
48583,75688,2,FC3_a,hDeltaJ
48583,92664,2,FC3_a,FC1A
48583,80130,2,FC3_a,hDeltaC
48583,71718,2,FC3_a,FC3_b
48583,62443,2,FC3_a,FC1F
48583,39385,2,FC3_a,hDeltaC
48583,40179,2,FC3_a,FC2A
48583,30329,2,FC3_a,hDeltaM
48583,67167,2,FC3_a,hDeltaA
48583,11874,2,FC3_a,EPG
48556,542805,2,FC1D,FC1D
48556,131984,2,FC1D,FC1C_b
48556,56799,2,FC1D,FC1A
48556,37004,2,FC1D,FC1C_a
48556,41559,2,FC1D,FC2A
48556,77770,2,FC1D,FC1E
48556,35018,2,FC1D,FC1B
48556,56146,2,FC1D,FC1D
48524,518606,2,FC1A,FC2A
48524,64270,2,FC1A,FC2C
48524,64684,2,FC1A,FC3_c
48524,77770,2,FC1A,FC1E
48524,80130,2,FC1A,hDeltaC
48524,67006,2,FC1A,FC1F
48524,58565,2,FC1A,FC1B
48524,59969,2,FC1A,hDeltaA
48524,56799,2,FC1A,FC1A
48524,39970,2,FC1A,hDeltaC
48524,18851,2,FC1A,PFL3
48524,23630,2,FC1A,hDeltaC
48524,48556,2,FC1A,FC1D
44814,20715,2,ER3m,EL
44814,21059,2,ER3m,ER2_d
44814,24093,2,ER3m,ER3w_a
44814,37437,2,ER3m,ER3d_e
44814,37817,2,ER3m,ER3d_e
44814,14552,2,ER3m,EL
44814,14871,2,ER3m,EL
44814,84758,2,ER3m,EPG
44814,38001,2,ER3m,ER3a_d
44814,39503,2,ER3m,ER3p_a
44814,28701,2,ER3m,ER3d_b
44814,53745,2,ER3m,ER3p_a
44814,29711,2,ER3m,ER3a_b
44814,30443,2,ER3m,ER3a_c
44814,517602,2,ER3m,ER3p_a
44814,56993,2,ER3m,ER3a_a
44814,61845,2,ER3m,EL
44814,544496,2,ER3m,ER3a_c
44814,511778,2,ER3m,EL
44814,514180,2,ER3m,ER3p_b
44814,517264,2,ER3m,ER3w_a
44830,14871,2,ER3d_e,EL
44830,14507,2,ER3d_e,EPG
44830,14552,2,ER3d_e,EL
44830,24093,2,ER3d_e,ER3w_a
44830,30674,2,ER3d_e,ER3d_b
44830,31121,2,ER3d_e,ER3a_c
44830,26136,2,ER3d_e,ER2_b
44830,27903,2,ER3d_e,ER3d_d
44830,44814,2,ER3d_e,ER3m
44830,529330,2,ER3d_e,ER3d_b
44830,521812,2,ER3d_e,EPG
44830,61845,2,ER3d_e,EL
44830,513520,2,ER3d_e,EPG
44830,514042,2,ER3d_e,ER2_b
44830,512305,2,ER3d_e,EPG
44830,526548,2,ER3d_e,EL
48318,519144,2,ER3d_c,EPG
48318,524068,2,ER3d_c,ER3d_b
48318,517264,2,ER3d_c,ER3w_a
48318,131313,2,ER3d_c,EPG
48318,294178,2,ER3d_c,EL
48318,513463,2,ER3d_c,EPG
48318,92188,2,ER3d_c,EPG
48318,51159,2,ER3d_c,EL
48318,51382,2,ER3d_c,ER3d_b
48318,58834,2,ER3d_c,EL
48318,61590,2,ER3d_c,EL
48318,38084,2,ER3d_c,ER3m
48318,29046,2,ER3d_c,ER3d_b
48318,14727,2,ER3d_c,EPG
48318,24093,2,ER3d_c,ER3w_a
48318,21179,2,ER3d_c,ER2_a
48318,11874,2,ER3d_c,EPG
48318,30674,2,ER3d_c,ER3d_b
44909,23163,2,ER5,ER3a_a
44909,30443,2,ER5,ER3a_c
44909,11307,2,ER5,EPG
44909,92188,2,ER5,EPG
44909,18664,2,ER5,ER2_c
44909,131313,2,ER5,EPG
44909,56993,2,ER5,ER3a_a
44909,14727,2,ER5,EPG
44909,34737,2,ER5,ER3a_b
44909,69454,2,ER5,ER3a_d
44909,20317,2,ER5,ER2_c
44909,529826,2,ER5,ER3a_a
44909,519329,2,ER5,ER3a_d
44909,521409,2,ER5,EPG
44909,41908,2,ER5,ER3a_a
44909,521813,2,ER5,EPG
48291,511778,2,ER3w_b,EL
48291,517602,2,ER3w_b,ER3p_a
48291,529207,2,ER3w_b,ER3p_a
48291,40768,2,ER3w_b,EPGt
48291,50007,2,ER3w_b,ER3p_a
48291,61845,2,ER3w_b,EL
48291,47271,2,ER3w_b,ER3p_a
48277,532704,2,FC1F,FC2A
48277,534561,2,FC1F,FC1B
48277,129780,2,FC1F,FC3_b
48277,56146,2,FC1F,FC1D
48277,50905,2,FC1F,FC1E
48277,85745,2,FC1F,FC3_b
48277,64842,2,FC1F,FC1E
48277,549620,2,FC1F,FC1E
48277,550577,2,FC1F,FC1F
48277,62262,2,FC1F,FC1C_b
48277,33552,2,FC1F,PFR_a
48277,28559,2,FC1F,PFNv
48277,34019,2,FC1F,FC1D
48248,529453,2,FC1A,FC1E
48248,533436,2,FC1A,FC2C
48248,108643,2,FC1A,FC1E
48248,158363,2,FC1A,FC
48248,144997,2,FC1A,FC1C_a
48248,87610,2,FC1A,FC1C_a
48248,92664,2,FC1A,FC1A
48248,66309,2,FC1A,FC1D
48248,67250,2,FC1A,FC1B
48248,73853,2,FC1A,hDeltaI
48248,37004,2,FC1A,FC1C_a
48248,32122,2,FC1A,hDeltaC
48248,56545,2,FC1A,FC3_b
48248,58113,2,FC1A,FC1C_b
48248,19715,2,FC1A,PFL2
48096,526552,2,ER3p_a,ER3w_b
48096,513678,2,ER3p_a,ER3w_b
48096,517763,2,ER3p_a,EL
48096,61273,2,ER3p_a,ER1_b
48096,61590,2,ER3p_a,EL
48096,61845,2,ER3p_a,EL
48096,67174,2,ER3p_a,ER1_a
48096,49869,2,ER3p_a,ER3p_b
48096,50694,2,ER3p_a,ER3w_b
48096,71503,2,ER3p_a,ER1_c
48096,57591,2,ER3p_a,EPGt
48096,30371,2,ER3p_a,ER1_a
48096,31121,2,ER3p_a,ER3a_c
48096,34188,2,ER3p_a,EL
48096,38084,2,ER3p_a,ER3m
48096,41665,2,ER3p_a,ER3a_c
48096,27770,2,ER3p_a,ER3w_b
48096,46073,2,ER3p_a,EL
48096,53618,2,ER3p_a,ER3p_b
48096,17561,2,ER3p_a,ER3m
48096,25501,2,ER3p_a,ER3w_b
48096,26843,2,ER3p_a,ER3w_b
48096,14552,2,ER3p_a,EL
48096,46242,2,ER3p_a,ER3w_a
47996,515232,2,FC3_b,hDeltaI
47996,520573,2,FC3_b,PFL2
47996,521644,2,FC3_b,hDeltaC
47996,532704,2,FC3_b,FC2A
