body_pre,body_post,weight,type_pre,type_post
14509,67598,7,Delta7,PFNp_c
14509,60481,7,Delta7,PFNp_a
14509,131142,7,Delta7,PFNp_c
14963,11989,7,ER5,EPG
48096,59337,7,ER3p_a,ER3w_b
48096,20715,7,ER3p_a,EL
14975,550660,7,hDeltaC,FC2C
14507,16412,7,EPG,Delta7
14507,15409,7,EPG,Delta7
14507,526548,7,EPG,EL
98337,60361,7,PFNa,PFNa
47996,522993,7,FC3_b,PFGs
47996,29701,7,FC3_b,hDeltaJ
47996,52027,7,FC3_b,FC3_a
11512,527475,7,hDeltaB,PFR_a
48291,513464,7,ER3w_b,EPG
48291,43683,7,ER3w_b,ER3w_a
48291,11989,7,ER3w_b,EPG
48277,78549,7,FC1F,FC3_b
48277,90331,7,FC1F,FC1C_a
48277,516666,7,FC1F,hDeltaH
48318,513033,7,ER3d_c,EPG
48318,40558,7,ER3d_c,ER3d_b
48318,519941,7,ER3d_c,EPG
44909,30171,7,ER5,ER3a_a
44909,31970,7,ER5,ER3a_d
44909,13094,7,ER5,ER4d
44909,36928,7,ER5,ER3a_b
48318,11987,7,ER3d_c,EPG
519941,520575,7,EPG,PEG
519941,519347,7,EPG,ER4m
25494,513463,7,ER3d_e,EPG
519941,21882,7,EPG,ER2_a
519941,12357,7,EPG,ER2_c
519941,45398,7,EPG,PFNa
519941,294178,7,EPG,EL
25494,43039,7,ER3d_e,ER3d_d
25494,27454,7,ER3d_e,ER3d_c
519941,35324,7,EPG,Delta7
25494,19825,7,ER3d_e,EPG
519941,39413,7,EPG,PEG
48248,58073,7,FC1A,FC1D
48248,39970,7,FC1A,hDeltaC
48248,62821,7,FC1A,FC1D
25447,513464,7,ER3w_c,EPG
25447,526548,7,ER3w_c,EL
25447,521812,7,ER3w_c,EPG
23986,41941,7,hDeltaD,FC2C
23986,20969,7,hDeltaD,hDeltaE
11503,522992,7,EPG,PEG
11503,20404,7,EPG,ER4d
11503,15839,7,EPG,Delta7
11503,17753,7,EPG,Delta7
11503,454614,7,EPG,ER4m
11503,15176,7,EPG,PEN_b(PEN2)
11503,17804,7,EPG,Delta7
11503,18639,7,EPG,Delta7
45282,20339,7,PFNp_c,PFNm_b
45282,95713,7,PFNp_c,FC2C
45282,125273,7,PFNp_c,PFNm_b
521635,18639,7,PFR_b,Delta7
521634,29261,7,PFNd,PFNd
521634,91004,7,PFNd,hDeltaJ
47796,52966,7,FC1A,FC3_a
47796,34019,7,FC1A,FC1D
47687,74836,7,PFNa,PFNa
47687,60361,7,PFNa,PFNa
47687,518607,7,PFNa,PFNa
45343,18327,7,FC2C,PFL3
98471,27492,7,PFNp_a,PFL2
98471,11557,7,PFNp_a,PFL2
45151,49952,7,hDeltaF,hDeltaG
24093,517059,7,ER3w_a,ER2_a
24093,519328,7,ER3w_a,EPG
24093,519347,7,ER3w_a,ER4m
24093,556347,7,ER3w_a,EPG
24093,46073,7,ER3w_a,EL
24093,131313,7,ER3w_a,EPG
24093,14727,7,ER3w_a,EPG
24093,12797,7,ER3w_a,ER4m
24093,13999,7,ER3w_a,ER3w_c
24093,14482,7,ER3w_a,ER4m
45155,529992,7,hDeltaE,FC2C
25359,40768,7,ER3p_a,EPGt
24076,520581,7,ER4d,EPG
24076,521812,7,ER4d,EPG
24076,84758,7,ER4d,EPG
24076,556347,7,ER4d,EPG
98391,45398,7,PFNa,PFNa
98391,66841,7,PFNa,PFNa
98391,70307,7,PFNa,PFNa
98391,75558,7,PFNa,FC1A
98391,51619,7,PFNa,PFNa
98391,108415,7,PFNa,hDeltaJ
25359,61845,7,ER3p_a,EL
25359,511778,7,ER3p_a,EL
25359,22084,7,ER3p_a,EL
24076,131313,7,ER4d,EPG
24076,19917,7,ER4d,ER2_c
98391,114009,7,PFNa,FC1B
98391,84873,7,PFNa,hDeltaJ
98391,519354,7,PFNa,FC3_c
98337,23461,7,PFNa,PFNa
98337,32122,7,PFNa,hDeltaC
98337,91004,7,PFNa,hDeltaJ
98337,111108,7,PFNa,PFNa
98337,82772,7,PFNa,PFNa
98337,48248,7,PFNa,FC1A
98337,48583,7,PFNa,FC3_a
98337,62443,7,PFNa,FC1F
98337,152346,7,PFNa,FC1E
98337,74349,7,PFNa,FC3_c
98337,518609,7,PFNa,PFNa
98337,119668,7,PFNa,FC1D
98337,53176,7,PFNa,PFNa
45134,520812,7,ER3p_b,EPG
45134,521812,7,ER3p_b,EPG
45134,11987,7,ER3p_b,EPG
45134,15616,7,ER3p_b,EPG
45134,49002,7,ER3p_b,ER3p_a
45134,29713,7,ER3p_b,EL
45134,45427,7,ER3p_b,EL
45134,515761,7,ER3p_b,ER3p_a
521637,515232,7,PFR_a,hDeltaI
521637,13892,7,PFR_a,PFR_b
521637,11512,7,PFR_a,hDeltaB
521637,22923,7,PFR_a,hDeltaM
25297,526548,7,ER3w_a,EL
25297,520812,7,ER3w_a,EPG
25297,513346,7,ER3w_a,ER3w_b
25297,27850,7,ER3w_a,ER3w_b
25297,29713,7,ER3w_a,EL
25297,46073,7,ER3w_a,EL
25297,13434,7,ER3w_a,ER4m
25297,18377,7,ER3w_a,ER3w_b
25297,61590,7,ER3w_a,EL
25297,15444,7,ER3w_a,ER2_d
25329,512514,7,ER3d_c,EPG
25329,14727,7,ER3d_c,EPG
25329,520581,7,ER3d_c,EPG
24122,61845,7,ER4d,EL
24122,92188,7,ER4d,EPG
24122,61590,7,ER4d,EL
24122,11874,7,ER4d,EPG
24122,11987,7,ER4d,EPG
24122,19825,7,ER4d,EPG
24122,19917,7,ER4d,ER2_c
24122,19125,7,ER4d,EPG
24122,294178,7,ER4d,EL
24122,40390,7,ER4d,PEN_b(PEN2)
24122,45427,7,ER4d,EL
47859,520581,7,ER3d_c,EPG
48713,20792,7,hDeltaL,hDeltaL
48713,122334,7,hDeltaL,FC2C
107195,22240,7,EPG,PEN_b(PEN2)
107195,522973,7,EPG,PEG
107195,19900,7,EPG,ER2_c
107195,13395,7,EPG,ER4m
107195,14308,7,EPG,ER4m
25709,34607,7,ER2_c,ER4d
25709,61845,7,ER2_c,EL
25709,14871,7,ER2_c,EL
48667,536355,7,PFNv,hDeltaJ
44669,47348,7,PFNv,hDeltaJ
44669,20231,7,PFNv,hDeltaC
107497,519346,7,PFNp_e,PFL3
107497,131142,7,PFNp_e,PFNp_c
107497,167931,7,PFNp_e,PFNp_d
25773,56726,7,PFNv,hDeltaL
25773,44152,7,PFNv,PFNa
25792,513033,7,PEN_a(PEN1),EPG
25792,527653,7,PEN_a(PEN1),ER4d
107571,177762,7,PFNm_b,PFNm_a
48956,47464,7,ER3d_b,ER3d_d
25797,22084,7,ER4d,EL
25797,12357,7,ER4d,ER2_c
25797,107195,7,ER4d,EPG
25797,523786,7,ER4d,EPG
25549,541755,7,PFR_b,PFR_a
44814,11987,7,ER3m,EPG
44814,15713,7,ER3m,EPG
44814,13217,7,ER3m,EPG
44814,512514,7,ER3m,EPG
44814,524073,7,ER3m,EPG
44814,41908,7,ER3m,ER3a_a
44814,514126,7,ER3m,EPG
44814,15616,7,ER3m,EPG
44830,19825,7,ER3d_e,EPG
44830,513464,7,ER3d_e,EPG
44830,107195,7,ER3d_e,EPG
44830,16360,7,ER3d_e,EPG
44830,10539,7,ER3d_e,EPG
44830,27052,7,ER3d_e,ER3d_d
14482,25203,7,ER4m,ER3w_c
14482,20883,7,ER4m,ER2_c
25501,19125,7,ER3w_b,EPG
106292,133953,7,FC1D,FC1C_b
106292,27502,7,FC1D,FC1E
48583,525061,7,FC3_a,PFGs
48583,511846,7,FC3_a,PFR_a
48583,91004,7,FC3_a,hDeltaJ
48583,90634,7,FC3_a,hDeltaJ
48583,28248,7,FC3_a,PFGs
48556,535098,7,FC1D,FC1A
14464,61590,7,ER6,EL
14464,517763,7,ER6,EL
14464,14552,7,ER6,EL
14464,51555,7,ER6,EL
23874,11503,7,ER4d,EPG
23874,15713,7,ER4d,EPG
23874,19825,7,ER4d,EPG
23874,520818,7,ER4d,EPG
23874,92188,7,ER4d,EPG
23874,556347,7,ER4d,EPG
23874,512514,7,ER4d,EPG
521813,20404,7,EPG,ER4d
521813,15409,7,EPG,Delta7
521813,523807,7,EPG,PEG
521812,19917,7,EPG,ER2_c
521812,524654,7,EPG,PFGs
521814,22084,7,PEN_a(PEN1),EL
521813,568155,7,EPG,Delta7
521812,14663,7,EPG,PFL1
521812,14482,7,EPG,ER4m
521814,29135,7,PEN_a(PEN1),PEN_b(PEN2)
106495,101011,7,FC2B,FC2C
106495,30329,7,FC2B,hDeltaM
97083,115624,7,PFNa,PFNa
97083,518607,7,PFNa,PFNa
97083,518608,7,PFNa,PFNa
97083,75598,7,PFNa,PFNa
97083,15967,7,PFNa,PFNa
97083,31499,7,PFNa,FC3_c
97083,63838,7,PFNa,FC1D
97083,67006,7,PFNa,FC1F
97083,52846,7,PFNa,PFNa
97083,82772,7,PFNa,PFNa
97083,74836,7,PFNa,PFNa
23859,38084,7,ER3a_d,ER3m
46764,526552,7,EL,ER3w_b
46764,512606,7,EL,ER3w_c
46764,524075,7,EL,ER2_d
46764,58834,7,EL,EL
46764,517059,7,EL,ER2_a
46764,50888,7,EL,ER2_c
46764,25203,7,EL,ER3w_c
46764,25501,7,EL,ER3w_b
46764,31684,7,EL,ER3d_a
46764,25494,7,EL,ER3d_e
46764,26843,7,EL,ER3w_b
46764,19737,7,EL,ER4d
46764,20678,7,EL,ER2_d
46764,20253,7,EL,ER2_a
520812,22461,7,EPG,ER4d
520812,28559,7,EPG,PFNv
520812,75598,7,EPG,PFNa
520812,12357,7,EPG,ER2_c
520812,14482,7,EPG,ER4m
520811,567101,7,PFL3,PFL3
45969,14871,7,PEG,EL
24879,12357,7,ER4d,ER2_c
24879,19569,7,ER4d,ER2_c
24879,512514,7,ER4d,EPG
24879,20883,7,ER4d,ER2_c
24879,19807,7,ER4d,ER2_c
24879,58834,7,ER4d,EL
24879,61590,7,ER4d,EL
46089,27043,7,ER3p_a,ER3w_c
46089,31681,7,ER3p_a,ER1_a
46089,524073,7,ER3p_a,EPG
46073,61590,7,EL,EL
46073,52832,7,EL,ER3m
46073,544496,7,EL,ER3a_c
46073,24076,7,EL,ER4d
46073,30592,7,EL,ER3d_b
46073,27850,7,EL,ER3w_b
46073,50007,7,EL,ER3p_a
46073,36730,7,EL,ER1_b
46073,46242,7,EL,ER3w_a
46073,47271,7,EL,ER3p_a
46073,19410,7,EL,ER4d
46073,19935,7,EL,ER2_c
46073,19569,7,EL,ER2_c
46073,21882,7,EL,ER2_a
46073,24549,7,EL,ER3w_c
46073,24093,7,EL,ER3w_a
46073,23874,7,EL,ER4d
46073,21179,7,EL,ER2_a
46073,20590,7,EL,ER2_a
46073,25709,7,EL,ER2_c
46073,34652,7,EL,ER1_b
46073,26136,7,EL,ER2_b
46073,25501,7,EL,ER3w_b
46073,23197,7,EL,ER4d
101125,45282,7,PFNm_a,PFNp_c
101125,50984,7,PFNm_a,PFNm_a
101125,74480,7,PFNm_a,FC2C
101125,77211,7,PFNm_a,PFNm_a
101125,118288,7,PFNm_a,PFNm_b
101125,57603,7,PFNm_a,FC2C
24549,131313,7,ER3w_c,EPG
24549,513464,7,ER3w_c,EPG
520818,46358,7,EPG,PFNv
520818,17454,7,EPG,PEN_a(PEN1)
520818,19410,7,EPG,ER4d
520818,515760,7,EPG,ER4m
520818,515294,7,EPG,Delta7
520818,514405,7,EPG,PEN_a(PEN1)
520818,526548,7,EPG,EL
520818,523806,7,EPG,PEG
46707,294178,7,ER3w_a,EL
46707,526548,7,ER3w_a,EL
46707,519328,7,ER3w_a,EPG
46707,513520,7,ER3w_a,EPG
46707,513033,7,ER3w_a,EPG
46707,47036,7,ER3w_a,ER3d_a
46707,46764,7,ER3w_a,EL
46707,25841,7,ER3w_a,ER3w_b
46707,21645,7,ER3w_a,ER2_a
46707,27770,7,ER3w_a,ER3w_b
46707,26673,7,ER3w_a,ER3w_b
46707,13217,7,ER3w_a,EPG
46707,14552,7,ER3w_a,EL
46707,20678,7,ER3w_a,ER2_d
46707,13985,7,ER3w_a,ER4m
45876,39538,7,FC2A,FC2A
45876,532704,7,FC2A,FC2A
24459,519941,7,ER4d,EPG
24459,16360,7,ER4d,EPG
24459,18733,7,ER4d,ER2_c
24459,20883,7,ER4d,ER2_c
24459,50888,7,ER4d,ER2_c
24459,61845,7,ER4d,EL
24459,512305,7,ER4d,EPG
24459,58834,7,ER4d,EL
14631,173055,7,PFNp_c,PFNm_a
14631,132898,7,PFNp_c,PFNp_c
14631,74366,7,PFNp_c,PFNp_c
101791,110439,7,PFNp_e,PFNp_c
101791,13490,7,PFNp_e,PFL2
46242,13217,7,ER3w_a,EPG
46242,14552,7,ER3w_a,EL
46242,13434,7,ER3w_a,ER4m
46242,61845,7,ER3w_a,EL
46242,58834,7,ER3w_a,EL
46242,46764,7,ER3w_a,EL
46242,513517,7,ER3w_a,EPG
46242,520581,7,ER3w_a,EPG
46242,519941,7,ER3w_a,EPG
46262,515675,7,ER3d_b,EPG
46262,14507,7,ER3d_b,EPG
46262,12449,7,ER3d_b,EPG
46262,16360,7,ER3d_b,EPG
46262,39503,7,ER3d_b,ER3p_a
46262,19825,7,ER3d_b,EPG
46262,517763,7,ER3d_b,EL
46262,519941,7,ER3d_b,EPG
46262,519328,7,ER3d_b,EPG
46262,14552,7,ER3d_b,EL
46262,521813,7,ER3d_b,EPG
46262,88342,7,ER3d_b,EPG
46262,61590,7,ER3d_b,EL
46262,520818,7,ER3d_b,EPG
24671,35912,7,hDeltaK,PFGs
24683,29493,7,PFNv,PFNv
24683,114050,7,PFNv,PFNa
24683,11512,7,PFNv,hDeltaB
46341,29713,7,ER3w_b,EL
46341,11307,7,ER3w_b,EPG
102209,90155,7,PFNa,FC1D
102209,92514,7,PFNa,FC1A
102209,145039,7,PFNa,PFNa
102209,118980,7,PFNa,PFNa
102209,529253,7,PFNa,FC3_c
102209,130007,7,PFNa,FC1B
102209,66205,7,PFNa,FC3_c
102209,536360,7,PFNa,PFNa
102209,67456,7,PFNa,FC1B
101898,54184,7,PFNa,FC1A
101898,56146,7,PFNa,FC1D
101898,544687,7,PFNa,PFNa
101898,64029,7,PFNa,PFNa
46590,47528,7,PFNd,PFNd
46590,53043,7,PFNd,PFNd
14727,16180,7,EPG,Delta7
14727,519347,7,EPG,ER4m
14727,514045,7,EPG,PEN_a(PEN1)
102689,27179,7,PFNv,PFNv
14663,76931,7,PFL1,PFL1
46209,56607,7,FC3_b,FC3_b
46209,532800,7,FC3_b,PFR_b
46209,16158,7,FC3_b,hDeltaH
46169,532704,7,FC2A,FC2A
11557,522853,7,PFL2,PFL2
14871,31121,7,EL,ER3a_c
14871,42264,7,EL,ER3d_e
14871,29711,7,EL,ER3a_b
14871,27348,7,EL,ER3m
14871,20653,7,EL,ER4d
14871,13999,7,EL,ER3w_c
14871,23874,7,EL,ER4d
14871,12357,7,EL,ER2_c
14871,13094,7,EL,ER4d
14871,10043,7,EL,ER5
14871,20678,7,EL,ER2_d
14871,524068,7,EL,ER3d_b
14871,49378,7,EL,ER3d_c
14871,46089,7,EL,ER3p_a
14871,51159,7,EL,EL
14871,51382,7,EL,ER3d_b
14871,63782,7,EL,ER3d_c
47464,131313,7,ER3d_d,EPG
47464,16360,7,ER3d_d,EPG
47464,34038,7,ER3d_d,ER3d_b
47369,111108,7,PFNv,PFNa
47369,23090,7,PFNv,hDeltaB
47348,140787,7,hDeltaJ,FC2B
47348,560327,7,hDeltaJ,FC2A
25194,111244,7,PFNa,FC1F
45398,60323,7,PFNa,FC1A
45398,52966,7,PFNa,FC3_a
45398,544687,7,PFNa,PFNa
45398,60586,7,PFNa,FC3_a
45398,35865,7,PFNa,PFNa
45398,77285,7,PFNa,PFNa
14552,25203,7,EL,ER3w_c
14552,23874,7,EL,ER4d
14552,25841,7,EL,ER3w_b
14552,30592,7,EL,ER3d_b
14552,15444,7,EL,ER2_d
10043,13217,7,ER5,EPG
10043,92188,7,ER5,EPG
10043,69454,7,ER5,ER3a_d
10043,19125,7,ER5,EPG
14552,524075,7,EL,ER2_d
14552,522745,7,EL,ER2_c
25194,81432,7,PFNa,PFNa
25194,98391,7,PFNa,PFNa
25194,101898,7,PFNa,PFNa
14552,46073,7,EL,EL
14552,61845,7,EL,EL
14552,523788,7,EL,ER3w_a
14552,527199,7,EL,ER3d_e
14552,514803,7,EL,ER2_b
25210,527475,7,hDeltaH,PFR_a
25203,524075,7,ER3w_c,ER2_d
25203,46341,7,ER3w_c,ER3w_b
25203,514803,7,ER3w_c,ER2_b
25203,520818,7,ER3w_c,EPG
25203,16360,7,ER3w_c,EPG
47619,62962,7,PFNa,FC3_b
47619,23630,7,PFNa,hDeltaC
47619,47194,7,PFNa,PFNa
47619,52647,7,PFNa,PFNa
47619,58073,7,PFNa,FC1D
47619,75651,7,PFNa,PFNa
47619,72390,7,PFNa,FC1E
47619,67019,7,PFNa,PFNa
521528,13094,7,ER5,ER4d
521534,513520,7,ER5,EPG
521534,11989,7,ER5,EPG
521534,29713,7,ER5,EL
521535,513463,7,ER5,EPG
45427,19791,7,EL,ER4d
45427,14482,7,EL,ER4m
45427,31681,7,EL,ER1_a
45427,37817,7,EL,ER3d_e
45427,47186,7,EL,ER3m
45427,44830,7,EL,ER3d_e
45427,514803,7,EL,ER2_b
45427,50007,7,EL,ER3p_a
45427,31263,7,EL,ER3d_b
45427,11933,7,EL,ER2_c
45427,13999,7,EL,ER3w_c
25184,513520,7,PEN_b(PEN2),EPG
25184,12358,7,PEN_b(PEN2),PEN_a(PEN1)
45427,517603,7,EL,ER3d_d
45427,512606,7,EL,ER3w_c
14806,524351,7,Delta7,PFR_a
14806,519140,7,Delta7,EPG
14806,515961,7,Delta7,Delta7
14806,515675,7,Delta7,EPG
14806,201797,7,Delta7,PFNp_d
14806,69064,7,Delta7,PFR_a
14806,18639,7,Delta7,Delta7
14806,16234,7,Delta7,Delta7
520581,18733,7,EPG,ER2_c
520581,20559,7,EPG,ER2_a
520581,115624,7,EPG,PFNa
520581,522992,7,EPG,PEG
520581,13985,7,EPG,ER4m
45789,518830,7,FC3_a,PFR_b
45789,22657,7,FC3_a,PFGs
45789,27926,7,FC3_a,hDeltaJ
14816,541755,7,Delta7,PFR_a
14816,203142,7,Delta7,PFNp_b
14816,567101,7,Delta7,PFL3
14816,62463,7,Delta7,PFNa
14816,60361,7,Delta7,PFNa
14816,107195,7,Delta7,EPG
14816,33298,7,Delta7,PFR_b
14816,16869,7,Delta7,Delta7
14816,17804,7,Delta7,Delta7
14816,17379,7,Delta7,Delta7
14816,15398,7,Delta7,Delta7
520579,18625,7,PFL1,PFL1
24382,527653,7,PEN_b(PEN2),ER4d
24382,515760,7,PEN_b(PEN2),ER4m
24382,19900,7,PEN_b(PEN2),ER2_c
24382,20883,7,PEN_b(PEN2),ER2_c
24382,25709,7,PEN_b(PEN2),ER2_c
24382,12357,7,PEN_b(PEN2),ER2_c
24382,20317,7,PEN_b(PEN2),ER2_c
24382,19917,7,PEN_b(PEN2),ER2_c
24387,28582,7,hDeltaF,hDeltaE
24387,60670,7,hDeltaF,FC2C
520575,58834,7,PEG,EL
520575,51555,7,PEG,EL
24387,39970,7,hDeltaF,hDeltaC
24387,52041,7,hDeltaF,PFGs
520573,522853,7,PFL2,PFL2
103482,56545,7,FC1F,FC3_b
103482,34802,7,FC1F,FC1B
103482,536354,7,FC1F,FC1C_b
103466,17000,7,FC2B,PFL3
45839,513517,7,ER3d_b,EPG
45839,512928,7,ER3d_b,EPG
45839,512305,7,ER3d_b,EPG
45839,46764,7,ER3d_b,EL
45839,521409,7,ER3d_b,EPG
45839,526548,7,ER3d_b,EL
45839,511778,7,ER3d_b,EL
45839,45427,7,ER3d_b,EL
45839,31541,7,ER3d_b,ER3d_d
47036,107195,7,ER3d_a,EPG
47036,131313,7,ER3d_a,EPG
47036,27246,7,ER3d_a,ER3d_d
47036,19825,7,ER3d_a,EPG
47036,11503,7,ER3d_a,EPG
47036,11307,7,ER3d_a,EPG
47271,513464,7,ER3p_a,EPG
47271,520818,7,ER3p_a,EPG
47271,294178,7,ER3p_a,EL
47271,57591,7,ER3p_a,EPGt
99942,18851,7,PFNp_a,PFL3
11673,522853,7,PFL2,PFL2
47186,23163,7,ER3m,ER3a_a
47186,10539,7,ER3m,EPG
47186,513284,7,ER3m,EPG
47186,523035,7,ER3m,ER3a_a
47186,521813,7,ER3m,EPG
47186,520818,7,ER3m,EPG
47194,53176,7,PFNa,PFNa
47194,55143,7,PFNa,hDeltaJ
47194,111108,7,PFNa,PFNa
47194,42392,7,PFNa,PFNa
47194,52846,7,PFNa,PFNa
521409,454614,7,EPG,ER4m
521409,19737,7,EPG,ER4d
521409,17402,7,EPG,ER4m
23080,51555,7,ER4d,EL
23080,61845,7,ER4d,EL
23080,21449,7,ER4d,ER2_c
23080,20605,7,ER4d,ER2_a
23080,517763,7,ER4d,EL
23080,519328,7,ER4d,EPG
23080,520581,7,ER4d,EPG
50694,513033,7,ER3w_b,EPG
23080,11987,7,ER4d,EPG
50694,88342,7,ER3w_b,EPG
50694,15713,7,ER3w_b,EPG
50694,14727,7,ER3w_b,EPG
92611,66479,7,FC1A,FC1C_a
92611,518521,7,FC1A,FC1D
92664,53352,7,FC1A,FC1D
92664,149160,7,FC1A,FC1C_a
92664,56106,7,FC1A,FC1E
92664,62443,7,FC1A,FC1F
15399,195150,7,Delta7,PFNp_e
15399,190073,7,Delta7,PFNp_b
15399,189949,7,Delta7,PFNp_a
15399,511842,7,Delta7,PFL2
15399,109806,7,Delta7,PFNm_b
15399,53796,7,Delta7,PFNp_c
15399,515675,7,Delta7,EPG
15409,522994,7,Delta7,Delta7
15409,519140,7,Delta7,EPG
15409,186592,7,Delta7,PFNp_a
15409,16412,7,Delta7,Delta7
15409,184227,7,Delta7,PFNp_b
15409,35461,7,Delta7,PFNd
23071,44256,7,hDeltaE,PFGs
518194,14507,7,PEN_b(PEN2),EPG
518194,18504,7,PEN_b(PEN2),PEN_a(PEN1)
518194,13434,7,PEN_b(PEN2),ER4m
518194,12358,7,PEN_b(PEN2),PEN_a(PEN1)
518194,19917,7,PEN_b(PEN2),ER2_c
518194,20317,7,PEN_b(PEN2),ER2_c
518194,20945,7,PEN_b(PEN2),ER2_c
518194,39413,7,PEN_b(PEN2),PEG
518194,25709,7,PEN_b(PEN2),ER2_c
518194,21449,7,PEN_b(PEN2),ER2_c
15398,434891,7,Delta7,Delta7
15398,146988,7,Delta7,PFNp_b
15398,116777,7,Delta7,PFNp_e
15398,191479,7,Delta7,PFNp_a
15398,35865,7,Delta7,PFNa
23097,14308,7,ER2_a,ER4m
23097,43683,7,ER2_a,ER3w_a
23097,47036,7,ER2_a,ER3d_a
23097,556347,7,ER2_a,EPG
23097,63782,7,ER2_a,ER3d_c
23097,12449,7,ER2_a,EPG
92330,123047,7,hDeltaI,hDeltaI
92188,46764,7,EPG,EL
92188,520812,7,EPG,EPG
92188,514042,7,EPG,ER2_b
92188,14308,7,EPG,ER4m
92188,51555,7,EPG,EL
92188,16234,7,EPG,Delta7
92188,19569,7,EPG,ER2_c
50905,64842,7,FC1E,FC1E
43212,46764,7,ER3d_a,EL
43212,519328,7,ER3d_a,EPG
43212,519941,7,ER3d_a,EPG
43212,521812,7,ER3d_a,EPG
50888,20980,7,ER2_c,ER4d
50888,61590,7,ER2_c,EL
50888,24122,7,ER2_c,ER4d
50888,34188,7,ER2_c,EL
50888,19791,7,ER2_c,ER4d
50888,16818,7,ER2_c,ER4d
50891,151820,7,FC3_a,FC1C_a
50808,107195,7,ER4d,EPG
50808,92188,7,ER4d,EPG
50808,51555,7,ER4d,EL
50808,14507,7,ER4d,EPG
50808,45427,7,ER4d,EL
11874,14509,7,EPG,Delta7
93186,148713,7,PFNp_c,PFNp_c
11874,527653,7,EPG,ER4d
11874,46073,7,EPG,EL
11874,22657,7,EPG,PFGs
11874,511844,7,EPG,PEG
26417,19569,7,PEN_b(PEN2),ER2_c
26417,50888,7,PEN_b(PEN2),ER2_c
26417,42736,7,PEN_b(PEN2),FC3_a
23197,50888,7,ER4d,ER2_c
23197,513284,7,ER4d,EPG
23197,16360,7,ER4d,EPG
23197,58834,7,ER4d,EL
23197,46073,7,ER4d,EL
50327,524596,7,hDeltaI,hDeltaA
50327,515232,7,hDeltaI,hDeltaI
50327,52041,7,hDeltaI,PFGs
518519,18625,7,FC1B,PFL1
518519,59806,7,FC1B,FC3_c
518519,53837,7,FC1B,FC3_a
518520,92611,7,FC1B,FC1A
518520,518704,7,FC1B,hDeltaC
518520,525224,7,FC1B,FC3_b
518520,519359,7,FC1B,FC3_b
518521,89657,7,FC1D,FC1C_a
518521,519350,7,FC1D,PFL1
518520,112940,7,FC1B,FC1E
518519,129790,7,FC1B,FC1F
518519,519354,7,FC1B,FC3_c
23231,24387,7,hDeltaC,hDeltaF
23231,68271,7,hDeltaC,FC2B
111244,524946,7,FC1F,hDeltaJ
111244,515966,7,FC1F,hDeltaH
111244,89657,7,FC1F,FC1C_a
111244,77911,7,FC1F,FC3_a
23159,520811,7,PFL3,PFL3
26439,23231,7,hDeltaF,hDeltaC
26439,17728,7,hDeltaF,hDeltaC
111108,82772,7,PFNa,PFNa
26439,69954,7,hDeltaF,hDeltaC
111108,65947,7,PFNa,FC1F
26443,16008,7,PEG,PEG
26443,51159,7,PEG,EL
26443,12449,7,PEG,EPG
26443,11987,7,PEG,EPG
51382,515675,7,ER3d_b,EPG
51382,19125,7,ER3d_b,EPG
51382,92188,7,ER3d_b,EPG
51382,513284,7,ER3d_b,EPG
51382,48318,7,ER3d_b,ER3d_c
11933,61845,7,ER2_c,EL
11933,23097,7,ER2_c,ER2_a
11933,23197,7,ER2_c,ER4d
11933,14482,7,ER2_c,ER4m
11933,14871,7,ER2_c,EL
11933,19410,7,ER2_c,ER4d
26843,521813,7,ER3w_b,EPG
26843,523788,7,ER3w_b,ER3w_a
22838,23779,7,hDeltaH,PFGs
22838,137299,7,hDeltaH,FC2A
22835,108415,7,PFNd,hDeltaJ
22835,25210,7,PFNd,hDeltaH
51365,43161,7,PFNp_c,hDeltaC
26841,19169,7,ER3a_a,ER3m
51365,83478,7,PFNp_c,PFNp_c
51365,112250,7,PFNp_c,PFNp_c
51365,45282,7,PFNp_c,PFNp_c
51365,41277,7,PFNp_c,hDeltaJ
51365,518779,7,PFNp_c,hDeltaC
517603,512305,7,ER3d_d,EPG
517603,520581,7,ER3d_d,EPG
517602,520812,7,ER3p_a,EPG
517603,512608,7,ER3d_d,ER3d_b
517603,29177,7,ER3d_d,ER3d_b
517603,27269,7,ER3d_d,ER3d_c
517602,514126,7,ER3p_a,EPG
517602,511778,7,ER3p_a,EL
517602,513517,7,ER3p_a,EPG
11307,55527,7,EPG,PEN_b(PEN2)
11307,519347,7,EPG,ER4m
11307,14816,7,EPG,Delta7
11307,16234,7,EPG,Delta7
11307,19825,7,EPG,EPG
11307,20678,7,EPG,ER2_d
11307,70894,7,EPG,PFNa
11307,64541,7,EPG,PFNa
11307,14482,7,EPG,ER4m
26798,32315,7,ER1_a,ER1_a
26798,521409,7,ER1_a,EPG
26798,51159,7,ER1_a,EL
26798,72491,7,ER1_a,ER1_c
26798,42509,7,ER1_a,ER1_a
26798,46073,7,ER1_a,EL
26798,18504,7,ER1_a,PEN_a(PEN1)
42975,126061,7,hDeltaA,hDeltaI
42835,42750,7,PFNd,PFNd
42835,46590,7,PFNd,PFNd
42835,533434,7,PFNd,hDeltaJ
42835,524876,7,PFNd,hDeltaB
51509,69541,7,PFNp_c,PFNm_a
42835,53043,7,PFNd,PFNd
91004,103466,7,hDeltaJ,FC2B
91004,43161,7,hDeltaJ,hDeltaC
51509,114426,7,PFNp_c,PFNm_b
