body_pre,body_post,weight
10041,518375,4
10041,14881,4
10041,25939,4
10041,23601,4
10050,21519,4
18422,143120,4
47850,161153,4
47850,11752,4
520146,520435,4
25318,66934,4
25318,519616,4
521637,10187,4
14521,555342,4
25371,528100,4
25371,149869,4
25371,32865,4
18436,533727,4
18436,128552,4
10011,513284,4
10011,513463,4
170829,577933,4
10011,568155,4
10011,521813,4
10011,522994,4
10011,519941,4
10011,26417,4
67006,10187,4
10011,18639,4
10011,17143,4
10011,15713,4
10011,16412,4
10011,15398,4
10011,16476,4
10011,15837,4
10011,15851,4
10011,17379,4
10011,11874,4
10011,14816,4
66695,161153,4
66695,174672,4
11618,23473,4
11618,105436,4
11618,12763,4
11618,12311,4
11618,518644,4
11618,536208,4
46358,287884,4
34900,287884,4
14705,71081,4
14705,27422,4
14705,84305,4
14705,215284,4
520575,12091,4
520573,10041,4
10080,44903,4
95025,10187,4
108860,11734,4
26065,178101,4
26065,74743,4
26065,69722,4
26065,162050,4
95523,34011,4
10072,11989,4
10072,15616,4
10072,11987,4
10072,17143,4
10072,16412,4
10072,15851,4
10072,15904,4
10072,16476,4
10072,15837,4
10072,19125,4
10072,18779,4
10072,520812,4
10072,523786,4
10072,568155,4
10072,514126,4
10072,512513,4
10072,517417,4
10072,526388,4
522974,10603,4
522992,12091,4
518830,10168,4
518830,91391,4
161641,21145,4
109752,12902,4
68834,21145,4
14464,12091,4
11752,19266,4
178668,515048,4
18113,287884,4
18113,10187,4
25509,10187,4
25554,287884,4
48421,117782,4
68039,10187,4
519616,529018,4
519616,526637,4
519616,170829,4
519616,100586,4
519616,18113,4
519616,13316,4
519616,14677,4
519616,38182,4
536208,10187,4
536208,14182,4
25773,287884,4
107521,287884,4
18065,12542,4
18548,98136,4
38835,139378,4
17421,10537,4
17421,518220,4
79549,10041,4
10278,520468,4
529808,24399,4
529808,513217,4
131124,10072,4
78549,287884,4
78549,10187,4
530449,196622,4
58730,91391,4
30313,287884,4
12311,152044,4
57384,10187,4
29537,10187,4
553201,133953,4
529129,14225,4
128552,10072,4
19478,34392,4
19478,520817,4
12674,553201,4
532800,91391,4
529707,514043,4
512716,11227,4
57587,287884,4
529516,25318,4
529516,15929,4
12542,112156,4
12542,529129,4
60086,287884,4
532124,287884,4
287884,35322,4
287884,38334,4
287884,34226,4
287884,34203,4
287884,35794,4
287884,41743,4
287884,42975,4
287884,38526,4
287884,26913,4
287884,25554,4
287884,25713,4
287884,31756,4
287884,28286,4
287884,28364,4
287884,27460,4
287884,30968,4
287884,29261,4
287884,63261,4
287884,62193,4
287884,57252,4
287884,56382,4
287884,57587,4
287884,57625,4
287884,59288,4
287884,70329,4
287884,67250,4
287884,70716,4
287884,48558,4
287884,48335,4
287884,56830,4
287884,47136,4
287884,51458,4
287884,45789,4
287884,46571,4
287884,46383,4
287884,53755,4
287884,12763,4
287884,13031,4
287884,14120,4
287884,13892,4
287884,10744,4
287884,17000,4
287884,17738,4
287884,17749,4
287884,22835,4
287884,22083,4
287884,20997,4
287884,18851,4
287884,19974,4
287884,20331,4
287884,14729,4
287884,15924,4
31499,287884,4
287884,139382,4
287884,141939,4
287884,149966,4
287884,120165,4
287884,116200,4
287884,115704,4
287884,113489,4
287884,114213,4
287884,129936,4
287884,124027,4
287884,512179,4
287884,513703,4
287884,512716,4
287884,173725,4
287884,77311,4
287884,75789,4
287884,82884,4
287884,96384,4
287884,99820,4
287884,98874,4
287884,110756,4
287884,109866,4
287884,91633,4
287884,97590,4
287884,96115,4
287884,88795,4
287884,89191,4
287884,556502,4
287884,521646,4
287884,520338,4
287884,520579,4
287884,520811,4
287884,517418,4
287884,518830,4
287884,533434,4
287884,533223,4
287884,536208,4
287884,549729,4
287884,540382,4
287884,539227,4
287884,530071,4
287884,526639,4
287884,526637,4
10799,518220,4
13428,517548,4
13428,581422,4
13428,14677,4
13428,58243,4
13428,79273,4
13428,91507,4
13428,140558,4
13428,119860,4
13428,25763,4
13428,19460,4
13428,19266,4
13428,23812,4
13428,26665,4
10799,15674,4
10799,11497,4
17155,13418,4
59108,287884,4
13559,10187,4
19651,51759,4
61398,139378,4
61553,287884,4
16908,10187,4
511846,10187,4
30541,287884,4
10185,14881,4
10185,18156,4
10185,43756,4
10185,38706,4
54283,10187,4
10187,29674,4
10187,28364,4
10187,30968,4
10187,31022,4
10187,31911,4
10187,24821,4
10187,23159,4
10187,23643,4
10187,26665,4
10187,26439,4
10187,41554,4
10187,39970,4
10187,42231,4
10187,37751,4
10187,32451,4
10187,36059,4
10187,36205,4
10187,34226,4
10187,14677,4
10187,12674,4
10187,11994,4
10187,12506,4
10187,18670,4
10187,17801,4
10187,16430,4
10187,16214,4
10187,17780,4
10187,16800,4
85527,152428,4
54184,10187,4
514997,10041,4
40768,10072,4
150034,539328,4
150034,87610,4
71718,10187,4
16180,10072,4
32805,287884,4
10187,78549,4
10187,80415,4
10187,82884,4
10187,81247,4
10187,73908,4
10187,69684,4
10187,77911,4
10187,75789,4
10187,94152,4
10187,101212,4
10187,101552,4
10187,96384,4
10187,108643,4
10187,87815,4
10187,88014,4
10187,84873,4
10187,92683,4
10187,90574,4
10187,56607,4
10187,54642,4
10187,54283,4
10187,54911,4
10187,57625,4
10187,59108,4
10187,58146,4
10187,56542,4
10187,48524,4
10187,50687,4
10187,52966,4
10187,52649,4
10187,52191,4
10187,51458,4
10187,52253,4
10187,52304,4
10187,63324,4
10187,71042,4
10187,69064,4
10187,59994,4
10187,57934,4
10187,59429,4
10187,59434,4
10187,63179,4
10187,62193,4
10187,515221,4
10187,515233,4
10187,511847,4
10187,513217,4
10187,517012,4
10187,515702,4
10187,513376,4
10187,220958,4
10187,512041,4
10187,536355,4
10187,567101,4
10187,520573,4
10187,520579,4
10187,520435,4
10187,524596,4
10187,530449,4
10187,125369,4
10187,123047,4
10187,128825,4
10187,131748,4
10187,114392,4
10187,110756,4
10187,121794,4
10187,122745,4
10187,114009,4
10187,118715,4
10187,118375,4
10187,160441,4
10187,160024,4
10187,140877,4
10187,137597,4
13902,287884,4
514689,17155,4
36227,10187,4
524655,91391,4
10652,512717,4
17738,287884,4
41544,90902,4
41544,86156,4
194655,515048,4
11197,287884,4
12055,522973,4
12055,37058,4
12055,11874,4
12055,11886,4
12055,20925,4
12091,514044,4
12091,44903,4
12091,97512,4
12091,14507,4
10175,10568,4
10175,13559,4
515221,137595,4
515232,10187,4
533946,170450,4
515193,10187,4
10175,72430,4
10168,12083,4
10168,23846,4
10168,108860,4
10168,121031,4
10168,581422,4
41385,21145,4
12248,142528,4
513354,54597,4
513354,35293,4
513354,11497,4
527048,206851,4
72430,10187,4
17552,553201,4
56799,150034,4
19373,14182,4
10997,520817,4
10997,20925,4
56607,287884,4
32451,287884,4
513217,287884,4
12706,10187,4
55161,11618,4
55161,174672,4
55161,196030,4
84305,287884,4
526638,143120,4
21345,10187,4
11618,549582,3
11618,525066,3
11618,115546,3
11618,113588,3
11618,101052,3
11618,119860,3
11618,75614,3
11618,82261,3
11618,55953,3
11618,46008,3
11618,26666,3
11618,28286,3
11618,14420,3
11618,14434,3
24821,10187,3
24821,287884,3
102689,287884,3
103482,287884,3
25045,196622,3
104220,138585,3
104713,513376,3
25210,10187,3
25318,178101,3
25318,175459,3
25318,161153,3
98544,138585,3
98544,91391,3
105365,513376,3
25371,115617,3
25371,512326,3
25549,10110,3
106495,13428,3
11752,26065,3
11752,21700,3
23779,287884,3
23779,10187,3
25763,10187,3
23630,287884,3
23601,287884,3
11428,35267,3
11428,32699,3
11428,30773,3
26065,287884,3
94433,139378,3
94100,10187,3
93886,515048,3
26287,10168,3
26287,152044,3
26287,157767,3
26287,287884,3
26287,524069,3
23281,10187,3
26439,287884,3
111244,287884,3
92611,10187,3
11340,523553,3
11327,25763,3
22982,26798,3
112530,287884,3
11921,139382,3
11921,521584,3
90896,13428,3
27109,287884,3
27210,287884,3
115546,10187,3
115674,553201,3
11227,29111,3
11227,28346,3
27422,10187,3
88795,287884,3
27460,287884,3
22302,287884,3
22291,200973,3
22291,29565,3
27655,287884,3
117521,10187,3
27736,10187,3
12055,11307,3
12055,15458,3
12055,13217,3
12055,23800,3
12055,100809,3
118318,11900,3
22086,287884,3
22086,10187,3
27926,10187,3
12083,10187,3
12091,11326,3
12091,11255,3
12091,520581,3
12091,520812,3
12091,523786,3
21911,287884,3
28146,10187,3
28254,10187,3
28258,10187,3
85527,91391,3
28364,287884,3
21700,65886,3
21700,39617,3
21671,523775,3
21671,72491,3
125114,11327,3
29152,10187,3
21231,13142,3
21204,10187,3
126963,287884,3
11005,518220,3
11005,36423,3
10997,512716,3
10997,36423,3
10997,18156,3
10997,17061,3
10997,10568,3
29493,10187,3
29537,287884,3
29582,529512,3
12301,12333,3
20925,10080,3
12311,178487,3
29701,10187,3
10969,10110,3
129563,56350,3
80453,10187,3
12333,12902,3
129936,287884,3
130007,287884,3
131313,10041,3
131748,138585,3
30313,10187,3
78331,287884,3
30541,10187,3
134118,518137,3
77911,287884,3
568155,10011,3
77090,287884,3
136113,10187,3
136159,287884,3
567101,10041,3
12506,162050,3
30927,10187,3
20049,12106,3
12542,12674,3
12542,15929,3
12542,25371,3
12542,46571,3
12542,116185,3
12542,117040,3
75688,287884,3
75688,10187,3
75558,287884,3
10799,513217,3
10799,17061,3
10799,12706,3
140787,10187,3
31656,287884,3
74669,512326,3
19700,10187,3
31786,10175,3
19651,39879,3
19651,37710,3
74349,287884,3
19478,12506,3
19478,10969,3
12674,150034,3
19460,174672,3
19460,161153,3
19460,10187,3
146190,14182,3
553201,161080,3
553201,115674,3
553201,178552,3
553201,32432,3
553201,19825,3
12706,10041,3
12706,10050,3
12706,10735,3
12706,287884,3
19266,174672,3
19238,516044,3
72133,287884,3
72133,10187,3
549582,10187,3
150034,22657,3
150034,56905,3
150034,63838,3
150034,164791,3
71769,113001,3
71769,86156,3
10677,20925,3
19090,71991,3
152776,553201,3
33293,287884,3
33298,10175,3
33307,287884,3
18899,224205,3
33356,12902,3
33382,13428,3
12858,14881,3
12858,515463,3
156005,287884,3
156453,21145,3
69954,10187,3
69923,10187,3
156955,152385,3
157838,14182,3
157838,259089,3
543506,10011,3
158252,14182,3
69515,287884,3
12902,10744,3
12902,23601,3
12902,31911,3
158691,515048,3
12902,43756,3
12902,48421,3
12902,512041,3
12902,520338,3
159201,83852,3
10603,523776,3
18670,15310,3
18666,10187,3
34011,287884,3
18586,10187,3
68502,12902,3
68387,10072,3
163640,21145,3
68268,519616,3
164104,66934,3
34226,287884,3
164170,544359,3
165152,12902,3
10555,12706,3
18436,514044,3
18436,123377,3
18436,32338,3
18422,17155,3
10545,11053,3
67456,10187,3
169145,21145,3
169226,515048,3
67250,287884,3
13033,10187,3
170829,11752,3
170829,147184,3
171879,515048,3
171935,21145,3
66864,515048,3
34909,287884,3
66750,553201,3
66718,14225,3
66695,523382,3
66695,119499,3
66695,11618,3
18221,287884,3
18221,10187,3
174319,190297,3
66418,10187,3
175459,15325,3
18065,180403,3
18065,36624,3
18065,28434,3
536208,529512,3
536208,287884,3
65579,10187,3
10479,38706,3
10479,23325,3
535098,287884,3
17874,287884,3
535053,17155,3
535053,14225,3
64684,287884,3
64416,287884,3
17820,10187,3
17816,10187,3
534561,287884,3
534560,287884,3
533946,17155,3
533943,149869,3
533943,143120,3
63635,287884,3
63635,10187,3
63612,287884,3
62821,287884,3
17552,142528,3
17552,28434,3
13312,28468,3
13312,153928,3
62262,287884,3
218843,16315,3
17480,287884,3
62193,10187,3
226452,12506,3
61731,287884,3
61731,10187,3
235972,544359,3
61398,206851,3
61278,287884,3
249693,10168,3
13418,21145,3
13418,544359,3
13428,12221,3
13428,13559,3
13428,16430,3
13428,12763,3
13428,26718,3
13428,47850,3
13428,43909,3
13428,61871,3
13428,68268,3
13428,90896,3
13428,100586,3
13428,105775,3
13428,106593,3
13428,518644,3
13428,520727,3
13428,520582,3
13428,549582,3
13428,539227,3
60586,10187,3
287884,12083,3
287884,14420,3
287884,13914,3
287884,14663,3
287884,16292,3
287884,17759,3
287884,17290,3
287884,17801,3
287884,19367,3
287884,19460,3
287884,19269,3
287884,19337,3
287884,21018,3
287884,23083,3
287884,22521,3
287884,22700,3
287884,24821,3
287884,25024,3
287884,23643,3
287884,24963,3
287884,26739,3
287884,27119,3
287884,27618,3
287884,27326,3
37710,10072,3
287884,28418,3
287884,27213,3
287884,30234,3
287884,30225,3
287884,29648,3
287884,30405,3
287884,31073,3
287884,31860,3
287884,32055,3
287884,33298,3
287884,32805,3
287884,33356,3
287884,36470,3
287884,43127,3
287884,44004,3
287884,47348,3
287884,48713,3
287884,47996,3
287884,49053,3
287884,50461,3
287884,53467,3
287884,53043,3
287884,56466,3
287884,58335,3
287884,58561,3
287884,59429,3
287884,59806,3
287884,58244,3
287884,63652,3
287884,63612,3
287884,63324,3
287884,66561,3
287884,65047,3
287884,67717,3
287884,67361,3
287884,67047,3
287884,68121,3
287884,69515,3
287884,69704,3
287884,71042,3
287884,71959,3
287884,68917,3
287884,71363,3
287884,72145,3
287884,75669,3
287884,74988,3
287884,73853,3
287884,79839,3
287884,79549,3
287884,80415,3
287884,78549,3
287884,81417,3
287884,79615,3
287884,82293,3
287884,80474,3
287884,85234,3
287884,83388,3
287884,83473,3
287884,84305,3
287884,85527,3
287884,88578,3
287884,89937,3
287884,90497,3
287884,94433,3
287884,92611,3
287884,99299,3
287884,106555,3
287884,113840,3
287884,121377,3
287884,120798,3
287884,130557,3
287884,136113,3
287884,134322,3
287884,133002,3
287884,133601,3
287884,128694,3
287884,138592,3
287884,137777,3
287884,147665,3
287884,140787,3
287884,142911,3
287884,140134,3
287884,149740,3
287884,154212,3
287884,148749,3
287884,158562,3
287884,160427,3
287884,151777,3
287884,151050,3
287884,160441,3
287884,174350,3
287884,173565,3
287884,172666,3
287884,169145,3
287884,169985,3
287884,170246,3
287884,168400,3
287884,215284,3
287884,511847,3
287884,512305,3
287884,512042,3
287884,513266,3
287884,515234,3
287884,515959,3
287884,518375,3
287884,518520,3
287884,520812,3
287884,520437,3
287884,519351,3
287884,521975,3
287884,522790,3
287884,521634,3
287884,524795,3
287884,524596,3
287884,522972,3
287884,527475,3
287884,524655,3
287884,543404,3
287884,541755,3
287884,535053,3
287884,550577,3
287884,539328,3
287884,536441,3
287884,556700,3
60474,10187,3
60365,11900,3
17155,106414,3
17155,113565,3
17155,101515,3
17155,51891,3
17155,46571,3
60215,287884,3
59275,10187,3
59108,10110,3
16908,14182,3
511847,10187,3
512042,287884,3
58565,10187,3
58335,10187,3
38835,196622,3
512305,10072,3
512326,118960,3
10278,555342,3
10278,523775,3
10278,59425,3
10278,12706,3
10278,12333,3
10278,10568,3
529808,12506,3
57935,206851,3
529707,94487,3
529707,148515,3
529707,121578,3
529707,97512,3
529707,59425,3
529707,32338,3
39091,152044,3
57587,10187,3
529512,29582,3
57384,10110,3
529419,518220,3
529419,523775,3
57278,184778,3
529129,529512,3
529129,200973,3
529128,32865,3
529128,12542,3
529127,515048,3
529127,11900,3
16540,10072,3
56830,287884,3
56799,287884,3
934913,515048,3
56567,152385,3
513354,43040,3
513354,39095,3
513354,32805,3
513376,14182,3
16430,519616,3
16430,512326,3
513463,10011,3
513463,12091,3
513518,10187,3
527048,14182,3
40037,10187,3
513702,287884,3
513703,10187,3
16303,10187,3
55508,10187,3
514043,10011,3
514044,10072,3
16214,91391,3
16214,10175,3
55049,287884,3
54907,287884,3
54776,10187,3
13892,111665,3
16110,10072,3
514689,11327,3
10187,556700,3
10187,556346,3
10187,549582,3
10187,539675,3
10187,533123,3
10187,530445,3
10187,530880,3
10187,526639,3
10187,525063,3
10187,523036,3
10187,524945,3
10187,522855,3
10187,522790,3
10187,513266,3
10187,518520,3
10187,518375,3
10187,515130,3
10187,512042,3
10187,270968,3
10187,180020,3
10187,180207,3
10187,158691,3
10187,156453,3
10187,152687,3
10187,145195,3
10187,140134,3
10187,140558,3
10187,136159,3
10187,127422,3
10187,121377,3
10187,115521,3
10187,115704,3
10187,113924,3
10187,113588,3
10187,106555,3
10187,108478,3
10187,99299,3
10187,95025,3
10187,99028,3
10187,92330,3
10187,88378,3
10187,84217,3
10187,81910,3
10187,80750,3
10187,79839,3
10187,81527,3
10187,80453,3
10187,79549,3
10187,76506,3
10187,75781,3
10187,76412,3
10187,74349,3
10187,75141,3
10187,71302,3
10187,72892,3
10187,72957,3
10187,70713,3
10187,72133,3
10187,68121,3
10187,67361,3
10187,64416,3
10187,61278,3
10187,61871,3
10187,58565,3
10187,61704,3
10187,58322,3
10187,56726,3
10187,56545,3
10187,58243,3
10187,59275,3
10187,58730,3
10187,55538,3
10187,55630,3
10187,55789,3
10187,56466,3
10187,54443,3
10187,52798,3
10187,50327,3
10187,48583,3
10187,48713,3
10187,48335,3
10187,48558,3
10187,46369,3
10187,47528,3
10187,43127,3
10187,43040,3
10187,42736,3
10187,40768,3
10187,35738,3
10187,35794,3
10187,32805,3
10187,35277,3
10187,34203,3
10187,35322,3
10187,33919,3
10187,30190,3
10187,31336,3
10187,32055,3
10187,30313,3
10187,29152,3
10187,28286,3
10187,27736,3
10187,26316,3
10187,27655,3
10187,27425,3
10187,24963,3
10187,24291,3
10187,26065,3
10187,27106,3
10187,26913,3
10187,25137,3
10187,23812,3
10187,23083,3
10187,21345,3
10187,23180,3
10187,20792,3
10187,19715,3
10187,18803,3
10187,19460,3
10187,18327,3
10187,18851,3
10187,17000,3
10187,17480,3
10187,15924,3
10187,14663,3
10187,14727,3
10187,12763,3
10187,12106,3
10187,11557,3
10187,11786,3
10187,11340,3
525393,152044,3
525393,86156,3
525393,10187,3
10185,581422,3
10185,520468,3
10185,26065,3
10185,23601,3
10185,12083,3
54184,287884,3
525066,287884,3
525066,10187,3
53991,143120,3
10175,521584,3
10175,520435,3
10175,517548,3
10175,113588,3
10175,106593,3
10175,78331,3
10175,48335,3
10175,48421,3
10175,34909,3
10175,33298,3
10175,23846,3
10175,23601,3
10175,18982,3
10175,14434,3
10175,13142,3
10175,12221,3
515221,13428,3
53837,287884,3
515463,10187,3
10168,533103,3
10168,532124,3
10168,520435,3
10168,521584,3
10168,517548,3
10168,512041,3
10168,171575,3
10168,105436,3
10168,79273,3
10168,79615,3
10168,67241,3
10168,66695,3
10168,55953,3
10168,35293,3
10168,31681,3
10168,23601,3
10168,18982,3
10168,17749,3
10168,17061,3
10168,15888,3
10168,13033,3
15929,519616,3
15929,48113,3
41544,10187,3
53467,10187,3
524654,10187,3
524503,533727,3
15839,10072,3
516110,12055,3
52728,10187,3
15768,287884,3
52649,287884,3
52304,10187,3
52253,198758,3
516663,12902,3
15654,10072,3
52027,10187,3
51891,11900,3
517012,528100,3
517012,518072,3
10120,41544,3
10120,12311,3
42734,10072,3
42739,287884,3
42835,287884,3
14182,28364,3
14182,536208,3
517512,10041,3
10110,556502,3
10110,522991,3
10110,520468,3
10110,520573,3
10110,515193,3
10110,511842,3
10110,513034,3
10110,115546,3
10110,69064,3
10110,59846,3
10110,53755,3
10110,43881,3
10110,27119,3
10110,25549,3
10110,19443,3
10110,17016,3
10110,13490,3
10110,12706,3
10110,11557,3
43040,287884,3
14212,139590,3
14212,131734,3
14212,535042,3
15458,10852,3
43161,10187,3
14222,29565,3
14222,544359,3
15409,10011,3
518519,287884,3
518521,287884,3
15344,45730,3
15344,37710,3
15344,32393,3
15344,11255,3
15325,53285,3
15325,13428,3
518604,126900,3
518644,10187,3
518704,10187,3
15310,539227,3
15310,532800,3
15310,524795,3
15310,42793,3
15310,44903,3
15310,68268,3
15310,43756,3
15310,27119,3
15310,34900,3
15310,25328,3
15310,23601,3
15310,17061,3
15310,12221,3
518779,10187,3
518779,287884,3
522972,523553,3
49839,287884,3
519140,10011,3
522853,10110,3
15210,10041,3
519328,10072,3
519354,10187,3
519359,287884,3
10072,521813,3
10072,519140,3
10072,514045,3
10072,514405,3
10072,515961,3
10072,519941,3
10072,512928,3
10072,434891,3
10072,107195,3
10072,88342,3
10072,77360,3
10072,54776,3
10072,35324,3
10072,27296,3
10072,19825,3
10072,17753,3
10072,16540,3
10072,17379,3
10072,16180,3
10072,15399,3
10072,11503,3
10072,12358,3
10072,10539,3
519508,215931,3
519616,13058,3
519616,15325,3
519616,17061,3
519616,17749,3
519616,17763,3
519616,25529,3
519616,37003,3
519616,47546,3
519616,72892,3
519616,94528,3
519616,103306,3
519616,115521,3
519616,118318,3
519616,133601,3
519616,220958,3
519616,533946,3
519616,561332,3
48642,10187,3
521975,14705,3
519947,11053,3
519947,513217,3
519947,520435,3
14975,287884,3
14509,10072,3
10050,519349,3
10050,44903,3
14521,94487,3
14521,128552,3
14521,121578,3
14521,514043,3
47850,11618,3
521644,10187,3
14540,14225,3
45343,12902,3
520338,287884,3
10041,531755,3
10041,518378,3
10041,513518,3
10041,513266,3
10041,514997,3
10041,105904,3
10041,79549,3
10041,59846,3
10041,49288,3
10041,43866,3
10041,39984,3
10041,45024,3
10041,23159,3
10041,17000,3
10041,17290,3
10041,16360,3
10041,15458,3
10041,14729,3
10041,10744,3
520468,10278,3
520468,10185,3
45789,10187,3
45789,287884,3
14729,10110,3
10011,519332,3
10011,517763,3
10011,517417,3
10011,514045,3
10011,513033,3
10011,107195,3
10011,100809,3
10011,41849,3
10011,31756,3
10011,18823,3
10011,16360,3
10011,15654,3
46571,544359,3
46571,547260,3
46209,10187,3
14705,533103,3
14705,523775,3
14705,126393,3
14705,97590,3
14705,68917,3
14705,72430,3
14705,55523,3
14705,56327,3
14705,58552,3
14705,35129,3
14705,29582,3
14705,29537,3
14705,28364,3
14705,20331,3
14705,14420,3
14705,12106,3
14705,10568,3
46369,12542,3
14703,32865,2
14705,16973,2
14705,22343,2
14705,21053,2
14705,25530,2
14705,33919,2
14705,32571,2
14705,37540,2
14705,73758,2
14705,56628,2
14705,75614,2
14705,114213,2
14705,514689,2
14705,522790,2
14663,10168,2
14727,10011,2
520817,12055,2
520811,10041,2
14806,10072,2
520582,287884,2
520582,10187,2
520581,10041,2
520468,10187,2
520468,10050,2
520338,10187,2
521584,10175,2
521584,11618,2
521584,11752,2
521584,13428,2
521584,11900,2
521584,48113,2
14540,10187,2
520182,13862,2
521646,287884,2
520146,13559,2
14521,258715,2
14521,131124,2
14521,514997,2
519947,34392,2
519947,24399,2
519947,12506,2
519947,12844,2
519940,513217,2
519940,536057,2
521813,10011,2
15042,36423,2
521975,192245,2
519616,520582,2
519616,512717,2
519616,264828,2
519616,91507,2
519616,90896,2
519616,77311,2
519616,61871,2
519616,68672,2
519616,69343,2
519616,65047,2
519616,42037,2
519616,46636,2
519616,43756,2
519616,39465,2
519616,35450,2
519616,31860,2
519616,25713,2
519616,15929,2
519616,10396,2
14420,287884,2
519508,17155,2
519354,287884,2
519331,10072,2
519328,12055,2
522790,164279,2
522855,146058,2
519140,12055,2
522972,10185,2
522972,10110,2
522972,287884,2
522974,10204,2
522974,513354,2
522993,287884,2
518830,15310,2
15310,10099,2
15310,10969,2
15310,10744,2
15310,12083,2
15310,12359,2
15310,15325,2
15310,17016,2
15310,21700,2
15310,23846,2
15310,31786,2
15310,31911,2
15310,33598,2
15310,33552,2
15310,45024,2
15310,61553,2
15310,59108,2
15310,105775,2
15310,100304,2
15310,87121,2
15310,115546,2
15310,512179,2
15310,533103,2
518604,138585,2
15325,74743,2
15325,519616,2
15344,19011,2
15344,39879,2
15344,49627,2
518520,10187,2
523382,26065,2
523382,16908,2
523553,12506,2
523578,512326,2
14225,113565,2
14225,68917,2
14222,553201,2
14222,224205,2
14212,565465,2
14212,517013,2
14212,252044,2
14212,160026,2
14212,162496,2
14212,125443,2
14212,114624,2
14212,106180,2
14212,62732,2
14212,53675,2
14212,28421,2
14212,28468,2
14212,27698,2
15487,55508,2
517512,10110,2
517418,10187,2
517417,10072,2
517417,10011,2
14182,55161,2
14182,15888,2
523786,10072,2
517013,14212,2
517012,32865,2
517012,17155,2
523942,524067,2
15654,10011,2
15693,114624,2
15693,219656,2
524351,287884,2
515963,287884,2
515963,10187,2
515959,287884,2
515933,10110,2
524503,42515,2
524503,39879,2
524503,50952,2
15851,10011,2
15888,11618,2
524655,126900,2
15919,10187,2
15924,15310,2
15924,86431,2
15929,117782,2
15929,175459,2
515464,10187,2
524876,287884,2
515298,287884,2
515295,287884,2
515294,10072,2
515221,139378,2
515221,10185,2
525061,10187,2
525061,287884,2
525063,10187,2
515048,529018,2
515048,31860,2
515048,25318,2
514997,18436,2
525364,287884,2
525393,47196,2
514690,10187,2
514690,13428,2
525448,11560,2
525448,152385,2
525448,325731,2
13892,196622,2
13892,12902,2
16214,10187,2
16214,15310,2
526085,10187,2
526085,11327,2
514126,12091,2
526285,11327,2
526285,12542,2
16292,10187,2
526638,287884,2
526639,10187,2
526639,66934,2
526639,287884,2
526934,10187,2
513662,10187,2
527048,196622,2
513518,287884,2
513518,10110,2
513517,10072,2
16412,10011,2
16430,10187,2
16430,529516,2
513376,157134,2
513376,11618,2
513354,536057,2
513354,15674,2
513354,30541,2
513354,31121,2
513354,26798,2
513354,17480,2
513354,12706,2
513354,11745,2
513354,11255,2
527475,287884,2
16476,10072,2
513217,519947,2
513217,529808,2
529128,143120,2
529128,170450,2
529128,520403,2
529129,12542,2
529129,224205,2
16553,10072,2
529318,10072,2
529419,10537,2
512717,287884,2
512717,10187,2
512716,170450,2
512716,12542,2
529512,12311,2
529512,24051,2
529512,21053,2
529512,514689,2
529516,47850,2
529516,520468,2
512514,10011,2
13650,287884,2
529707,131124,2
529707,555342,2
512362,10187,2
529808,11053,2
529808,12104,2
529808,13058,2
529808,35588,2
529808,37105,2
529808,97523,2
529808,98136,2
529808,512717,2
512326,533946,2
512326,264828,2
512319,90678,2
512179,10187,2
512042,10187,2
512041,10187,2
530449,139280,2
511847,287884,2
511846,287884,2
511842,10041,2
16908,13428,2
530880,139378,2
530880,206851,2
17000,10041,2
17016,10187,2
13490,10110,2
300334,519616,2
17155,14222,2
17155,23596,2
17155,46369,2
17155,57278,2
17155,74669,2
17155,123199,2
17155,116185,2
17155,139590,2
17155,526638,2
17155,527427,2
17155,529129,2
531755,10187,2
531755,287884,2
287884,567101,2
287884,560327,2
287884,561332,2
287884,552966,2
287884,550660,2
287884,552768,2
287884,536058,2
287884,542782,2
287884,534662,2
287884,535056,2
287884,535099,2
287884,534561,2
287884,544358,2
287884,533135,2
287884,530880,2
287884,529128,2
287884,529142,2
287884,530445,2
287884,525063,2
287884,524270,2
287884,523032,2
287884,523776,2
287884,521814,2
287884,520727,2
287884,518606,2
287884,518378,2
287884,519354,2
287884,519358,2
287884,519359,2
287884,518519,2
287884,515232,2
287884,515464,2
287884,515194,2
287884,514690,2
287884,515233,2
287884,514405,2
287884,514126,2
287884,248193,2
287884,249693,2
287884,264828,2
287884,197575,2
287884,198844,2
287884,199798,2
287884,212879,2
287884,241046,2
287884,195150,2
287884,194655,2
287884,185934,2
287884,169226,2
287884,182773,2
287884,179749,2
287884,178181,2
287884,176873,2
287884,177539,2
287884,184456,2
287884,175200,2
287884,165152,2
287884,165208,2
287884,164254,2
287884,158774,2
287884,162006,2
287884,162211,2
287884,158252,2
287884,160831,2
287884,159401,2
287884,154293,2
287884,153999,2
287884,151904,2
287884,156190,2
287884,154816,2
287884,155188,2
287884,163351,2
287884,151041,2
287884,151069,2
287884,148829,2
287884,147957,2
287884,148290,2
287884,149160,2
287884,146524,2
287884,146190,2
287884,146261,2
287884,145229,2
287884,144488,2
287884,142689,2
287884,141161,2
287884,147211,2
287884,137084,2
287884,132143,2
287884,136159,2
287884,135454,2
287884,133373,2
287884,132995,2
287884,128825,2
287884,130007,2
287884,123047,2
287884,123199,2
287884,126963,2
287884,125729,2
287884,125114,2
287884,131748,2
287884,125272,2
287884,124562,2
