type,n_cells,total_in,total_out
CRE050,2,7419,20983
CRE051,6,6243,8210
CRE052,8,6602,12947
CRE054,9,4337,13758
CRE055,17,6540,19976
CRE056,8,3082,14707
CRE057,2,1133,3210
CRE059,4,4050,18891
CRE060,2,883,7538
CRE062,2,1140,6396
CRE065,4,2092,11745
CRE066,4,3206,17931
CRE067,6,3363,22161
CRE068,4,1938,12425
CRE069,2,2354,13020
CRE070,2,2434,12799
CRE071,2,2665,16691
CRE072,4,4567,13872
CRE074,2,13554,38643
CRE075,2,10909,17785
CRE076,2,4608,30221
CRE077,2,6417,14023
CRE078,4,7510,23514
CRE079,2,1876,9806
CRE080_a,2,2667,10653
CRE080_b,2,2863,12766
CRE080_c,2,3041,8821
CRE080_d,2,2263,8139
CRE081,6,8956,27515
CRE082,2,2512,16873
CRE083,6,8144,45235
CRE085,4,2751,13569
CRE086,6,2980,16444
CRE088,4,4250,29427
CRE089,2,1524,8708
CRE090,4,3470,10646
CRE092,6,5268,26372
CRE093,4,5209,10876
CRE094,5,4756,12983
CRE095,7,7529,22832
CRE096,2,1946,5069
CRE099,4,1471,3495
CRE100,2,11130,31607
CRE102,2,5459,14242
CRE103,10,7387,33847
CRE104,3,1439,5137
CRE105,2,3359,8867
CRE106,4,3631,17935
CRE107,2,8090,26449
CRE108,2,4765,17499
CRZ01,2,2025,6394
CRZ02,2,1985,6066
CSD,2,17148,25121
CT1,2,158542,366180
Cm-DRA,7,5896,13260
Cm1,472,74396,215649
Cm10,89,21408,85048
Cm11a,75,43568,101682
Cm11b,56,42799,112444
Cm11c,44,29007,54740
Cm11d,18,14226,46386
Cm12,70,28358,69506
Cm13,52,59470,54049
Cm14,48,20724,47534
Cm15,47,23136,44420
Cm16,38,14889,31514
Cm17,31,43482,80223
Cm18,28,4589,8749
Cm19,30,51996,87670
Cm2,383,48578,155559
Cm20,26,16336,34752
Cm21,25,40688,62555
Cm22,19,9983,12844
Cm23,17,3072,34838
Cm24,11,6408,24753
Cm25,7,3036,19762
Cm26,13,30941,57664
Cm27,9,4574,10435
Cm28,12,11350,24085
Cm29,6,38163,77341
Cm3,323,139679,273324
Cm30,4,10963,31945
Cm31a,4,68053,98323
Cm31b,2,64401,76653
Cm32,2,4509,14931
Cm33,2,4814,12728
Cm34,2,34066,136143
Cm35,2,17470,33385
Cm4,251,37659,90396
Cm5,214,107107,198903
Cm6,211,117994,134660
Cm7,184,112739,239594
Cm8,182,99899,179468
Cm9,143,81473,157786
Cm_unclear,1,598,1511
CvN4,2,13944,839
CvN5,2,26764,670
CvN6,2,17724,472
CvN7,2,17377,469
DA1_lPN,13,59597,126464
DA1_vPN,2,5451,13422
DA2_lPN,10,10204,45367
DA3_adPN,4,4087,24648
DA4l_adPN,2,7093,36249
DA4m_adPN,2,13539,38304
DC1_adPN,2,18285,84980
DC2_adPN,4,16336,60337
DC3_adPN,6,19392,55081
DC4_adPN,2,9521,34020
DC4_vPN,2,754,3032
DCH,2,61461,64443
DGI,2,3429,8055
DH44,6,17673,1548
DL1_adPN,4,23903,57801
DL2d_adPN,9,20453,48845
DL2d_vPN,4,1228,7384
DL2v_adPN,8,26817,62135
DL3_lPN,11,21217,51384
DL4_adPN,2,7390,34679
DL5_adPN,2,14238,55331
"DLMn a, b",2,21789,577
DLMn c-f,8,72598,1038
DM1_lPN,2,28445,107574
DM2_lPN,4,23433,98524
DM3_adPN,2,11043,50085
DM3_vPN,2,487,2955
DM4_adPN,2,15011,73641
DM4_vPN,2,694,4867
DM5_lPN,7,10038,48147
DM6_adPN,7,18034,56564
DMS,6,7570,427
DN1a,4,3800,15897
DN1pA,8,3839,12382
DN1pB,4,4764,18710
DNES1,10,1802,28
DNES2,2,1587,114
DNES3,4,489,343
DNa01,2,26891,40323
DNa02,2,49357,47622
DNa03,2,34849,33588
DNa04,2,18196,26891
DNa05,2,9523,24965
DNa06,2,20495,44625
DNa07,2,3039,8841
DNa08,2,3001,16270
DNa09,2,15703,26015
DNa10,2,31985,29248
DNa11,2,25930,36465
DNa13,4,49289,67413
DNa14,2,4572,20471
DNa15,2,24470,27013
DNa16,2,21618,31970
DNae001,2,11871,27921
DNae002,2,24262,25146
DNae003,2,16697,22410
DNae004,2,7091,14733
DNae005,2,15892,31971
DNae006,2,4558,10813
DNae007,2,20315,28575
DNae008,2,4268,19375
DNae009,2,15082,54761
DNae010,2,12623,16456
DNb01,2,16059,37839
DNb02,4,10640,33562
DNb03,4,6578,26852
DNb04,2,11685,25409
DNb05,2,36551,45309
DNb06,2,8243,23803
DNb07,2,6013,27507
DNb08,4,36985,41741
DNb09,2,19285,39097
DNbe001,2,35089,29312
DNbe002,4,9493,35522
DNbe003,2,14087,28471
DNbe004,2,19566,30494
DNbe005,2,12243,24823
DNbe006,2,6260,22798
DNbe007,2,16572,30255
DNc01,2,4014,11209
DNc02,2,3762,13363
DNd01,4,9293,24618
DNd02,2,9343,44372
DNd03,2,9561,65542
DNd04,2,10653,37391
DNd05,2,9689,30487
DNde001,2,5437,32242
DNde002,2,20227,31341
DNde003,4,14814,25380
DNde005,2,8914,26760
DNde006,2,7919,29995
DNde007,2,2737,14670
DNg01_a,2,2083,5208
DNg01_b,2,4222,7091
DNg01_c,2,1612,3609
DNg01_d,2,1565,3621
DNg01_unclear,1,596,1228
DNg02_a,10,10757,24473
DNg02_b,5,3167,14271
DNg02_c,4,4435,8258
DNg02_d,2,4757,6425
DNg02_e,2,3263,5114
DNg02_f,2,3886,5307
DNg02_g,4,6212,14310
DNg03,12,4163,24450
DNg04,4,15839,18816
DNg05_a,2,5824,16869
DNg05_b,4,3524,5010
DNg05_c,2,1012,3644
DNg06,12,7425,22770
DNg07,16,9514,36671
DNg08,23,11808,55384
DNg09_a,6,4365,20333
DNg09_b,2,1819,5451
DNg10,12,4704,11565
DNg100,2,43069,106295
DNg101,2,9935,34622
DNg102,4,20032,84373
DNg103,2,8120,14856
DNg104,2,7892,27382
DNg105,2,30711,48002
DNg106,16,12824,49164
DNg107,2,2250,14681
DNg108,2,34138,72003
DNg109,2,7615,30294
DNg11,6,7312,13587
DNg110,6,6324,11251
DNg111,2,14463,27723
DNg12_a,8,8351,21970
DNg12_b,10,4609,14820
DNg12_c,8,8018,28727
DNg12_d,2,3473,6360
DNg12_e,6,7375,15959
DNg12_f,4,2682,6361
DNg12_g,2,2314,4478
DNg12_h,2,3215,5511
DNg13,2,12958,31606
DNg14,2,5777,9930
DNg15,2,30654,37546
DNg16,2,43035,41056
DNg17,2,1939,20523
DNg18_a,3,1603,4207
DNg18_b,6,2873,9191
DNg19,2,4532,19819
DNg20,2,3709,9337
DNg21,2,4021,21017
DNg22,2,9630,15786
DNg23,2,3130,8578
DNg24,2,7531,31467
DNg26,4,3823,10206
DNg27,2,6969,43447
DNg28,4,1442,1258
DNg29,2,18152,39299
DNg30,2,7020,28553
DNg31,2,12656,24658
DNg32,2,3396,36648
DNg33,2,8110,21431
DNg34,2,7705,46670
DNg35,2,36237,40401
DNg36_a,4,3249,11801
DNg36_b,7,2216,10421
DNg37,2,21620,40552
DNg38,2,11012,21981
DNg39,2,5781,19424
DNg40,2,19812,15597
DNg41,2,5418,18003
DNg42,2,3317,15208
DNg43,2,7796,27671
DNg44,2,5963,26688
DNg45,2,3408,15611
DNg46,2,3388,11176
DNg47,2,4073,13428
DNg48,2,11825,13787
DNg49,2,16019,18445
DNg50,2,2706,14531
DNg51,4,12757,26009
DNg52,4,16183,26604
DNg53,2,709,9841
DNg54,2,6963,13674
DNg55,1,3542,12061
DNg56,2,8788,19431
DNg57,2,4511,7333
DNg58,2,4429,17607
DNg59,2,3200,19351
DNg60,2,8070,17010
DNg61,2,5212,16575
DNg62,2,7757,17870
DNg63,2,6392,14855
DNg64,2,4625,15721
DNg65,2,4884,15193
DNg66,1,3686,13433
DNg67,2,2486,11724
DNg68,2,7747,41961
DNg69,2,9071,5847
DNg70,2,10518,59713
DNg71,2,6703,24449
DNg72,4,4603,25200
DNg73,2,6525,10038
DNg74_a,2,36833,84239
DNg74_b,2,22456,60926
DNg75,2,37581,50175
DNg76,2,6742,16129
DNg77,2,3211,5822
DNg78,2,7802,9654
DNg79,4,7115,32666
DNg80,2,4780,19851
DNg81,2,7491,16123
DNg82,4,7990,13522
DNg83,2,2586,7118
DNg84,2,21845,16632
DNg85,2,16501,16322
DNg86,2,8881,9569
DNg87,2,15462,25098
DNg88,2,24833,49729
DNg89,2,6327,10070
DNg90,2,11199,26604
DNg91,2,8792,25314
DNg92_a,2,3558,5871
DNg92_b,4,3255,6480
DNg93,2,13687,48441
DNg94,2,2604,7743
DNg95,2,3863,11868
DNg96,2,20169,26660
DNg97,2,36289,49648
DNg98,2,16006,119273
DNg99,2,15340,19084
DNge001,3,4411,16401
DNge002,2,5477,11869
DNge003,2,10140,28705
DNge004,2,4596,15531
DNge006,2,6143,23063
DNge007,2,12167,18970
DNge008,2,3139,13492
DNge009,7,2981,11161
DNge010,2,6162,26754
DNge011,2,6681,21290
DNge012,2,8348,15376
DNge013,2,4895,17707
DNge014,2,2268,6117
DNge015,3,2365,6760
DNge016,2,4820,8136
DNge017,2,1793,5632
DNge018,2,6290,17977
DNge019,11,13989,50950
DNge020,6,3154,7799
DNge021,2,2440,8826
DNge022,2,6560,22949
DNge023,2,14233,28616
DNge024,4,2139,5615
DNge025,3,2465,9362
DNge026,2,14118,23727
DNge027,2,9702,37111
DNge028,2,5863,27408
DNge029,2,2303,5905
DNge030,2,3699,11227
DNge031,2,21019,29817
DNge032,2,5381,32240
DNge033,2,9386,17411
DNge034,2,3602,11631
DNge035,2,11997,54053
DNge036,2,22079,32538
DNge037,2,39187,35753
DNge038,2,5984,29035
DNge039,2,6276,14972
DNge040,2,9288,24671
DNge041,2,12403,25962
DNge042,2,11383,21531
DNge043,2,10672,16025
DNge044,2,7905,16646
DNge045,2,1721,7800
DNge046,4,22220,28635
DNge047,2,9108,19485
DNge048,2,10294,45973
DNge049,2,17047,46272
DNge050,2,35101,51791
DNge051,2,8509,15504
DNge052,2,4281,16664
DNge053,2,23971,45608
DNge054,2,19149,27655
DNge055,2,10109,17060
DNge056,2,11496,21667
DNge057,2,4126,14013
DNge058,2,2521,13878
DNge059,2,18180,35464
DNge060,2,6163,14711
DNge061,4,1681,7118
DNge062,2,5663,26325
DNge063,2,7556,27611
DNge064,2,2457,23184
DNge065,2,12634,19316
DNge067,2,6042,18604
DNge068,2,4374,12647
DNge069,2,4528,21095
DNge070,2,6151,6577
DNge071,10,2089,11674
DNge072,2,4393,8445
DNge073,2,15302,46152
DNge074,2,5759,21190
DNge075,2,7592,27072
DNge076,2,6199,14562
DNge077,2,3324,14370
DNge078,2,5333,29518
DNge079,2,26611,49740
DNge080,2,8445,28234
DNge081,2,4887,11473
DNge082,2,6478,20693
DNge083,2,5183,37943
DNge084,2,5617,26627
DNge085,8,4868,13262
DNge086,2,6907,8073
DNge087,4,3318,9064
DNge088,2,2169,18299
DNge089,6,2388,12615
DNge090,2,1458,4514
DNge091,14,12407,45349
DNge092,4,1887,14083
DNge093,4,3018,7695
DNge094,13,7535,22288
DNge095,3,2179,7398
DNge096,2,4012,8431
DNge097,2,3304,12012
DNge098,2,3219,10585
DNge099,2,10536,31268
DNge100,2,6081,14825
DNge101,2,8292,17955
DNge102,2,10567,16608
DNge103,2,9135,24676
DNge104,2,27582,39926
DNge105,2,4528,12318
DNge106,2,6676,14561
DNge107,2,17738,17810
DNge108,5,3000,11751
DNge110,2,1241,6018
DNge111,6,3590,17660
DNge113,4,5139,9530
DNge114,6,2362,7824
DNge115,8,3409,20998
DNge116,4,1325,11742
DNge117,4,1568,6752
DNge119,2,6907,33927
DNge120,2,1585,17844
DNge121,2,5625,15555
DNge122,2,28404,27999
DNge123,2,8240,16155
DNge124,2,7630,22259
DNge125,2,12455,11077
DNge126,2,803,3378
DNge127,2,3377,16980
DNge128,2,3080,12568
DNge129,2,16466,48103
DNge130,2,2058,16124
DNge131,2,4103,25389
DNge132,2,16016,35142
DNge133,2,6762,18220
DNge134,2,1334,9864
DNge135,2,10019,34963
DNge136,4,13664,52367
DNge137,3,5979,34057
DNge138,2,12876,33108
DNge139,2,8720,22326
DNge140,2,9071,32127
DNge141,2,6501,30690
DNge142,2,9082,47790
DNge143,2,11696,26530
DNge144,2,3191,11810
DNge145,4,4560,10196
DNge146,2,10482,16498
DNge147,2,3537,12915
DNge148,2,7342,34482
DNge149,1,7007,23437
DNge150,1,4668,13924
DNge151,1,2422,7079
DNge152,1,4156,8946
DNge153,2,10268,13712
DNge154,2,1209,3455
DNge172,4,5235,41995
DNge173,2,11430,22771
DNge174,2,5466,10180
DNge175,2,4203,8436
DNge176,2,941,1919
DNge178,2,2520,6582
DNge179,6,2589,7821
DNge180,2,1174,5911
DNge181,4,3510,9388
DNge182,2,10992,17443
DNge183,2,1341,5271
DNge184,2,2929,6002
DNp01,2,43478,8873
DNp02,2,18296,30252
DNp03,2,20323,19751
DNp04,2,21930,34532
DNp05,2,12059,19610
DNp06,2,43607,40132
DNp07,2,12402,34249
DNp08,2,9249,39715
DNp09,2,15940,39234
DNp10,2,22728,41446
DNp101,2,10855,25538
DNp102,2,18558,25190
DNp103,2,56218,35692
DNp104,2,14417,27716
DNp11,2,24198,42886
DNp12,2,15381,41339
DNp13,2,20780,69270
DNp14,2,8741,27020
DNp15,2,8250,12511
DNp16_a,2,2454,8339
DNp16_b,2,2028,7931
DNp17,12,6352,23682
DNp18,2,24810,38365
DNp19,2,15357,23106
DNp20,2,10654,2034
DNp21,2,6593,20694
DNp22,2,8390,13368
DNp23,2,11129,30663
DNp24,2,1707,12864
DNp25,2,2313,9537
DNp26,2,20500,20501
DNp27,2,17306,39830
DNp28,2,654,10147
DNp29,2,6739,16889
DNp30,2,13473,8527
DNp31,2,36126,33371
DNp32,2,17948,32363
DNp33,2,6014,12615
DNp34,2,9081,33749
DNp35,2,36105,28138
DNp36,2,15324,44867
DNp38,2,4458,40093
DNp39,2,5531,11941
DNp41,4,5700,23338
DNp42,2,17813,50371
DNp43,2,17746,40398
DNp44,2,2602,26445
DNp45,2,12770,33298
DNp46,2,4728,24827
DNp47,2,7498,34674
DNp48,2,8333,49641
DNp49,2,8435,33063
"DNp51,DNpe019",4,12156,17776
DNp52,2,3408,9613
DNp53,2,6986,15220
DNp54,2,9568,34644
DNp55,2,17222,38445
DNp56,2,7752,25419
DNp57,2,16112,28427
DNp58,2,4987,16279
DNp59,2,13924,38839
DNp60,2,3059,20170
DNp62,2,8589,7712
DNp63,2,12824,25634
DNp64,2,10586,37640
DNp65,2,3296,11396
DNp66,2,11911,29794
DNp67,2,5186,19484
DNp68,2,12936,35717
DNp69,2,24313,42140
DNp70,2,22680,25719
DNp71,2,11813,40590
DNp72,2,1831,6733
DNp73,2,15496,29386
DNpe001,2,9824,20925
DNpe002,2,14830,36827
DNpe003,4,10619,29246
DNpe004,4,6010,21441
DNpe005,2,6695,58504
DNpe006,2,2607,24565
DNpe007,2,6230,23372
DNpe008,19,6149,25620
DNpe009,6,4897,12369
DNpe010,2,2296,5515
DNpe011,4,1111,5786
DNpe012_a,4,2743,10168
DNpe012_b,4,2316,12341
DNpe013,2,15369,23331
DNpe014,4,7840,18384
DNpe015,11,5004,13427
DNpe016,2,6747,24566
DNpe017,2,21021,29021
DNpe018,3,531,3354
DNpe020,2,11265,38648
DNpe021,2,11636,39230
DNpe022,2,10820,33447
DNpe023,2,13801,28005
DNpe024,2,8485,22160
DNpe025,2,16812,37371
DNpe026,2,7442,27233
DNpe027,2,8924,23729
DNpe028,2,3983,13078
DNpe029,4,6772,18701
DNpe030,2,5382,32652
DNpe031,4,24096,68531
DNpe032,2,5158,24239
DNpe033,2,3081,7906
DNpe034,2,6417,21036
DNpe035,2,3571,13643
DNpe036,2,1456,15608
DNpe037,2,6439,21460
DNpe039,2,5707,15656
DNpe040,2,6984,24059
DNpe041,2,4422,13475
DNpe042,2,33048,29551
DNpe043,2,5081,27065
DNpe045,2,15374,48367
DNpe048,2,4858,15014
DNpe049,2,10298,36552
DNpe050,2,9320,31036
DNpe052,2,8577,34528
DNpe053,2,37475,131160
DNpe054,7,3362,8785
DNpe055,2,8098,28040
DNpe056,2,15441,48517
DNpe057,4,1450,5277
DNx01,2,4143,21723
DNx02,4,595,34972
DNxl114,2,6634,20252
DP1l_adPN,2,21153,71632
DP1l_vPN,3,1268,5757
DP1m_adPN,2,35851,127651
DP1m_vPN,4,1296,7886
DPM,2,104155,56992
DSKMP3,4,8182,17712
DVMn 1a-c,6,27487,242
"DVMn 2a, b",4,11270,157
"DVMn 3a, b",4,15277,392
D_adPN,6,18474,50742
Delta7,42,51707,216445
Dm-DRA1,50,18591,49658
Dm-DRA2,33,7411,15426
Dm1,80,126688,244560
Dm10,626,266419,281697
Dm11,158,33215,104903
Dm12,276,182272,399149
Dm13,53,133360,187728
Dm14,34,44330,108684
Dm15,485,102493,287707
Dm16,151,56481,109815
Dm17,8,73897,145912
Dm18,58,164037,134746
Dm19,30,120173,155508
Dm2,1452,277286,913964
Dm20,98,159988,275628
Dm3a,1204,193127,350088
Dm3b,1137,188459,323793
Dm3c,787,174450,267366
Dm4,99,58517,252321
Dm6,62,216425,202043
Dm8a,572,180236,377900
Dm8b,532,165295,296010
Dm9,273,156951,461223
EA00B006,1,1992,606
EA00B007,1,1268,89
EA00B022,1,1174,30
EA06B010,2,8014,26469
EA27X006,2,1118,1190
EAXXX079,2,2920,1446
EL,18,74777,35599
EN00B001,1,5068,220
EN00B002,1,2614,18
EN00B003,2,17578,104
EN00B004,2,5450,101
EN00B008,3,3573,756
EN00B010,4,9008,301
EN00B011,2,4620,125
EN00B012,1,1999,31
EN00B013,4,9593,191
EN00B015,3,5459,232
EN00B016,3,5652,72
EN00B017,1,1394,62
EN00B018,1,7435,97
EN00B019,1,1688,24
EN00B020,1,2035,6
EN00B023,4,2791,75
EN00B024,1,466,121
EN00B025,2,898,85
EN00B026,8,4266,244
EN00B027,2,3150,13
EN21X001,4,5097,41
ENS1,6,777,11673
ENS2,4,1473,17283
ENS3,5,905,5691
ENS4,5,354,12194
ENS5,6,519,10848
ENXXX128,2,6617,124
ENXXX226,19,15217,477
ENXXX286,2,3656,25
EPG,46,205511,181573
EPGt,4,2971,5099
ER1_a,11,9569,14509
ER1_b,13,11382,17054
ER1_c,4,3049,4992
ER2_a,12,19937,28839
ER2_b,4,5422,7898
ER2_c,20,36191,52491
ER2_d,5,7676,11053
ER3a_a,15,14992,17658
ER3a_b,6,5674,7258
ER3a_c,4,4309,5314
ER3a_d,5,4622,5767
ER3d_a,7,10731,12145
ER3d_b,20,25061,30869
ER3d_c,9,13079,14998
ER3d_d,11,15045,17356
ER3d_e,7,10362,12520
ER3m,18,22582,27851
ER3p_a,14,14612,26741
ER3p_b,4,4452,6951
ER3w_a,7,9592,13259
ER3w_b,18,19964,29771
ER3w_c,6,7509,10739
ER4d,26,56995,72135
ER4m,11,28007,59899
ER5,21,25712,51585
ER6,4,12516,15497
ExR1,4,54794,38912
ExR2,4,11066,11219
ExR3,2,15011,26202
ExR4,2,20525,21990
ExR5,4,12375,51892
ExR6,2,20824,31807
ExR7,4,6866,40820
ExR8,4,5707,17504
FB,1,10,9
FB1A,4,2636,9990
FB1B,4,2978,7559
FB1C,4,13300,12387
FB1D,5,3847,13288
FB1E_a,5,3200,17415
FB1E_b,2,1799,6738
FB1F,2,1592,4415
FB1G,2,7175,44247
FB1H,2,12895,17482
FB1I,2,3377,4206
FB1J,2,2912,3574
FB2A,4,10013,9340
FB2B_a,4,9567,16768
FB2B_b,4,6407,14471
FB2C,5,4966,8832
FB2D,6,18713,34572
FB2E,4,3709,14709
FB2F_a,6,6745,30070
FB2F_b,3,2989,11581
FB2F_c,4,1393,10143
FB2F_d,4,3307,14597
FB2G_a,2,1919,8059
FB2G_b,6,6400,27622
FB2H_a,2,1811,8063
FB2H_b,2,2082,9014
FB2I_a,10,11352,25528
FB2I_b,2,1780,7793
FB2J_a,2,1539,6729
FB2J_b,2,1602,8287
FB2J_c,2,1707,8063
FB2K,9,7543,10937
FB2L,4,3457,10001
FB2M_a,4,4480,19335
FB2M_b,2,2352,8640
FB3A,4,11658,12305
FB3C,13,9120,23461
FB3D,1,771,1957
FB3E,2,1906,4734
FB4A_a,6,4124,6815
FB4A_b,2,2642,3330
FB4B,2,10225,18688
FB4C,2,11871,16005
FB4D_a,2,2605,5601
FB4D_b,2,2297,5664
FB4D_c,2,2600,6294
FB4E_a,5,4386,8031
FB4E_b,4,3212,4832
FB4E_c,2,1602,4194
FB4F_a,4,5378,12503
FB4F_b,2,2468,5346
FB4F_c,6,7372,18327
FB4G,2,5998,11989
FB4H,2,6042,14979
FB4I,2,2456,5299
FB4J,2,2691,6644
FB4K,4,7976,18703
FB4L,4,9600,5935
FB4M,4,20033,21242
FB4N,2,12276,18492
FB4O,6,8188,27760
FB4P_a,4,8408,13996
FB4P_b,3,4580,16720
FB4P_c,2,3728,11734
FB4Q_a,2,2604,9075
FB4Q_b,2,2510,5767
FB4Q_c,3,3533,10561
FB4R,6,6757,22318
FB4X,2,8832,16212
FB4Y,4,23543,18873
FB4Z_a,8,7727,5623
FB4Z_b,3,1893,1546
FB4Z_c,4,4194,2613
FB5A,4,24304,45602
FB5AA,2,4876,8890
FB5AB,2,12260,19415
FB5B,6,5034,7982
FB5C,3,6324,11825
FB5D,3,6978,13552
FB5E,2,4062,8047
FB5F,2,3519,8899
FB5G_a,4,4817,14238
FB5G_b,2,1263,4674
FB5G_c,2,2951,8262
FB5H,2,8324,9058
FB5I,2,7495,16188
FB5J,2,2778,4056
FB5K,2,4694,8467
FB5L,2,3390,7883
FB5M,2,2232,5207
FB5N,4,5551,12130
FB5O,2,3267,7131
FB5P,4,3512,6765
FB5Q,4,6795,18656
FB5R,4,3087,2975
FB5S,9,8553,7398
FB5T,2,2046,2859
FB5U,4,4722,4503
FB5V_a,6,7120,12570
FB5V_b,6,6574,14427
FB5V_c,5,4878,6801
FB5W_a,6,4130,11368
FB5W_b,3,1174,2670
FB5X,6,9359,20272
FB5Y_a,2,3367,8846
FB5Y_b,2,3276,7825
FB5Z,4,3724,8665
FB6A_a,2,8489,23577
FB6A_b,2,6689,20451
FB6A_c,2,9625,24407
FB6B,2,2868,6891
FB6C_a,2,2411,10505
FB6C_b,6,8290,30965
FB6D,2,6194,16581
FB6E,2,3904,13939
FB6F,2,3674,12466
FB6G,2,3386,11612
FB6H,2,7195,6547
FB6I,2,3647,12780
FB6J,5,4965,4633
FB6K,4,5448,7224
FB6L,3,2270,954
FB6M,4,6576,13973
FB6N,2,2982,6041
FB6O,2,3347,5436
FB6P,2,2698,4232
FB6Q,2,1730,3496
FB6R,4,2999,6316
FB6S,8,4281,7423
FB6T,4,3532,5309
FB6U,4,7168,14320
FB6V,2,4860,8712
FB6W,2,2935,6943
FB6X,2,2492,5548
FB6Y,2,1505,3376
FB6Z,2,3042,7148
FB7A,6,7487,21364
FB7B,2,5168,5967
FB7C,5,2904,6339
FB7D_a,4,4044,3578
FB7D_b,4,3294,2926
FB7E,6,6610,12964
FB7F,4,2578,4425
FB7G,4,4862,10842
FB7H,2,3075,4211
FB7I,5,7682,16045
FB7J,4,5941,5651
FB7K,4,3293,9911
FB7L,6,8020,20820
FB7M,2,1182,2400
FB8A,2,1410,3777
FB8B,4,4422,7481
FB8C,4,4829,5815
FB8D,2,971,1654
FB8E,5,2679,7377
FB8F_a,7,4821,8373
FB8F_b,9,6040,8674
FB8G,6,5925,15114
FB8H,6,4482,15929
FB8I,6,5323,8654
FB9A,6,2717,4095
FB9B_a,4,746,2262
FB9B_b,4,1590,2024
FB9B_c,4,814,1196
FB9B_d,4,1145,2460
FB9B_e,4,425,908
FB9C,8,2520,5098
FC,3,1752,2605
FC1A,17,10899,20000
FC1B,22,14246,20981
FC1C_a,12,5954,9243
FC1C_b,17,8512,13454
FC1D,25,11476,22718
FC1E,22,9463,17846
FC1F,15,9625,13792
FC2A,18,32155,32113
FC2B,27,42364,45704
FC2C,47,47523,56385
FC3_a,17,10351,22447
FC3_b,20,10346,24021
FC3_c,15,9745,18562
FLA001m,12,9296,45332
FLA002m,12,4078,21176
FLA003m,4,4561,14777
FLA004m,11,2732,13908
FLA005m,3,1453,5975
FLA006m,6,6902,12422
FLA009m,1,367,1872
FLA016,2,4626,31484
FLA017,2,5204,10582
FLA018,2,609,2729
FLA019,2,2357,10506
FLA020,2,4557,40206
FMRFa_Tv,4,8168,394
FNM2,2,7963,48
FR1,18,28741,22672
FR2,18,5362,14516
FS1A_a,16,8138,16110
FS1A_b,13,7593,10148
FS1A_c,18,9753,14322
FS1B_a,13,5953,15158
FS1B_b,16,5295,18379
FS2,42,28869,27682
FS3,2,703,906
FS3_a,15,6501,9909
FS3_b,14,4792,6533
FS3_c,14,6109,7646
FS3_d,31,6629,9647
FS4A,57,14093,33540
FS4B,29,5122,16634
FS4C,28,6647,26116
Fe reductor MN,20,76432,932
GFC1,3,2729,9515
GFC2,10,30911,48879
GFC3,13,6999,17754
GFC4,8,2434,9354
GLNO,4,9532,20072
GNG001,1,16614,16717
GNG002,1,3484,13346
GNG003,1,12704,21506
GNG004,1,10826,8543
GNG005,1,9467,11774
GNG006,1,8149,8675
GNG007,1,4027,12014
GNG008,1,2686,14536
GNG009,2,1981,5320
GNG011,2,22863,25153
GNG013,2,22701,8747
GNG014,2,18936,64340
GNG015,2,18875,18479
GNG016,2,17433,20023
GNG017,2,13899,15580
GNG018,2,13298,12269
GNG019,2,13278,19080
GNG021,2,12024,22322
GNG022,2,10570,21300
GNG023,2,9465,15280
GNG024,2,11905,18956
GNG025,2,9758,16903
GNG026,2,8290,17335
GNG027,2,8297,9620
GNG028,2,7861,15399
GNG029,2,7659,10701
GNG030,2,7553,12265
GNG031,2,7561,18193
GNG032,2,7464,23154
GNG033,2,7015,25214
GNG034,2,7313,12807
GNG035,2,7365,29543
GNG036,2,7400,15930
GNG037,2,6861,22905
GNG038,2,6752,10103
GNG039,2,7747,13045
GNG040,2,6926,31700
GNG041,2,7335,9611
GNG042,2,7542,9117
GNG043,2,6330,14449
GNG044,2,6561,20700
GNG045,2,6753,18536
GNG046,2,6769,20027
GNG047,2,6674,23416
GNG048,2,6478,10387
GNG049,2,6134,21405
GNG050,2,6207,11239
GNG051,2,6444,13687
GNG052,2,6114,22279
GNG053,2,6157,7242
GNG054,2,6056,17756
GNG055,2,5904,8462
GNG056,2,5709,7792
GNG057,2,5949,12868
GNG058,2,5269,20102
GNG059,2,5783,15949
GNG060,2,5592,17079
GNG061,2,5438,18886
GNG062,2,5281,14126
GNG063,2,5054,9087
GNG064,2,5884,16277
GNG065,2,4754,14309
GNG066,2,5052,14665
GNG067,2,4402,4859
GNG068,2,5338,23595
GNG069,2,5113,11999
GNG070,2,3899,16540
GNG071,2,4968,7528
GNG072,2,4756,17047
GNG073,2,2626,5699
GNG074,2,4600,6260
GNG075,2,4546,13347
GNG076,2,3998,19539
GNG077,2,3810,19387
GNG078,2,4030,14008
GNG079,2,4035,13481
GNG080,2,4200,15407
GNG081,2,4182,18087
GNG083,2,3512,10150
GNG084,2,4154,13997
GNG085,2,3408,12431
GNG086,2,3249,15620
GNG087,3,24018,45117
GNG088,2,15335,20516
GNG089,2,11185,11495
GNG090,2,12069,18455
GNG091,2,11965,12159
GNG092,2,10177,17796
GNG093,2,9835,19478
GNG094,2,9789,26601
GNG095,2,9695,13164
GNG096,2,9038,15226
GNG097,2,9067,22179
GNG099,2,8508,17429
GNG100,2,11120,22355
GNG101,2,3211,16433
GNG102,2,18870,18565
GNG103,2,21453,77325
GNG104,2,20487,43177
GNG105,2,16569,53088
GNG106,2,14191,29679
GNG107,2,13600,18277
