type,n_cells,total_in,total_out
AVLP285,4,9543,28904
AVLP287,3,7029,14779
AVLP288,4,7337,14577
AVLP289,2,9452,49177
AVLP290_a,2,6926,24217
AVLP290_b,4,5974,44024
AVLP292,5,7283,13677
AVLP293,4,4559,10916
AVLP294,4,13801,25721
AVLP295,6,11103,18633
AVLP296_a,2,4261,10926
AVLP296_b,2,6168,10862
AVLP297,8,14687,46920
AVLP298,3,5135,13658
AVLP299_a,2,3848,12569
AVLP299_b,6,10539,32464
AVLP299_c,3,6266,21042
AVLP299_d,5,14011,35621
AVLP300_a,4,6529,19502
AVLP300_b,4,6177,14749
AVLP302,4,7660,17136
AVLP303,5,9944,22424
AVLP304,2,4294,8643
AVLP305,4,8078,12184
AVLP306,5,5535,23447
AVLP308,4,12690,17485
AVLP309,6,7028,21555
AVLP310,7,11010,21035
AVLP311_a1,4,5479,23941
AVLP311_a2,6,7803,24572
AVLP311_b1,4,4477,15861
AVLP311_b2,2,3505,9335
AVLP312,8,8855,23481
AVLP314,2,9251,25039
AVLP315,2,15086,29479
AVLP316,6,41972,34633
AVLP317,2,6728,15682
AVLP318,2,9098,14893
AVLP320_a,2,1991,7274
AVLP320_b,2,2011,7036
AVLP321,2,7487,21848
AVLP322,2,7100,15925
AVLP323,4,17243,31338
AVLP325_a,4,6710,13731
AVLP325_b,5,13203,18468
AVLP329,4,7996,18837
AVLP330,2,3295,5973
AVLP331a,2,3962,8851
AVLP332,2,3181,8242
AVLP333,4,5665,14810
AVLP334,5,8519,21385
AVLP337,5,6248,20780
AVLP338,4,5788,18739
AVLP339,2,8019,18756
AVLP340,2,11630,22039
AVLP341,2,5709,19559
AVLP342,2,5588,9478
AVLP343,2,5108,14462
AVLP344,4,4652,11774
AVLP345_a,4,5487,7494
AVLP345_b,1,1283,1959
AVLP346,6,18141,18583
AVLP347,4,10506,20469
AVLP348,4,10360,10899
AVLP349,8,12277,34964
AVLP352,4,14485,50017
AVLP353,5,11743,26913
AVLP354,4,10172,25194
AVLP357,3,4884,14880
AVLP363,3,3384,8894
AVLP365,4,4167,11991
AVLP369,2,7831,19549
AVLP370_a,2,8094,22050
AVLP370_b,2,14415,30949
AVLP371,2,5719,7901
AVLP372,4,8164,29730
AVLP373,2,3655,6787
AVLP374,4,28323,56690
AVLP377,18,23236,61694
AVLP378,4,3419,6297
AVLP379,4,5436,10269
AVLP380,4,3399,13729
AVLP381,2,2384,6188
AVLP385,10,11615,15033
AVLP387,10,6405,7977
AVLP390,4,12783,23240
AVLP393,2,2826,7849
AVLP394,6,8272,20566
AVLP395,2,3616,8280
AVLP396,2,18105,18064
AVLP397,2,10110,24098
AVLP398,2,5428,16040
AVLP399,2,7232,27148
AVLP400,4,16432,49599
AVLP401,8,17564,28194
AVLP402,2,6044,8898
AVLP403,3,4901,12234
AVLP404,2,3126,5690
AVLP405,4,8923,14440
AVLP407,4,8266,11688
AVLP409,4,8450,19941
AVLP410,6,5055,15396
AVLP411,3,9214,13253
AVLP412,4,7689,16064
AVLP413,2,3350,6792
AVLP415,2,2656,8556
AVLP417,4,8110,30167
AVLP418,2,5260,15848
AVLP419,1,2609,5580
AVLP419_a,2,7559,19524
AVLP419_b,2,4539,13023
AVLP420_a,4,9200,23820
AVLP420_b,4,10471,20660
AVLP421,5,4906,11715
AVLP422,4,4275,8802
AVLP423,7,8021,27936
AVLP424,2,1145,4132
AVLP427,1,1977,4722
AVLP428,2,6490,20192
AVLP429,2,7016,23721
AVLP430,2,8858,24236
AVLP431,2,6897,21598
AVLP432,2,17038,27532
AVLP433_a,2,16666,24306
AVLP433_b,2,14040,19300
AVLP434_a,2,16195,17920
AVLP434_b,2,12804,17576
AVLP435_a,2,12099,41391
AVLP435_b,2,6739,35990
AVLP436,4,7153,39577
AVLP437,2,9096,21220
AVLP439,2,8378,18905
AVLP440,1,5935,10996
AVLP442,2,22305,49770
AVLP443,2,8699,29668
AVLP444,4,9054,35026
AVLP445,2,1813,12699
AVLP446,2,3161,12187
AVLP447,2,3294,14226
AVLP448,2,6756,21132
AVLP449,2,18667,34796
AVLP451,8,22352,31771
AVLP452,4,13927,9068
AVLP454_a1,4,3153,7374
AVLP454_a2,2,2356,6430
AVLP454_a3,2,1263,2549
AVLP454_b1,2,2384,7857
AVLP454_b2,2,2385,8030
AVLP454_b3,2,2925,6872
AVLP454_b4,2,3187,7360
AVLP454_b5,2,2803,8338
AVLP454_b6,2,2927,8056
AVLP455,3,4153,9757
AVLP457,2,3299,8603
AVLP459,2,1741,4111
AVLP460,2,3864,12137
AVLP461,6,5902,31053
AVLP462,8,12893,20896
AVLP463,8,3917,13784
AVLP464,2,11766,49294
AVLP465,16,26417,81682
AVLP469,9,8655,20558
AVLP470_a,2,2362,9652
AVLP470_b,2,2293,10608
AVLP471,4,9946,26734
AVLP473,2,8161,20902
AVLP474,2,9900,20831
AVLP475_a,2,4912,13806
AVLP475_b,2,5533,18220
AVLP476,2,15319,27221
AVLP477,2,14496,28450
AVLP478,2,23304,28637
AVLP479,4,42589,44812
AVLP480,8,7244,11764
AVLP481,8,5335,10054
AVLP483,2,941,4448
AVLP484,2,942,3159
AVLP485,4,2268,6496
AVLP486,9,2816,13917
AVLP487,2,736,2044
AVLP488,4,17190,32354
AVLP489,4,11449,29627
AVLP490,4,13359,36777
AVLP491,2,4259,20813
AVLP492,4,5006,16771
AVLP494,6,12602,29235
AVLP496,7,9853,27496
AVLP497,2,845,3582
AVLP498,2,23012,33372
AVLP500,2,19338,21289
AVLP501,2,20555,39778
AVLP502,2,13248,34593
AVLP503,2,8483,21754
AVLP504,2,6795,14551
AVLP505,2,11163,16606
AVLP506,2,8087,18600
AVLP507,2,4940,13511
AVLP508,2,5263,16342
AVLP509,2,16729,25271
AVLP511,2,3980,9975
AVLP517,4,8286,20284
AVLP519,7,8379,7840
AVLP520,2,11620,35166
AVLP521,6,10068,20231
AVLP522,2,3552,6614
AVLP523,6,11399,16064
AVLP524_b,6,9422,23443
AVLP525,6,10714,21894
AVLP526,8,8644,32353
AVLP527,5,7667,20693
AVLP529,2,2507,7695
AVLP530,4,8131,11561
AVLP531,2,17801,43583
AVLP532,2,55909,44798
AVLP533,2,15551,45284
AVLP534,2,11498,21357
AVLP535,2,18568,41928
AVLP536,2,15630,48410
AVLP537,2,27521,47445
AVLP538,2,59173,48737
AVLP539,2,11580,46554
AVLP541,10,14203,34413
AVLP542,2,27892,36554
AVLP543,2,5882,16210
AVLP544,2,27922,55430
AVLP545,2,6531,29361
AVLP546,2,4594,26769
AVLP547,2,4544,22937
AVLP548_a,4,3746,8579
AVLP548_b,3,2341,6256
AVLP548_c,4,4770,10354
AVLP548_d,4,4254,23801
AVLP548_e,4,3950,17777
AVLP548_f1,2,4793,19976
AVLP548_f2,2,5086,11115
AVLP548_g1,2,6017,21518
AVLP548_g2,2,1692,4242
AVLP549,5,3939,19222
AVLP550_a,4,3159,12528
AVLP550_b,5,3884,12657
AVLP550b,6,5515,13851
AVLP551,6,11516,22425
AVLP552,2,3306,5710
AVLP555,3,3375,17925
AVLP557,4,5726,17035
AVLP558,6,5903,25867
AVLP559,8,4593,25983
AVLP560,5,1389,6336
AVLP562,2,17724,31409
AVLP563,2,11437,19315
AVLP565,2,8593,24277
AVLP566,4,11846,33549
AVLP567,4,6789,28841
AVLP571,2,14118,29133
AVLP572,2,19926,22302
AVLP573,2,11730,20700
AVLP574,4,13927,31789
AVLP575,2,8645,26441
AVLP576,2,9701,22137
AVLP577,4,18536,36577
AVLP578,2,5679,16464
AVLP579,2,2814,8922
AVLP580,4,2473,11395
AVLP584,8,4454,23434
AVLP586,2,731,3273
AVLP590,2,16265,21663
AVLP591,2,9348,21356
AVLP592,2,15801,31061
AVLP593,2,7646,19423
AVLP594,2,10075,32704
AVLP595,2,7794,18162
AVLP596,2,2944,8182
AVLP597,2,29140,56070
AVLP598,2,6797,21785
AVLP599,2,3268,12498
AVLP600,4,14473,23351
AVLP601,2,3724,13317
AVLP603,1,2734,3056
AVLP604,2,3268,4511
AVLP605,1,3559,2857
AVLP606,1,4177,3020
AVLP607,1,3226,3076
AVLP608,2,4199,21360
AVLP609,2,4296,20205
AVLP610,2,19425,21736
AVLP611,6,6456,18795
AVLP612,2,4329,13603
AVLP613,2,5013,20919
AVLP614,2,2811,13033
AVLP615,2,11415,26203
AVLP700m,5,5269,17196
AVLP702m,4,5966,14764
AVLP703m,2,2380,8827
AVLP704m,3,3441,10983
AVLP705m,9,16844,36269
AVLP706m,6,12635,32696
AVLP708m,2,6729,13233
AVLP709m,8,7245,27689
AVLP710m,2,18518,38226
AVLP711m,5,16406,28916
AVLP712m,2,14497,42044
AVLP713m,2,5059,6830
AVLP714m,6,18304,38748
AVLP715m,4,9595,15051
AVLP716m,2,6274,15807
AVLP717m,2,15403,28051
AVLP718m,5,7411,23081
AVLP719m,2,2888,12204
AVLP720m,2,5879,17272
AVLP721m,2,8948,23190
AVLP722m,5,8835,26526
AVLP723m,2,2572,8820
AVLP724m,2,5541,16488
AVLP725m,4,6644,19756
AVLP727m,5,8949,31736
AVLP728m,6,14085,43817
AVLP729m,6,11731,29660
AVLP730m,3,8356,26869
AVLP731m,4,4965,22942
AVLP732m,6,10048,42552
AVLP733m,6,11107,37225
AVLP734m,8,11320,41395
AVLP735m,2,3356,6761
AVLP736m,2,3119,8068
AVLP737m,2,2611,6165
AVLP738m,2,2358,6402
AVLP739m,5,4663,19102
AVLP742m,6,8378,34375
AVLP743m,11,11798,24580
AVLP744m,7,14850,27097
AVLP745m,4,6372,10804
AVLP746m,6,13734,33377
AVLP748m,5,12082,36936
AVLP749m,12,33351,75357
AVLP750m,3,6134,21279
AVLP751m,2,8483,28252
AVLP752m,6,8096,21084
AVLP753m,12,17743,36118
AVLP755m,2,1606,6960
AVLP757m,2,8910,23153
AVLP758m,2,9175,39404
AVLP760m,2,2416,10412
AVLP761m,4,5365,14136
AVLP762m,5,4439,15777
AVLP763m,2,2352,6795
AVLP764m,2,2885,7368
Acc. ti flexor MN,47,32826,2244
Acc. tr flexor MN,22,8299,1194
Am1,2,129195,165988
AstA1,2,32145,144811
BM,69,15283,127722
BM_Hau,7,2662,18898
BM_InOm,745,36086,141530
BM_MaPa,15,1849,10889
BM_Taste,40,16029,111335
BM_Vib,22,5483,38766
BM_Vt_PoOc,8,4907,22301
BM_vOcci_vPoOr,26,2953,17582
BiT,2,3722,9556
C2,1745,192455,370261
C3,1779,294911,973385
CAPA,2,3668,213
CAPA_a,4,510,650
CAPA_b,2,101,45
CB0024,2,1351,10860
CB0029,2,2642,6441
CB0046,2,1502,11724
CB0061,2,2295,4705
CB0079,2,6924,11855
CB0084,2,1860,2675
CB0086,1,1455,11822
CB0090,2,1213,7484
CB0103,1,447,2395
CB0115,6,9922,21611
CB0121,2,5968,24277
CB0122,2,7697,27156
CB0128,2,9129,9005
CB0140,2,2795,4083
CB0141,2,2854,16255
CB0142,2,742,3920
CB0154,1,3458,5978
CB0164,2,5085,7605
CB0194,2,5168,21729
CB0197,2,3040,7795
CB0204,2,8308,10274
CB0206,1,1478,2728
CB0214,2,13960,19989
CB0218,2,3195,7501
CB0221,2,779,3745
CB0224,2,2303,4441
CB0227,2,1902,10833
CB0228,2,4158,24889
CB0244,2,7747,20852
CB0259,2,4169,19796
CB0266,2,1069,6725
CB0280,2,3620,10068
CB0282,2,3483,7833
CB0285,2,4753,20938
CB0297,2,7489,19309
CB0307,2,9268,8772
CB0312,2,4206,10332
CB0316,2,6164,22074
CB0320,2,1243,4331
CB0324,2,1822,5317
CB0325,2,610,4533
CB0346,2,3848,3994
CB0356,2,4579,5448
CB0361,2,2295,3156
CB0367,2,1893,9819
CB0373,2,1228,5534
CB0374,2,813,4501
CB0380,2,2145,7383
CB0381,4,8462,21707
CB0382,2,1438,9231
CB0386,2,1553,6211
CB0390,2,1141,6410
CB0391,3,4857,11182
CB0396,2,3558,9418
CB0397,2,6949,7697
CB0405,2,6201,10093
CB0414,1,2317,940
CB0420,2,2471,17189
CB0429,2,9887,23019
CB0431,2,8546,15110
CB0432,2,3955,8566
CB0440,2,3895,11343
CB0466,2,13191,20803
CB0477,2,5908,25478
CB0492,2,4592,15517
CB0510,2,2359,13339
CB0517,2,9415,20686
CB0530,2,3928,28162
CB0533,2,7296,29275
CB0540,2,8267,34410
CB0582,2,4306,21187
CB0591,4,13140,44412
CB0598,2,5317,13557
CB0607,2,5284,11404
CB0609,2,5975,11060
CB0625,2,7495,14647
CB0629,2,8178,15311
CB0630,2,2165,12096
CB0633,2,4628,16130
CB0640,2,2042,6199
CB0645,2,1926,8550
CB0647,2,3150,15997
CB0648,1,797,3681
CB0650,4,2194,16834
CB0652,2,794,3138
CB0656,2,4681,20189
CB0657,2,2871,15806
CB0670,2,3616,22583
CB0671,2,9687,11120
CB0675,2,3212,25835
CB0677,2,15252,17633
CB0682,2,1420,14286
CB0683,1,3706,12877
CB0695,2,4355,16740
CB0734,4,9349,14981
CB0738,1,902,2540
CB0743,10,10343,19953
CB0744,5,6841,8544
CB0747,2,4881,7086
CB0751,4,10325,19984
CB0758,4,2762,9906
CB0763,4,7989,10667
CB0785,3,5434,10141
CB0800,3,5876,10489
CB0813,1,3670,4572
CB0829,4,9989,19775
CB0925,4,2178,6233
CB0926,4,4017,7264
CB0927,1,760,1840
CB0929,6,15982,25304
CB0930,4,7784,13136
CB0937,6,2756,10697
CB0943,15,6408,24598
CB0946,1,259,1211
CB0947,7,4078,13939
CB0951,6,5630,22558
CB0956,9,13503,36230
CB0972,5,1389,10684
CB0973,8,3298,11366
CB0975,8,3098,11935
CB0976,4,2503,5570
CB0982,4,3538,4864
CB0986,13,6580,9471
CB0992,2,7668,18902
CB0993,8,5621,14976
CB0994,4,4947,13174
CB0996,5,1752,6972
CB0998,4,2821,5516
CB1000,4,2613,8720
CB1005,2,2319,6644
CB1007,6,3865,22689
CB1008,20,8487,32781
CB1009,2,2215,5967
CB1011,9,3290,9555
CB1012,7,3871,17693
CB1017,4,6819,14112
CB1020,6,2758,8744
CB1023,9,3760,16370
CB1024,8,2466,9130
CB1026,10,4943,15923
CB1030,6,3613,13838
CB1033,7,1370,10318
CB1035,2,811,2385
CB1044,4,5578,15707
CB1047,4,2399,6260
CB1048,8,2717,11274
CB1050,4,3642,8199
CB1055,9,3201,16189
CB1056,6,5041,15906
CB1057,4,1525,5665
CB1059,4,935,10655
CB1060,4,993,3800
CB1062,8,6305,32397
CB1065,5,3067,5016
CB1072,14,17229,74130
CB1073,6,8977,16843
CB1074,4,10765,23266
CB1076,7,13541,52311
CB1077,2,1650,7443
CB1078,8,4371,25835
CB1079,1,328,1258
CB1081,4,2893,7002
CB1085,5,13320,21874
CB1087,6,3627,14669
CB1088,4,7253,7662
CB1089,5,5191,11465
CB1094,10,7369,25222
CB1099,5,12255,22521
CB1103,3,2889,6506
CB1104,2,1310,6819
CB1108,2,8515,8465
CB1109,10,12068,24334
CB1114,10,5377,19043
CB1116,1,1283,1923
CB1124,2,644,2949
CB1128,4,1599,7028
CB1131,5,3773,10617
CB1139,2,3231,11726
CB1140,2,1956,2452
CB1142,2,2596,9735
CB1145,7,3615,7059
CB1148,14,5426,19154
CB1149,7,5563,12743
CB1150,3,2690,6414
CB1151,2,1086,5672
CB1154,18,5534,18254
CB1156,3,1578,5948
CB1160,6,4833,11102
CB1165,6,3703,15477
CB1168,9,5238,16423
CB1171,7,3546,14134
CB1174,2,1577,2587
CB1178,21,6598,28288
CB1179,4,4109,7131
CB1181,6,2256,5590
CB1185,4,4930,10671
CB1187,3,2651,6709
CB1189,5,11573,13968
CB1190,4,5384,9692
CB1193,1,1639,4005
CB1194,2,2262,6947
CB1200,3,1145,6120
CB1201,9,2587,10862
CB1202,2,2078,3926
CB1205,6,12678,37437
CB1206,3,2953,8452
CB1207_a,7,5739,8011
CB1207_b,7,5513,8982
CB1208,3,2028,3804
CB1212,7,3487,9881
CB1213,7,4701,17437
CB1219,6,2306,10489
CB1220,9,2269,13454
CB1222,4,4390,11303
CB1227,11,4874,11957
CB1233,3,768,2140
CB1237,1,716,3075
CB1238,4,2470,9827
CB1241,4,4517,17088
CB1242,7,2496,12065
CB1246,7,2460,13037
CB1247,2,802,3952
CB1249,3,1281,3974
CB1252,5,2543,6314
CB1255,3,7141,13188
CB1260,5,3736,12649
CB1263,3,3017,5388
CB1265,7,4245,11946
CB1268,11,4545,25750
CB1269,5,1983,8437
CB1274,1,1000,2612
CB1275,3,3727,6971
CB1276,8,3895,13979
CB1280,2,3117,10040
CB1281,3,1283,3384
CB1282,5,3325,14964
CB1286,3,911,4290
CB1287,2,1219,5130
CB1287_b,4,3963,11004
CB1287_c,2,2802,6385
CB1289,7,3875,13964
CB1296_a,5,945,8775
CB1299,2,1066,4975
CB1300,4,3521,14462
CB1301,2,4782,10748
CB1302,4,3029,7691
CB1308,4,6180,11820
CB1309,2,2273,5890
CB1312,2,6033,21053
CB1314,5,5999,11382
CB1316,5,2642,7980
CB1322,10,10776,34079
CB1326,3,1787,5571
CB1330,9,3187,11310
CB1333,10,3347,13590
CB1337,6,2390,6796
CB1339,10,3653,19631
CB1340,3,9875,12079
CB1346,2,1754,5657
CB1348,1,340,1500
CB1352,8,4689,11136
CB1353,5,2089,6009
CB1356,3,1703,6335
CB1357,11,3643,21664
CB1359,10,4713,9653
CB1361,4,1640,6685
CB1365,4,2004,4745
CB1368,4,1253,8366
CB1374,3,1165,2782
CB1379,5,4332,9388
CB1384,4,5261,15345
CB1387,6,2373,11324
CB1389,6,2962,11655
CB1391,6,985,3277
CB1392,5,1148,3646
CB1394_a,4,1625,6318
CB1394_b,4,2245,6828
CB1396,2,1552,2220
CB1403,2,2238,3858
CB1405,2,4113,14222
CB1406,6,1422,2986
CB1407,2,463,3193
CB1412,2,2395,7042
CB1413,2,966,3642
CB1417,6,2838,13308
CB1418,4,2996,6995
CB1419,4,1874,7468
CB1421,2,2673,680
CB1428,3,2078,6165
CB1432,5,3984,10400
CB1434,6,2612,12016
CB1442,2,739,1899
CB1447,6,3488,8776
CB1448,4,914,8603
CB1454,2,2021,2941
CB1456,5,2440,9356
CB1457,9,3216,8912
CB1458,6,2766,10539
CB1460,5,6134,9084
CB1463,4,6254,8248
CB1464,8,4221,17215
CB1467,4,2752,7439
CB1477,3,2889,4586
CB1478,2,1006,4093
CB1483,3,1913,4770
CB1487,5,2540,10326
CB1493,3,1256,2680
CB1498,3,7548,7268
CB1500,4,2038,7691
CB1502,4,3260,7255
CB1503,5,3432,10121
CB1504,5,2327,6195
CB1509,2,1134,3894
CB1510,4,2503,10200
CB1513,2,893,4364
CB1523,5,1990,12331
CB1527,5,2016,8799
CB1529,6,2586,9087
CB1532,4,1023,4965
CB1533,2,1686,11130
CB1534,3,4786,7971
CB1537,5,1838,5974
CB1538,4,6062,7825
CB1541,4,2757,11873
CB1542,2,3038,17150
CB1545,3,575,4787
CB1547,3,3419,7651
CB1548,8,1387,4381
CB1549,4,3957,15236
CB1550,2,1263,5780
CB1551,2,1450,10965
CB1554,5,2565,11232
CB1556,15,5767,17272
CB1557,3,7688,17700
CB1560,2,853,3380
CB1562,2,1942,3897
CB1564,4,1762,4405
CB1565,4,4730,11314
CB1570,10,8459,22212
CB1573,1,700,1707
CB1574,5,1248,7978
CB1575,7,6150,16523
CB1576,5,3494,8018
CB1577,3,1163,4425
CB1585,3,1243,3098
CB1590,5,2878,4969
CB1593,6,5565,8945
CB1595,9,1752,8558
CB1599,3,2371,5747
CB1601,7,3281,2970
CB1603,2,1157,2509
CB1604,9,3852,13673
CB1607,1,1265,1875
CB1608,4,2784,2431
CB1610,4,5594,9192
CB1613,4,1898,7847
CB1617,22,3824,20987
CB1619,4,2602,8397
CB1625,2,3909,7244
CB1626,4,1783,9215
CB1627,3,1028,3713
CB1628,6,6206,11059
CB1629,6,3387,14796
CB1632,2,2789,10439
CB1636,2,2317,3640
CB1638,11,5172,11217
CB1641,5,1825,8833
CB1642,2,1913,4343
CB1648,1,199,1257
CB1649,2,2064,2909
CB1650,1,472,1969
CB1652,1,974,3042
CB1653,4,4465,5881
CB1654,7,3836,12415
CB1655,2,2337,7748
CB1663,4,1725,9727
CB1670,2,1057,3083
CB1672,2,6152,6152
CB1678,2,3478,11373
CB1679,6,1240,8869
CB1682,2,1143,3903
CB1684,6,2207,14578
CB1685,9,4747,9530
CB1687,5,2804,8882
CB1688,2,6268,15886
CB1691,2,2638,4858
CB1695,4,4484,14146
CB1697,4,3936,10125
CB1698,1,1195,2694
CB1699,6,3259,9574
CB1701,7,5035,8722
CB1702,2,2807,8145
CB1705,8,3931,9188
CB1706,3,4801,10786
CB1714,2,2435,8847
CB1717,3,4665,10260
CB1726,2,1014,4627
CB1729,2,520,2429
CB1731,2,889,5541
CB1733,4,1721,4201
CB1735,6,4219,12868
CB1744,3,2214,8436
CB1748,2,7638,6761
CB1752,6,1449,8793
CB1759b,8,3863,9176
CB1771,4,3699,11507
CB1774,3,1914,3832
CB1782,7,2755,11963
CB1786_a,15,6358,20332
CB1787,3,2227,7912
CB1789,9,1672,5502
CB1792,3,2969,3562
CB1794,8,2309,7294
CB1795,4,4560,17367
CB1803,4,2997,8868
CB1804,4,2301,9666
CB1805,10,2443,14606
CB1808,2,1196,2783
CB1809,6,8005,15684
CB1811,4,3506,12476
CB1812,4,2514,16217
CB1815,5,2519,8861
CB1818,4,1301,10402
CB1821,3,2231,4358
CB1823,5,1642,7977
CB1824,12,3193,6800
CB1833,9,2113,13744
CB1834,4,2548,9846
CB1836,9,2959,13152
CB1838,8,5617,19344
CB1841,4,2950,14403
CB1842,2,2314,6081
CB1844,5,1394,5369
CB1846,4,1487,4487
CB1849,4,1458,6611
CB1850,5,1919,6215
CB1852,9,26643,55772
CB1853,4,1274,3584
CB1856,3,1683,6919
CB1858,2,1586,4490
CB1866,2,1943,6597
CB1871,2,1456,6780
CB1874,2,767,6178
CB1876,25,10951,29766
CB1879,2,541,3223
CB1883,3,6830,20281
CB1884,7,958,5420
CB1885,7,7687,12911
CB1891b,2,1575,4153
CB1895,4,2516,8378
CB1896,6,4971,6909
CB1897,8,6022,20517
CB1899,6,2196,12345
CB1901,9,3251,17323
CB1902,2,1597,3293
CB1903,3,4745,8494
CB1908,3,2154,13290
CB1909,8,2061,7532
CB1910,2,1525,6418
CB1911,3,3638,7903
CB1914,4,1569,9075
CB1918,11,6405,10267
CB1920,1,1662,4097
CB1923,11,4495,13608
CB1924,4,2275,10025
CB1926,1,705,2005
CB1927,2,1834,7019
CB1931,2,1600,2859
CB1932,10,18446,35733
CB1934,2,2443,5399
CB1935,3,646,4140
CB1938,3,9763,9026
CB1942,4,2566,6576
CB1945,4,3402,16549
CB1946,2,817,2268
CB1948,7,12801,13714
CB1949,3,2209,4213
CB1950,2,2756,7824
CB1955,6,6090,14425
CB1956,6,5787,8417
CB1958,4,5068,7460
CB1959,2,2340,6706
CB1960,2,1832,5467
CB1964,18,16119,45966
CB1973,2,3360,9260
CB1975,8,2255,7799
CB1976,2,1201,3594
CB1976b,2,716,2957
CB1977,2,1560,4662
CB1980,4,2839,14490
CB1981,4,2372,9563
CB1983,6,5481,23408
CB1984,2,807,3731
CB1985,4,2829,7388
CB1987,4,1751,6582
CB1995,2,3054,6403
CB1997,11,4501,16366
CB1997_b,2,831,2577
CB2000,5,3852,15191
CB2003,4,3069,9360
CB2004,6,2548,16457
CB2006,4,5006,13255
CB2018,1,1138,1786
CB2026,2,1462,5594
CB2027,5,2038,5099
CB2029,2,584,2404
CB2032,2,1258,3333
CB2033,4,3327,7110
CB2035,6,4483,25614
CB2036,1,320,1463
CB2037,6,2716,11083
CB2038,6,3516,9774
CB2040,4,3424,9311
CB2041,2,1056,3112
CB2043,2,1906,4403
CB2045,4,3541,11882
CB2047,7,1661,6805
CB2048,4,2128,9202
CB2049,5,10792,22164
CB2050,9,5812,19350
CB2051,6,1108,10410
CB2053,3,1676,3681
CB2059,4,2407,5728
CB2064,8,1467,11733
CB2066,10,5025,10929
CB2074,10,4343,13767
CB2079,2,489,5220
CB2081_a,14,3020,17836
CB2081_b,4,1132,4594
CB2084,4,2597,5007
CB2086,1,938,6527
CB2087,4,3441,5720
CB2088,3,1015,5746
CB2089,6,1294,10759
CB2090,3,4393,9845
CB2092,2,1458,4718
CB2093,2,2405,6438
CB2094,4,3008,8774
CB2105,4,7512,9412
CB2107,4,5985,16386
CB2108,3,2652,8763
CB2111,2,1047,5960
CB2113,2,957,5028
CB2116,7,3186,12805
CB2117,5,5318,7607
CB2123,5,1303,6704
CB2127,2,3239,7820
CB2132,2,4443,9062
CB2133,6,5198,17469
CB2136,5,1000,5536
CB2143,8,4267,30286
CB2144,4,7264,18494
CB2148,10,2513,9621
CB2151,4,1906,4865
CB2152,4,1260,4430
CB2153,4,5498,26893
CB2154,3,1844,3945
CB2171,2,2615,8905
CB2172,2,1675,5915
CB2174,4,1063,5293
CB2175,4,2344,8392
CB2178,4,5402,7544
CB2182,2,641,3989
CB2184,4,2406,9483
CB2185,4,1562,5684
CB2189,2,1693,5167
CB2194,3,1755,5591
CB2196,6,6139,20499
CB2200,3,1130,4141
CB2202,1,2307,3878
CB2205,4,2913,6167
CB2206,2,533,4045
CB2207,7,9080,22678
CB2208,8,2316,7088
CB2224,5,2205,13798
CB2226,4,3299,10580
CB2227,3,2127,5681
CB2228,5,5943,10314
CB2229,4,885,6663
CB2230,3,1081,3846
CB2232,2,2835,5548
CB2235,4,2262,4393
CB2244,1,211,728
CB2245,4,2101,6598
CB2246,7,4206,13783
CB2251,5,7377,26626
CB2252,9,2416,12805
CB2254,1,2260,2469
CB2257,4,4643,5744
CB2259,1,308,1260
CB2262,5,1611,5690
CB2269,5,2095,7752
CB2270,4,4589,17145
CB2280,2,905,2990
CB2281,2,8136,9640
CB2285,8,6008,20668
CB2286,3,9974,14472
CB2290,10,3904,22913
CB2292,10,3321,15605
CB2294,4,2839,6858
CB2295,3,752,2513
CB2298,5,5655,12807
CB2300,4,3530,8972
CB2302,5,3184,11168
CB2309,4,1153,6496
CB2310,4,1738,8521
CB2311,2,1543,3750
CB2315,4,2903,6010
CB2316,2,4800,6954
CB2319,1,491,1715
CB2321,4,7089,15787
CB2323,2,1383,3637
CB2330,2,5107,10526
CB2337,4,1183,3499
CB2339,4,5678,16702
CB2342,10,12568,24685
CB2343,8,3624,15604
CB2346,7,1530,5436
CB2347,2,1512,6265
CB2348,3,2088,9591
CB2351,2,1388,2445
CB2357,2,1353,4183
CB2361,3,1553,6439
CB2363,2,498,3060
CB2365,4,3938,9011
CB2366,2,2282,4974
CB2371,2,4626,8543
CB2373,2,2053,6981
CB2374,2,2427,7056
CB2377,4,3870,11758
CB2379,3,2745,5205
CB2380,4,3060,8190
CB2389,3,733,4698
CB2390,2,2944,6663
CB2396,5,6176,20141
CB2398,5,1906,10636
CB2401,4,2480,5034
CB2404,7,6564,12250
CB2408,2,2503,2621
CB2411,1,1366,4429
CB2412,4,4263,12344
CB2416,1,286,771
CB2420,2,1986,3587
CB2425,3,1680,4223
CB2430,2,1034,2461
CB2431,6,4038,6277
CB2433,8,3353,13263
CB2437,2,588,2245
CB2440,9,5273,15272
CB2442,2,596,3111
CB2447,2,977,8476
CB2448,9,2758,11540
CB2453,4,12638,11721
CB2458,3,11680,14212
CB2459,4,2252,4373
CB2462,2,686,3337
CB2463,4,2953,7415
CB2465,2,4482,15254
CB2467,7,2157,10568
CB2469,6,3007,8881
CB2471,5,1621,5624
CB2472,5,3564,9283
CB2475,2,1380,8383
CB2478,2,2249,7412
CB2479,8,9650,26234
CB2480,6,4649,15298
CB2481,4,5153,7531
CB2489,2,4227,10844
CB2491,3,2589,9290
CB2494,6,4305,10131
CB2495,2,1413,4142
