mapping,type_pre,side_pre,type_post,offset_wedges,weight
paired,PEN_a(PEN1),L,PEN_a(PEN1),-1,29
paired,PEN_a(PEN1),L,PEN_a(PEN1),0,93
paired,PEN_a(PEN1),L,PEN_a(PEN1),1,81
paired,PEN_a(PEN1),L,PEN_a(PEN1),2,327
paired,PEN_a(PEN1),L,PEN_a(PEN1),3,13
paired,PEN_a(PEN1),L,PEN_a(PEN1),4,310
paired,PEN_a(PEN1),L,PEN_a(PEN1),5,35
paired,PEN_a(PEN1),L,PEN_a(PEN1),6,278
paired,PEN_a(PEN1),L,PEN_a(PEN1),7,27
paired,PEN_a(PEN1),L,PEN_a(PEN1),8,319
paired,Delta7,both,Delta7,-6,999
paired,Delta7,both,Delta7,-5,1179
paired,Delta7,both,Delta7,-4,1481
paired,Delta7,both,Delta7,-3,2120
paired,Delta7,both,Delta7,-2,1537
paired,Delta7,both,Delta7,-1,2958
paired,Delta7,both,Delta7,0,4444
paired,Delta7,both,Delta7,1,3530
paired,Delta7,both,Delta7,2,1407
paired,Delta7,both,Delta7,3,2317
paired,Delta7,both,Delta7,4,1311
paired,Delta7,both,Delta7,5,1548
paired,Delta7,both,Delta7,6,871
paired,Delta7,both,Delta7,7,837
paired,EPG,R,PEN_a(PEN1),-7,228
paired,EPG,R,PEN_a(PEN1),-5,130
paired,EPG,R,PEN_a(PEN1),-3,172
paired,EPG,R,PEN_a(PEN1),-2,2
paired,EPG,R,PEN_a(PEN1),-1,82
paired,EPG,R,PEN_a(PEN1),0,422
paired,EPG,R,PEN_a(PEN1),1,202
paired,EPG,R,PEN_a(PEN1),2,888
paired,EPG,R,PEN_a(PEN1),3,166
paired,EPG,R,PEN_a(PEN1),4,419
paired,EPG,R,PEN_a(PEN1),5,255
paired,EPG,R,PEN_a(PEN1),6,4
paired,EPG,R,PEN_a(PEN1),7,122
paired,EPG,L,PEN_a(PEN1),-7,148
paired,EPG,L,PEN_a(PEN1),-5,246
paired,EPG,L,PEN_a(PEN1),-3,90
paired,EPG,L,PEN_a(PEN1),-2,13
paired,EPG,L,PEN_a(PEN1),-1,176
paired,EPG,L,PEN_a(PEN1),0,448
paired,EPG,L,PEN_a(PEN1),1,89
paired,EPG,L,PEN_a(PEN1),2,861
paired,EPG,L,PEN_a(PEN1),3,190
paired,EPG,L,PEN_a(PEN1),4,414
paired,EPG,L,PEN_a(PEN1),5,117
paired,EPG,L,PEN_a(PEN1),6,14
paired,EPG,L,PEN_a(PEN1),7,201
paired,EPG,L,PEN_a(PEN1),8,1
paired,EPG,L,Delta7,-6,720
paired,EPG,L,Delta7,-5,737
paired,EPG,L,Delta7,-4,552
paired,EPG,L,Delta7,-3,1100
paired,EPG,L,Delta7,-2,176
paired,EPG,L,Delta7,-1,1066
paired,EPG,L,Delta7,0,203
paired,EPG,L,Delta7,1,1094
paired,EPG,L,Delta7,2,184
paired,EPG,L,Delta7,3,1184
paired,EPG,L,Delta7,4,639
paired,EPG,L,Delta7,5,1049
paired,EPG,L,Delta7,6,549
paired,EPG,L,Delta7,7,633
paired,EPG,R,Delta7,-7,599
paired,EPG,R,Delta7,-6,541
paired,EPG,R,Delta7,-5,1085
paired,EPG,R,Delta7,-4,356
paired,EPG,R,Delta7,-3,1148
paired,EPG,R,Delta7,-2,107
paired,EPG,R,Delta7,-1,1177
paired,EPG,R,Delta7,0,223
paired,EPG,R,Delta7,1,1262
paired,EPG,R,Delta7,2,200
paired,EPG,R,Delta7,3,1194
paired,EPG,R,Delta7,4,728
paired,EPG,R,Delta7,5,783
paired,EPG,R,Delta7,6,607
paired,Delta7,both,EPG,-7,4
paired,Delta7,both,EPG,-6,1
paired,Delta7,both,EPG,-5,7
paired,Delta7,both,EPG,-4,4
paired,Delta7,both,EPG,-3,8
paired,Delta7,both,EPG,-2,195
paired,Delta7,both,EPG,-1,105
paired,Delta7,both,EPG,0,3503
paired,Delta7,both,EPG,1,151
paired,Delta7,both,EPG,2,295
paired,Delta7,both,EPG,3,12
paired,Delta7,both,EPG,4,3
paired,Delta7,both,EPG,5,3
paired,Delta7,both,EPG,6,3
paired,PEN_a(PEN1),R,PEN_b(PEN2),-7,5
paired,PEN_a(PEN1),R,PEN_b(PEN2),-6,149
paired,PEN_a(PEN1),R,PEN_b(PEN2),-5,17
paired,PEN_a(PEN1),R,PEN_b(PEN2),-4,208
paired,PEN_a(PEN1),R,PEN_b(PEN2),-3,3
paired,PEN_a(PEN1),R,PEN_b(PEN2),-2,156
paired,PEN_a(PEN1),R,PEN_b(PEN2),-1,19
paired,PEN_a(PEN1),R,PEN_b(PEN2),0,335
paired,PEN_a(PEN1),R,PEN_b(PEN2),1,7
paired,PEN_a(PEN1),R,PEN_b(PEN2),2,167
paired,PEN_a(PEN1),R,PEN_b(PEN2),3,12
paired,PEN_a(PEN1),R,PEN_b(PEN2),4,204
paired,PEN_a(PEN1),R,PEN_b(PEN2),5,6
paired,PEN_a(PEN1),R,PEN_b(PEN2),6,131
paired,PEN_a(PEN1),R,PEN_b(PEN2),7,27
paired,PEN_a(PEN1),R,PEN_b(PEN2),8,201
paired,PEN_a(PEN1),L,PEN_b(PEN2),-7,32
paired,PEN_a(PEN1),L,PEN_b(PEN2),-6,139
paired,PEN_a(PEN1),L,PEN_b(PEN2),-5,2
paired,PEN_a(PEN1),L,PEN_b(PEN2),-4,175
paired,PEN_a(PEN1),L,PEN_b(PEN2),-3,15
paired,PEN_a(PEN1),L,PEN_b(PEN2),-2,151
paired,PEN_a(PEN1),L,PEN_b(PEN2),-1,6
paired,PEN_a(PEN1),L,PEN_b(PEN2),0,284
paired,PEN_a(PEN1),L,PEN_b(PEN2),1,43
paired,PEN_a(PEN1),L,PEN_b(PEN2),2,155
paired,PEN_a(PEN1),L,PEN_b(PEN2),3,2
paired,PEN_a(PEN1),L,PEN_b(PEN2),4,197
paired,PEN_a(PEN1),L,PEN_b(PEN2),5,15
paired,PEN_a(PEN1),L,PEN_b(PEN2),6,149
paired,PEN_a(PEN1),L,PEN_b(PEN2),7,8
paired,PEN_a(PEN1),L,PEN_b(PEN2),8,159
paired,PEN_b(PEN2),L,PEN_a(PEN1),-7,24
paired,PEN_b(PEN2),L,PEN_a(PEN1),-6,153
paired,PEN_b(PEN2),L,PEN_a(PEN1),-5,20
paired,PEN_b(PEN2),L,PEN_a(PEN1),-4,191
paired,PEN_b(PEN2),L,PEN_a(PEN1),-3,8
paired,PEN_b(PEN2),L,PEN_a(PEN1),-2,154
paired,PEN_b(PEN2),L,PEN_a(PEN1),-1,1
paired,PEN_b(PEN2),L,PEN_a(PEN1),0,258
paired,PEN_b(PEN2),L,PEN_a(PEN1),1,19
paired,PEN_b(PEN2),L,PEN_a(PEN1),2,150
paired,PEN_b(PEN2),L,PEN_a(PEN1),3,4
paired,PEN_b(PEN2),L,PEN_a(PEN1),4,201
paired,PEN_b(PEN2),L,PEN_a(PEN1),5,11
paired,PEN_b(PEN2),L,PEN_a(PEN1),6,180
paired,PEN_b(PEN2),L,PEN_a(PEN1),7,1
paired,PEN_b(PEN2),L,PEN_a(PEN1),8,168
paired,PEN_b(PEN2),R,PEN_a(PEN1),-7,5
paired,PEN_b(PEN2),R,PEN_a(PEN1),-6,150
paired,PEN_b(PEN2),R,PEN_a(PEN1),-5,3
paired,PEN_b(PEN2),R,PEN_a(PEN1),-4,193
paired,PEN_b(PEN2),R,PEN_a(PEN1),-2,190
paired,PEN_b(PEN2),R,PEN_a(PEN1),-1,24
paired,PEN_b(PEN2),R,PEN_a(PEN1),0,274
paired,PEN_b(PEN2),R,PEN_a(PEN1),1,4
paired,PEN_b(PEN2),R,PEN_a(PEN1),2,154
paired,PEN_b(PEN2),R,PEN_a(PEN1),3,17
paired,PEN_b(PEN2),R,PEN_a(PEN1),4,178
paired,PEN_b(PEN2),R,PEN_a(PEN1),5,9
paired,PEN_b(PEN2),R,PEN_a(PEN1),6,137
paired,PEN_b(PEN2),R,PEN_a(PEN1),7,11
paired,PEN_b(PEN2),R,PEN_a(PEN1),8,175
paired,EPG,L,EPGt,0,67
paired,EPG,L,EPGt,1,17
paired,EPG,L,EPGt,2,8
paired,EPG,R,EPGt,-4,5
paired,EPG,R,EPGt,-1,25
paired,EPG,R,EPGt,0,62
paired,EPG,R,EPGt,2,13
paired,EPG,R,EPGt,4,2
paired,EPG,R,EPGt,8,2
paired,Delta7,both,PEN_a(PEN1),-7,1
paired,Delta7,both,PEN_a(PEN1),-5,1
paired,Delta7,both,PEN_a(PEN1),-3,1
paired,Delta7,both,PEN_a(PEN1),-2,55
paired,Delta7,both,PEN_a(PEN1),-1,26
paired,Delta7,both,PEN_a(PEN1),0,983
paired,Delta7,both,PEN_a(PEN1),1,25
paired,Delta7,both,PEN_a(PEN1),2,82
paired,Delta7,both,PEN_a(PEN1),3,2
paired,Delta7,both,PEN_a(PEN1),4,1
paired,Delta7,both,PEN_a(PEN1),5,1
paired,EPGt,L,PEN_a(PEN1),0,34
paired,PEN_b(PEN2),L,PEG,-7,1
paired,PEN_b(PEN2),L,PEG,-5,11
paired,PEN_b(PEN2),L,PEG,-4,11
paired,PEN_b(PEN2),L,PEG,-3,15
paired,PEN_b(PEN2),L,PEG,-2,96
paired,PEN_b(PEN2),L,PEG,-1,28
paired,PEN_b(PEN2),L,PEG,0,3
paired,PEN_b(PEN2),L,PEG,3,10
paired,PEN_b(PEN2),L,PEG,5,3
paired,PEN_b(PEN2),L,PEG,7,7
paired,EPGt,R,PEN_a(PEN1),0,42
paired,EPGt,R,PEN_a(PEN1),1,4
paired,PEN_b(PEN2),L,EPGt,-2,24
paired,PEN_b(PEN2),L,EPGt,-1,38
paired,PEN_b(PEN2),L,EPGt,0,1
paired,PEG,L,EPG,-7,27
paired,PEG,L,EPG,-6,3
paired,PEG,L,EPG,-5,9
paired,PEG,L,EPG,-4,55
paired,PEG,L,EPG,-3,29
paired,PEG,L,EPG,-2,19
paired,PEG,L,EPG,-1,12
paired,PEG,L,EPG,0,216
paired,PEG,L,EPG,1,25
paired,PEG,L,EPG,2,2
paired,PEG,L,EPG,3,7
paired,PEG,L,EPG,4,45
paired,PEG,L,EPG,5,8
paired,PEG,L,EPG,6,5
paired,PEG,L,EPG,7,5
paired,PEG,L,EPG,8,58
paired,EPGt,R,PEN_b(PEN2),0,65
paired,EPGt,R,PEN_b(PEN2),1,3
paired,EPGt,R,PEN_b(PEN2),2,1
paired,PEG,R,EPG,-7,11
paired,PEG,R,EPG,-6,7
paired,PEG,R,EPG,-5,18
paired,PEG,R,EPG,-4,46
paired,PEG,R,EPG,-3,1
paired,PEG,R,EPG,-2,18
paired,PEG,R,EPG,-1,18
paired,PEG,R,EPG,0,199
paired,PEG,R,EPG,1,17
paired,PEG,R,EPG,2,8
paired,PEG,R,EPG,3,10
paired,PEG,R,EPG,4,36
paired,PEG,R,EPG,5,9
paired,PEG,R,EPG,6,2
paired,PEG,R,EPG,7,31
paired,PEG,R,EPG,8,38
paired,PEG,R,PEG,-7,1
paired,PEG,R,PEG,-5,10
paired,PEG,R,PEG,-4,30
paired,PEG,R,PEG,-3,3
paired,PEG,R,PEG,-2,4
paired,PEG,R,PEG,-1,48
paired,PEG,R,PEG,0,38
paired,PEG,R,PEG,1,6
paired,PEG,R,PEG,2,5
paired,PEG,R,PEG,3,17
paired,PEG,R,PEG,4,31
paired,PEG,R,PEG,5,3
paired,PEG,R,PEG,6,1
paired,PEG,R,PEG,7,21
paired,PEG,R,PEG,8,39
paired,PEG,L,PEG,-7,16
paired,PEG,L,PEG,-6,1
paired,PEG,L,PEG,-5,3
paired,PEG,L,PEG,-4,38
paired,PEG,L,PEG,-3,11
paired,PEG,L,PEG,-2,16
paired,PEG,L,PEG,-1,4
paired,PEG,L,PEG,0,34
paired,PEG,L,PEG,1,48
paired,PEG,L,PEG,2,10
paired,PEG,L,PEG,3,4
paired,PEG,L,PEG,4,35
paired,PEG,L,PEG,5,16
paired,PEG,L,PEG,7,1
paired,PEG,L,PEG,8,49
paired,EPGt,R,Delta7,-1,7
paired,EPGt,R,Delta7,0,43
paired,EPGt,R,Delta7,1,70
paired,EPGt,R,Delta7,2,1
paired,EPGt,R,Delta7,3,73
paired,EPGt,R,Delta7,4,23
paired,EPGt,R,Delta7,5,74
paired,EPGt,R,Delta7,6,65
paired,EPGt,L,PEN_b(PEN2),0,47
paired,PEN_a(PEN1),L,EPGt,-5,3
paired,PEN_a(PEN1),L,EPGt,-3,8
paired,PEN_a(PEN1),L,EPGt,-2,13
paired,PEN_a(PEN1),L,EPGt,-1,25
paired,PEN_a(PEN1),L,EPGt,0,4
paired,PEN_a(PEN1),L,EPGt,1,3
paired,EPGt,L,Delta7,-6,13
paired,EPGt,L,Delta7,-5,2
paired,EPGt,L,Delta7,-4,15
paired,EPGt,L,Delta7,-3,2
paired,EPGt,L,Delta7,0,44
paired,EPGt,L,Delta7,1,4
paired,EPGt,L,Delta7,2,2
paired,EPGt,L,Delta7,3,29
paired,EPGt,L,Delta7,4,3
paired,EPGt,L,Delta7,5,17
paired,EPGt,L,Delta7,6,63
paired,EPGt,L,Delta7,7,44
paired,EPGt,L,EPGt,0,23
paired,PEN_b(PEN2),R,PEG,-7,3
paired,PEN_b(PEN2),R,PEG,-5,1
paired,PEN_b(PEN2),R,PEG,-4,9
paired,PEN_b(PEN2),R,PEG,-3,21
paired,PEN_b(PEN2),R,PEG,-2,47
paired,PEN_b(PEN2),R,PEG,-1,3
paired,PEN_b(PEN2),R,PEG,1,21
paired,PEN_b(PEN2),R,PEG,3,2
paired,PEN_b(PEN2),R,PEG,5,19
paired,PEN_b(PEN2),R,PEG,7,1
paired,EPGt,R,EPGt,0,21
paired,PEN_b(PEN2),R,EPGt,-3,23
paired,PEN_b(PEN2),R,EPGt,-2,9
paired,PEN_b(PEN2),R,EPGt,0,5
paired,PEN_a(PEN1),L,PEG,-5,5
paired,PEN_a(PEN1),L,PEG,-4,10
paired,PEN_a(PEN1),L,PEG,-3,2
paired,PEN_a(PEN1),L,PEG,-2,37
paired,PEN_a(PEN1),L,PEG,-1,3
paired,PEN_a(PEN1),L,PEG,0,7
paired,PEN_a(PEN1),L,PEG,3,6
paired,PEN_a(PEN1),L,PEG,5,5
paired,PEN_a(PEN1),L,PEG,7,4
paired,EPGt,R,EPG,-2,15
paired,EPGt,R,EPG,-1,2
paired,EPGt,R,EPG,0,9
paired,EPGt,R,EPG,1,1
paired,PEN_a(PEN1),R,PEG,-7,2
paired,PEN_a(PEN1),R,PEG,-5,5
paired,PEN_a(PEN1),R,PEG,-4,9
paired,PEN_a(PEN1),R,PEG,-3,17
paired,PEN_a(PEN1),R,PEG,-2,18
paired,PEN_a(PEN1),R,PEG,-1,3
paired,PEN_a(PEN1),R,PEG,0,3
paired,PEN_a(PEN1),R,PEG,1,9
paired,PEN_a(PEN1),R,PEG,3,2
paired,PEG,R,EPGt,-4,5
paired,PEG,R,EPGt,-1,2
paired,PEG,R,EPGt,0,16
paired,PEG,R,EPGt,4,2
paired,PEG,L,EPGt,0,15
paired,PEG,L,EPGt,1,4
paired,PEG,R,PEN_a(PEN1),-7,8
paired,PEG,R,PEN_a(PEN1),-5,5
paired,PEG,R,PEN_a(PEN1),-3,10
paired,PEG,R,PEN_a(PEN1),0,6
paired,PEG,R,PEN_a(PEN1),1,17
paired,PEG,R,PEN_a(PEN1),2,33
paired,PEG,R,PEN_a(PEN1),3,2
paired,PEG,R,PEN_a(PEN1),4,10
paired,PEG,R,PEN_a(PEN1),5,6
paired,PEG,L,PEN_a(PEN1),-5,12
paired,PEG,L,PEN_a(PEN1),-3,4
paired,PEG,L,PEN_a(PEN1),-1,10
paired,PEG,L,PEN_a(PEN1),0,4
paired,PEG,L,PEN_a(PEN1),1,1
paired,PEG,L,PEN_a(PEN1),2,31
paired,PEG,L,PEN_a(PEN1),3,11
paired,PEG,L,PEN_a(PEN1),4,5
paired,PEG,L,PEN_a(PEN1),5,2
paired,PEG,L,PEN_a(PEN1),7,9
paired,EPGt,L,EPG,-2,9
paired,EPGt,L,EPG,0,2
paired,EPGt,L,EPG,1,2
paired,EPGt,L,EPG,2,1
paired,PEN_a(PEN1),R,EPGt,-5,6
paired,PEN_a(PEN1),R,EPGt,-4,1
paired,PEN_a(PEN1),R,EPGt,-3,9
paired,PEN_a(PEN1),R,EPGt,-2,7
paired,PEN_a(PEN1),R,EPGt,0,2
paired,PEN_a(PEN1),R,EPGt,2,1
paired,PEN_a(PEN1),R,Delta7,-6,1
paired,PEN_a(PEN1),R,Delta7,-3,1
paired,PEN_a(PEN1),R,Delta7,-2,1
paired,PEN_a(PEN1),R,Delta7,-1,3
paired,PEN_a(PEN1),R,Delta7,0,2
paired,PEN_a(PEN1),R,Delta7,2,1
paired,PEN_a(PEN1),R,Delta7,6,1
paired,PEN_a(PEN1),L,Delta7,-2,2
paired,PEN_a(PEN1),L,Delta7,0,2
paired,PEN_a(PEN1),L,Delta7,1,1
paired,PEG,R,Delta7,-7,1
paired,PEG,R,Delta7,5,1
paired,PEG,R,Delta7,6,1
paired,PEG,L,Delta7,-5,1
paired,PEG,L,Delta7,0,1
paired,PEG,L,Delta7,1,1
paired,PEN_b(PEN2),R,Delta7,-5,1
paired,PEN_b(PEN2),R,Delta7,-1,1
paired,PEN_b(PEN2),R,Delta7,0,4
paired,PEN_b(PEN2),R,Delta7,2,1
paired,PEN_b(PEN2),R,Delta7,3,2
paired,PEN_b(PEN2),L,Delta7,-2,1
paired,PEN_b(PEN2),L,Delta7,-1,1
paired,PEN_b(PEN2),L,Delta7,0,2
paired,PEN_b(PEN2),L,Delta7,5,1
