bodyId,type,instance,class,superclass,somaSide,rootSide,status,hemibrainType,flywireType
186813,PFNp_a,PFNp_a,CX,cb_intrinsic,R,,Traced,PFNp_a,PFNp
187052,PFNp_b,PFNp_b_L,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNm
187211,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
188526,PFNp_d,PFNp_d,CX,cb_intrinsic,L,,Traced,PFNp_d,PFNp
188720,PFNp_a,PFNp_a,CX,cb_intrinsic,L,,Traced,PFNp_a,PFNp
189054,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
189055,PFNp_d,PFNp_d,CX,cb_intrinsic,R,,Traced,PFNp_d,PFNp
189634,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
189905,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
189926,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
189949,PFNp_a,PFNp_a,CX,cb_intrinsic,L,,Traced,PFNp_a,PFNp
190073,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
190098,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
190400,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
190935,PFNp_a,PFNp_a,CX,cb_intrinsic,L,,Traced,PFNp_a,PFNp
191259,PFNp_d,PFNp_d,CX,cb_intrinsic,L,,Traced,PFNp_d,PFNp
191479,PFNp_a,PFNp_a,CX,cb_intrinsic,R,,Traced,PFNp_a,PFNp
191537,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
191542,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
191647,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
191658,PFNp_d,PFNp_d,CX,cb_intrinsic,L,,Traced,PFNp_d,PFNp
191842,PFNp_d,PFNp_d,CX,cb_intrinsic,L,,Traced,PFNp_d,PFNp
192268,PFNp_a,PFNp_a,CX,cb_intrinsic,L,,Traced,PFNp_a,PFNp
192382,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
193682,PFNp_d,PFNp_d,CX,cb_intrinsic,R,,Traced,PFNp_d,PFNp
193713,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
193965,PFNp_a,PFNp_a,CX,cb_intrinsic,L,,Traced,PFNp_a,PFNp
194333,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
194350,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
194491,PFNm_a,PFNm_a_L3_C2,CX,cb_intrinsic,L,,Traced,PFNm_a,PFNm
194511,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
194601,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
194604,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
194795,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
195138,PFNp_d,PFNp_d,CX,cb_intrinsic,R,,Traced,PFNp_d,PFNp
195150,PFNp_e,PFNp_e,CX,cb_intrinsic,L,,Traced,PFNp_e,PFNp
195151,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
195467,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
195587,PFNp_d,PFNp_d,CX,cb_intrinsic,R,,Traced,PFNp_d,PFNp
195664,PFNp_a,PFNp_a,CX,cb_intrinsic,R,,Traced,PFNp_a,PFNp
196104,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
196296,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
196397,PFNp_a,PFNp_a,CX,cb_intrinsic,R,,Traced,PFNp_a,PFNp
196662,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
197172,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
197321,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
198031,PFNp_d,PFNp_d,CX,cb_intrinsic,R,,Traced,PFNp_d,PFNp
198844,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
199798,PFNp_c,PFNp_c,CX,cb_intrinsic,L,,Traced,PFNp_c,PFNp
200208,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
200345,PFNp_d,PFNp_d,CX,cb_intrinsic,L,,Traced,PFNp_d,PFNp
200627,PFNp_a,PFNp_a,CX,cb_intrinsic,L,,Traced,PFNp_a,PFNp
201797,PFNp_d,PFNp_d,CX,cb_intrinsic,L,,Traced,PFNp_d,PFNp
202238,PFNp_d,PFNp_d,CX,cb_intrinsic,R,,Traced,PFNp_d,PFNp
202506,PFNp_a,PFNp_a,CX,cb_intrinsic,R,,Traced,PFNp_a,PFNp
203142,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
204540,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
210166,PFNp_d,PFNp_d,CX,cb_intrinsic,R,,Traced,PFNp_d,PFNp
210840,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
211310,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
211994,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
212370,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
217691,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
224128,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
236557,FC2C,FC2C_C3_R,CX,cb_intrinsic,R,,Traced,FC2C,FC2C
241046,FC2B,FC2B_C4_R,CX,cb_intrinsic,R,,Traced,FC2B,FC2B
259750,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
269054,PFNp_d,PFNp_d,CX,cb_intrinsic,R,,Traced,PFNp_d,PFNp
273774,PFNm_b,PFNm_b_L2_C1,CX,cb_intrinsic,L,,Traced,PFNm_b,PFNm
280345,PFNp_a,PFNp_a,CX,cb_intrinsic,L,,Traced,PFNp_a,PFNp
294178,EL,EL_L,CX,cb_intrinsic,L,,Traced,EL,EL
434891,Delta7,Delta7(PB15)_L3R7_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
454614,ER4m,ER4m_L,CX,cb_intrinsic,L,,Traced,ER4m,ER4m
511777,ER3a_b,ER3a_b_L,CX,cb_intrinsic,L,,Traced,ER3a_b,ER3a
511778,EL,EL_L,CX,cb_intrinsic,L,,Traced,EL,EL
511841,Delta7,Delta7(PB15)_L2R7_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
511842,PFL2,PFL2(PB12b)_L2_C6,CX,cb_intrinsic,L,,Traced,PFL2,PFL2
511844,PEG,PEG(PB07)_L1,CX,cb_intrinsic,L,,Traced,PEG,PEG
511846,PFR_a,PFR_a(PB11a)_L6_C6,CX,cb_intrinsic,L,,Traced,PFR_a,PFR_a
511857,ER1_c,ER1_c_L,CX,cb_intrinsic,L,,Traced,ER1,ER1
512179,PFR_a,PFR_a(PB11a)_L1_C9_irreg,CX,cb_intrinsic,R,,Traced,PFR_a,PFR_a
512305,EPG,EPG(PB08)_R8,CX,cb_intrinsic,R,,Traced,EPG,EPG
512319,ER6,ER6_L,CX,cb_intrinsic,L,,Traced,ER6,ER6
512362,hDeltaB,hDeltaB_09_C7,CX,cb_intrinsic,L,,Traced,hDeltaB,hDeltaB
512513,EPG,EPG(PB08)_R1,CX,cb_intrinsic,R,,Traced,EPG,EPG
512514,EPG,EPG(PB08)_L1,CX,cb_intrinsic,L,,Traced,EPG,EPG
512515,ER3a_a,ER3a_a_L,CX,cb_intrinsic,L,,Traced,ER3a_a,ER3a
512606,ER3w_c,ER3w_c_L,CX,cb_intrinsic,L,,Traced,ER3w_a,ER3w
512607,ER3p_a,ER3p_a_R,CX,cb_intrinsic,R,,Traced,ER3p_a,ER3p
512608,ER3d_b,ER3d_b_R,CX,cb_intrinsic,R,,Traced,ER3d_b,ER3d_b
512793,PEG,PEG(PB07)_L6,CX,cb_intrinsic,L,,Traced,PEG,PEG
512927,PEN_a(PEN1),PEN_a(PB06a)_R2,CX,cb_intrinsic,R,,Traced,PEN_a(PEN1),PEN_a(PEN1)
512928,EPG,EPG(PB08)_R3,CX,cb_intrinsic,R,,Traced,EPG,EPG
513032,PFL3,PFL3(PB12c)_L5_C7,CX,cb_intrinsic,L,,Traced,PFL3,PFL3
513033,EPG,EPG(PB08)_L8,CX,cb_intrinsic,L,,Traced,EPG,EPG
513034,PFL2,PFL2(PB12b)_L5_C9,CX,cb_intrinsic,L,,Traced,PFL2,PFL2
513266,PFL3,PFL3(PB12c)_R3_C5,CX,cb_intrinsic,R,,Traced,PFL3,PFL3
513283,PEN_a(PEN1),PEN_a(PB06a)_L8,CX,cb_intrinsic,L,,Traced,PEN_a(PEN1),PEN_a(PEN1)
513284,EPG,EPG(PB08)_R3,CX,cb_intrinsic,R,,Traced,EPG,EPG
513346,ER3w_b,ER3w_b_R,CX,cb_intrinsic,R,,Traced,ER3w_b,ER3w
513379,ER5,ER5_R,CX,cb_intrinsic,R,,Traced,ER5,ER5
513463,EPG,EPG(PB08)_R2,CX,cb_intrinsic,R,,Traced,EPG,EPG
513464,EPG,EPG(PB08)_R8,CX,cb_intrinsic,R,,Traced,EPG,EPG
513517,EPG,EPG(PB08)_L4,CX,cb_intrinsic,L,,Traced,EPG,EPG
513518,PFR_a,PFR_a(PB11a)_R6_C4,CX,cb_intrinsic,R,,Traced,PFR_a,PFR_a
513520,EPG,EPG(PB08)_R6,CX,cb_intrinsic,R,,Traced,EPG,EPG
513678,ER3w_b,ER3w_b_R,CX,cb_intrinsic,R,,Traced,ER3w_b,ER3w
513702,hDeltaB,hDeltaB_14_C12,CX,cb_intrinsic,L,,Traced,hDeltaB,hDeltaB
513703,FC3_a,FC3_a_C8_L,CX,cb_intrinsic,L,,Traced,FC3,FC3
514042,ER2_b,ER2_b_L,CX,cb_intrinsic,L,,Traced,ER2_b,ER2
514045,PEN_a(PEN1),PEN_a(PB06a)_R3,CX,cb_intrinsic,R,,Traced,PEN_a(PEN1),PEN_a(PEN1)
514125,PEN_b(PEN2),PEN_b(PB06b)_L6,CX,cb_intrinsic,L,,Traced,PEN_b(PEN2),PEN_b(PEN2)
514126,EPG,EPG(PB08)_R5,CX,cb_intrinsic,R,,Traced,EPG,EPG
514180,ER3p_b,ER3p_b_R,CX,cb_intrinsic,R,,Traced,ER3p_b,ER3p
514184,hDeltaK,hDeltaK_08_C7a,CX,cb_intrinsic,L,,Traced,hDeltaK,hDeltaK
514405,PEN_a(PEN1),PEN_a(PB06a)_R6,CX,cb_intrinsic,R,,Traced,PEN_a(PEN1),PEN_a(PEN1)
514803,ER2_b,ER2_b_L,CX,cb_intrinsic,L,,Traced,ER2_b,ER2
515130,hDeltaA,hDeltaA_07_C6,CX,cb_intrinsic,L,,Traced,hDeltaA,hDeltaA
515192,hDeltaB,hDeltaB_07_C6,CX,cb_intrinsic,R,,Traced,hDeltaB,hDeltaB
515193,PFR_a,PFR_a(PB11a)_L1_C9_irreg,CX,cb_intrinsic,R,,Traced,PFR_a,PFR_a
515232,hDeltaI,hDeltaI_01_C1,CX,cb_intrinsic,R,,Traced,hDeltaI,hDeltaI
515233,FC2B,FC2B_C2_R,CX,cb_intrinsic,R,,Traced,FC2B,FC2B
515234,hDeltaA,hDeltaA_08_C7,CX,cb_intrinsic,L,,Traced,hDeltaA,hDeltaA
515294,Delta7,Delta7(PB15)_L5R4_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
515295,PFNd,PFNd(PB04)_R8_C2,CX,cb_intrinsic,R,,Traced,PFNd,PFNd
515298,hDeltaJ,hDeltaJ_03_C3,CX,cb_intrinsic,R,,Traced,hDeltaJ,hDeltaJ
515464,PFNd,PFNd(PB04)_L8_C7,CX,cb_intrinsic,L,,Traced,PFNd,PFNd
515675,EPG,EPG(PB08)_R1,CX,cb_intrinsic,R,,Traced,EPG,EPG
515760,ER4m,ER4m_R,CX,cb_intrinsic,R,,Traced,ER4m,ER4m
515761,ER3p_a,ER3p_a_R,CX,cb_intrinsic,R,,Traced,ER3p_a,ER3p
515959,FC3_c,FC3_c_C3_R,CX,cb_intrinsic,R,,Traced,FC3,FC3
515960,hDeltaG,hDeltaG_11_C6,CX,cb_intrinsic,L,,Traced,hDeltaG,hDeltaG
515961,Delta7,Delta7(PB15)_L6R3_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
515963,hDeltaM,hDeltaM_C4,CX,cb_intrinsic,R,,Traced,hDeltaM,hDeltaM
515966,hDeltaH,hDeltaH_07_C4,CX,cb_intrinsic,R,,Traced,hDeltaH,hDeltaH
516110,ER6,ER6_R,CX,cb_intrinsic,R,,Traced,ER6,ER6
516663,PFR_b,PFR_b(PB11b)_L5_C6,CX,cb_intrinsic,L,,Traced,PFR_b,PFR_b
516666,hDeltaH,hDeltaH_03_C2,CX,cb_intrinsic,R,,Traced,hDeltaH,hDeltaH
516919,hDeltaA,hDeltaA_05_C5,CX,cb_intrinsic,R,,Traced,hDeltaA,hDeltaA
516944,ER5,ER5_L,CX,cb_intrinsic,L,,Traced,ER5,ER5
517059,ER2_a,ER2_a_L,CX,cb_intrinsic,L,,Traced,ER2_a,ER2
517264,ER3w_a,ER3w_a_R,CX,cb_intrinsic,R,,Traced,ER3w_a,ER3w
517417,Delta7,Delta7(PB15)_L6R3_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
517418,PFNd,PFNd(PB04)_R7_C3,CX,cb_intrinsic,R,,Traced,PFNd,PFNd
517602,ER3p_a,ER3p_a_R,CX,cb_intrinsic,R,,Traced,ER3p_a,ER3p
517603,ER3d_d,ER3d_d_R,CX,cb_intrinsic,R,,Traced,ER3d_d,ER3d_d
517763,EL,EL_L,CX,cb_intrinsic,L,,Traced,EL,EL
518194,PEN_b(PEN2),PEN_b(PB06b)_R9,CX,cb_intrinsic,R,,Traced,PEN_b(PEN2),PEN_b(PEN2)
518375,PFL2,PFL2(PB12b)_R3_C3,CX,cb_intrinsic,R,,Traced,PFL2,PFL2
518378,PFL3,PFL3(PB12c)_R5_C3,CX,cb_intrinsic,R,,Traced,PFL3,PFL3
518519,FC1B,FC1B_C6_R,CX,cb_intrinsic,R,,Traced,FC1B,"FC1A,FC1B,FC1F"
518520,FC1B,FC1B_C5_L,CX,cb_intrinsic,L,,Traced,FC1B,"FC1A,FC1B,FC1F"
518521,FC1D,FC1D_C4_L,CX,cb_intrinsic,L,,Traced,FC1D,FC1D
518606,FC2A,FC2A_C8_L,CX,cb_intrinsic,L,,Traced,FC2A,FC2A
518607,PFNa,PFNa(PB03)_R9_C1,CX,cb_intrinsic,R,,Traced,PFNa,PFNa
518608,PFNa,PFNa(PB03)_R4_C7,CX,cb_intrinsic,R,,Traced,PFNa,PFNa
518609,PFNa,PFNa(PB03)_R2_C9,CX,cb_intrinsic,R,,Traced,PFNa,PFNa
518690,ER1_b,ER1_b_R,CX,cb_intrinsic,R,,Traced,ER1_b,ER1
518704,hDeltaC,hDeltaC_06_C6,CX,cb_intrinsic,R,,Traced,hDeltaC,hDeltaC
518779,hDeltaC,hDeltaC_01_C1,CX,cb_intrinsic,R,,Traced,hDeltaC,hDeltaC
518830,PFR_b,PFR_b(PB11b)_R1_C8,CX,cb_intrinsic,R,,Traced,PFR_b,PFR_b
518831,hDeltaH,hDeltaH_04_C3,CX,cb_intrinsic,R,,Traced,hDeltaH,hDeltaH
519140,EPG,EPG(PB08)_L1,CX,cb_intrinsic,L,,Traced,EPG,EPG
519144,EPG,EPG(PB08)_L8,CX,cb_intrinsic,L,,Traced,EPG,EPG
519328,EPG,EPG(PB08)_L3,CX,cb_intrinsic,L,,Traced,EPG,EPG
519329,ER3a_d,ER3a_d_R,CX,cb_intrinsic,R,,Traced,ER3a_d,ER3a
519331,Delta7,Delta7(PB15)_L3R7_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
519332,Delta7,Delta7(PB15)_L2R7_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
519346,PFL3,PFL3(PB12c)_L7_C9,CX,cb_intrinsic,L,,Traced,PFL3,PFL3
519347,ER4m,ER4m_R,CX,cb_intrinsic,R,,Traced,ER4m,ER4m
519348,PFL1,PFL1(PB12a)_L3_C4,CX,cb_intrinsic,L,,Traced,PFL1,PFL1
519349,PFL1,PFL1(PB12a)_R1_C2_irreg,CX,cb_intrinsic,L,,Traced,PFL1,PFL1
519350,PFL1,PFL1(PB12a)_L4_C5,CX,cb_intrinsic,L,,Traced,PFL1,PFL1
519351,PFL3,PFL3(PB12c)_L4_C5,CX,cb_intrinsic,L,,Traced,PFL3,PFL3
519354,FC3_c,FC3_c_C5_L,CX,cb_intrinsic,L,,Traced,FC3,FC3
519358,FC2B,FC2B_C4_R,CX,cb_intrinsic,R,,Traced,FC2B,FC2B
519359,FC3_b,FC3_b_C6_R,CX,cb_intrinsic,R,,Traced,FC3,FC3
519941,EPG,EPG(PB08)_L3,CX,cb_intrinsic,L,,Traced,EPG,EPG
520573,PFL2,PFL2(PB12b)_R5_C1,CX,cb_intrinsic,R,,Traced,PFL2,PFL2
520575,PEG,PEG(PB07)_R7,CX,cb_intrinsic,R,,Traced,PEG,PEG
520579,PFL1,PFL1(PB12a)_R6_C3,CX,cb_intrinsic,R,,Traced,PFL1,PFL1
520581,EPG,EPG(PB08)_R4,CX,cb_intrinsic,R,,Traced,EPG,EPG
520811,PFL3,PFL3(PB12c)_R6_C2,CX,cb_intrinsic,R,,Traced,PFL3,PFL3
520812,EPG,EPG(PB08)_R8,CX,cb_intrinsic,R,,Traced,EPG,EPG
520818,EPG,EPG(PB08)_L4,CX,cb_intrinsic,L,,Traced,EPG,EPG
521409,EPG,EPG(PB08)_L8,CX,cb_intrinsic,L,,Traced,EPG,EPG
521528,ER5,ER5_L,CX,cb_intrinsic,L,,Traced,ER5,ER5
521534,ER5,ER5_L,CX,cb_intrinsic,L,,Traced,ER5,ER5
521535,ER5,ER5_L,CX,cb_intrinsic,L,,Traced,ER5,ER5
521634,PFNd,PFNd(PB04)_L2_C1,CX,cb_intrinsic,L,,Traced,PFNd,PFNd
521635,PFR_b,PFR_b(PB11b)_L3_C3,CX,cb_intrinsic,L,,Traced,PFR_b,PFR_b
521637,PFR_a,PFR_a(PB11a)_R1_C1_irreg,CX,cb_intrinsic,L,,Traced,PFR_a,PFR_a
521644,hDeltaC,hDeltaC_08_C7,CX,cb_intrinsic,L,,Traced,hDeltaC,hDeltaC
521646,hDeltaI,hDeltaI_08_C7,CX,cb_intrinsic,L,,Traced,hDeltaI,hDeltaI
521812,EPG,EPG(PB08)_R7,CX,cb_intrinsic,R,,Traced,EPG,EPG
521813,EPG,EPG(PB08)_L2,CX,cb_intrinsic,L,,Traced,EPG,EPG
521814,PEN_a(PEN1),PEN_a(PB06a)_R9,CX,cb_intrinsic,R,,Traced,PEN_a(PEN1),PEN_a(PEN1)
522745,ER2_c,ER2_c_L,CX,cb_intrinsic,L,,Traced,ER2_c,ER2
522759,ER3d_d,ER3d_d_L,CX,cb_intrinsic,L,,Traced,ER3d_d,ER3d_d
522806,ER3d_c,ER3d_c_R,CX,cb_intrinsic,R,,Traced,ER3d_c,"ER3d_a,ER3d_c"
522853,PFL2,PFL2(PB12b)_R2_C4,CX,cb_intrinsic,R,,Traced,PFL2,PFL2
522973,PEG,PEG(PB07)_L3,CX,cb_intrinsic,L,,Traced,PEG,PEG
522992,PEG,PEG(PB07)_R2,CX,cb_intrinsic,R,,Traced,PEG,PEG
522993,PFGs,PFGs(PB10)_R1_C1_irreg,CX,cb_intrinsic,L,,Traced,PFGs,PFGs
522994,Delta7,Delta7(PB15)_L6R3_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
523032,PFL3,PFL3(PB12c)_L2_C4,CX,cb_intrinsic,L,,Traced,PFL3,PFL3
523034,PFL1,PFL1(PB12a)_L7_C9,CX,cb_intrinsic,L,,Traced,PFL1,PFL1
523035,ER3a_a,ER3a_a_R,CX,cb_intrinsic,R,,Traced,ER3a_a,ER3a
523036,PFL1,PFL1(PB12a)_L2_C3,CX,cb_intrinsic,L,,Traced,PFL1,PFL1
523786,EPG,EPG(PB08)_R4,CX,cb_intrinsic,R,,Traced,EPG,EPG
523788,ER3w_a,ER3w_a_R,CX,cb_intrinsic,R,,Traced,ER3w_a,ER3w_a
523806,PEG,PEG(PB07)_R6,CX,cb_intrinsic,R,,Traced,PEG,PEG
523807,PEG,PEG(PB07)_L4,CX,cb_intrinsic,L,,Traced,PEG,PEG
523816,ER1_b,ER1_b_L,CX,cb_intrinsic,L,,Traced,ER1_b,ER1
524068,ER3d_b,ER3d_b_L,CX,cb_intrinsic,L,,Traced,ER3d_b,ER3d_b
524073,EPG,EPG(PB08)_L2,CX,cb_intrinsic,L,,Traced,EPG,EPG
524074,Delta7,Delta7(PB15)_L5R4_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
524075,ER2_d,ER2_d_L,CX,cb_intrinsic,L,,Traced,ER2_d,ER2
524270,PFNd,PFNd(PB04)_L4_C3,CX,cb_intrinsic,L,,Traced,PFNd,PFNd
524351,PFR_a,PFR_a(PB11a)_R2_C8,CX,cb_intrinsic,R,,Traced,PFR_a,PFR_a
524596,hDeltaA,hDeltaA_02_C2,CX,cb_intrinsic,R,,Traced,hDeltaA,hDeltaA
524654,PFGs,PFGs(PB10)_R7_C3,CX,cb_intrinsic,R,,Traced,PFGs,PFGs
524717,PEN_b(PEN2),PEN_b(PB06b)_L6,CX,cb_intrinsic,L,,Traced,PEN_b(PEN2),PEN_b(PEN2)
524876,hDeltaB,hDeltaB_03_C3,CX,cb_intrinsic,R,,Traced,hDeltaB,hDeltaB
524945,hDeltaJ,hDeltaJ_06_C6b,CX,cb_intrinsic,R,,Traced,hDeltaJ,hDeltaJ
524946,hDeltaJ,hDeltaJ_07_C6a,CX,cb_intrinsic,R,,Traced,hDeltaJ,hDeltaJ
524947,hDeltaJ,hDeltaJ_06_C6b,CX,cb_intrinsic,R,,Traced,hDeltaJ,hDeltaJ
524977,FC2C,FC2C_C3_L,CX,cb_intrinsic,L,,Traced,FC2C,FC2C
525061,PFGs,PFGs(PB10)_L7_C7,CX,cb_intrinsic,L,,Traced,PFGs,PFGs
525062,PEG,PEG(PB07)_R3,CX,cb_intrinsic,R,,Traced,PEG,PEG
525224,FC3_b,FC3_b_C6_R,CX,cb_intrinsic,R,,Traced,FC3,FC3
526085,PFR_a,PFR_a(PB11a)_L3_C3,CX,cb_intrinsic,L,,Traced,PFR_a,PFR_a
526143,ER3w_b,ER3w_b_L,CX,cb_intrinsic,L,,Traced,ER3w_b,ER3w
526406,FC2A,FC2A_C2_R,CX,cb_intrinsic,R,,Traced,FC2A,FC2A
526548,EL,EL_R,CX,cb_intrinsic,R,,Traced,EL,EL
526552,ER3w_b,ER3w_b_R,CX,cb_intrinsic,R,,Traced,ER3w_b,ER3w
526934,PFNm_a,PFNm_a_R6_C5,CX,cb_intrinsic,R,,Traced,PFNm_a,PFNm
527150,ER3d_a,ER3d_a_L,CX,cb_intrinsic,L,,Traced,ER3d_a,"ER3d_a,ER3d_c"
527199,ER3d_e,ER3d_e_L,CX,cb_intrinsic,L,,Traced,ER3d_a,ER3d
527297,ER5,ER5_R,CX,cb_intrinsic,R,,Traced,ER5,ER5
527475,PFR_a,PFR_a(PB11a)_L2_C2,CX,cb_intrinsic,L,,Traced,PFR_a,PFR_a
527653,ER4d,ER4d_L,CX,cb_intrinsic,L,,Traced,ER4d,ER4d
529142,hDeltaK,hDeltaK_11_C9,CX,cb_intrinsic,L,,Traced,hDeltaK,hDeltaK
529175,hDeltaI,hDeltaI_03_C3,CX,cb_intrinsic,R,,Traced,hDeltaI,hDeltaI
529207,ER3p_a,ER3p_a_R,CX,cb_intrinsic,R,,Traced,ER3p_a,ER3p
529253,FC3_c,FC3_c_C3_L,CX,cb_intrinsic,L,,Traced,FC3,FC3
529266,FC2C,FC2C_C2_L,CX,cb_intrinsic,L,,Traced,FC2C,FC2C
529318,Delta7,Delta7(PB15)_L4R5_R,CX,cb_intrinsic,R,,Traced,Delta7,Delta7
529330,ER3d_b,ER3d_b_L,CX,cb_intrinsic,L,,Traced,ER3d_b,ER3d_b
529385,PEN_b(PEN2),PEN_b(PB06b)_L7,CX,cb_intrinsic,L,,Traced,PEN_b(PEN2),PEN_b(PEN2)
529453,FC1E,FC1E_C8_L,CX,cb_intrinsic,L,,Traced,FC1E,FC1C
529826,ER3a_a,ER3a_a_R,CX,cb_intrinsic,R,,Traced,ER3a_a,ER3a
529847,ER3m,ER3m_L,CX,cb_intrinsic,L,,Traced,ER3m,ER3m
529992,FC2C,FC2C_C1_R,CX,cb_intrinsic,R,,Traced,FC2C,FC2C
530071,PFL3,PFL3(PB12c)_L3_C5,CX,cb_intrinsic,L,,Traced,PFL3,PFL3
530339,ER3d_d,ER3d_d_L,CX,cb_intrinsic,L,,Traced,ER3d_d,ER3d_d
530445,FC2B,FC2B_C6_L,CX,cb_intrinsic,L,,Traced,FC2B,FC2B
531009,PFR_b,PFR_b(PB11b)_L1_C2,CX,cb_intrinsic,L,,Traced,PFR_b,PFR_b
531073,FC2C,FC2C_C9_R,CX,cb_intrinsic,R,,Traced,FC2C,FC2C
531755,PFR_a,PFR_a(PB11a)_L2_C2,CX,cb_intrinsic,L,,Traced,PFR_a,PFR_a
532637,ER3m,ER3m_R,CX,cb_intrinsic,R,,Traced,ER3m,ER3m
532704,FC2A,FC2A_C1_R,CX,cb_intrinsic,R,,Traced,FC2A,FC2A
532800,PFR_b,PFR_b(PB11b)_R5_C4,CX,cb_intrinsic,R,,Traced,PFR_b,PFR_b
533062,ER3a_a,ER3a_a_L,CX,cb_intrinsic,L,,Traced,ER3a_a,ER3a
533135,PFNp_c,PFNp_c,CX,cb_intrinsic,L,,Traced,PFNp_c,PFNp
533434,hDeltaJ,hDeltaJ_12_C10,CX,cb_intrinsic,L,,Traced,hDeltaJ,hDeltaJ
533435,FC3_c,FC3_c_C8_R,CX,cb_intrinsic,R,,Traced,FC3,FC3
533436,FC2C,FC2C_C7_L,CX,cb_intrinsic,L,,Traced,FC2C,FC2C
533725,Delta7,Delta7(PB15)_L8R1R9_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
533944,hDeltaF,hDeltaF_08_C4,CX,cb_intrinsic,L,,Traced,hDeltaF,hDeltaF
534560,FC1B,FC1B_C4_R,CX,cb_intrinsic,R,,Traced,FC1B,"FC1A,FC1B,FC1F"
534561,FC1B,FC1B_C3_L,CX,cb_intrinsic,L,,Traced,FC1B,"FC1A,FC1B,FC1F"
534662,FC2C,FC2C_C8_R,CX,cb_intrinsic,R,,Traced,FC2C,FC2C
534834,PFNp_c,PFNp_c,CX,cb_intrinsic,R,,Traced,PFNp_c,PFNp
535056,hDeltaI,hDeltaI_11_C9,CX,cb_intrinsic,L,,Traced,hDeltaI,hDeltaI
