bodyId,type,instance,class,superclass,somaSide,rootSide,status,hemibrainType,flywireType
535098,FC1A,FC1A_C9_L,CX,cb_intrinsic,L,,Traced,FC1A,"FC1A,FC1B,FC1F"
535099,FC1B,FC1B_C8_L,CX,cb_intrinsic,L,,Traced,FC1B,"FC1A,FC1B,FC1F"
535347,PEG,PEG(PB07)_R4,CX,cb_intrinsic,R,,Traced,PEG,PEG
535488,PFNa,PFNa(PB03)_R2_C9,CX,cb_intrinsic,R,,Traced,PFNa,PFNa
536264,hDeltaK,hDeltaK_13_C11,CX,cb_intrinsic,L,,Traced,hDeltaK,hDeltaK
536354,FC1C_b,FC1C_C8_R,CX,cb_intrinsic,R,,Traced,FC1C,FC1C
536355,hDeltaJ,hDeltaJ_13_C11,CX,cb_intrinsic,L,,Traced,hDeltaJ,hDeltaJ
536360,PFNa,PFNa(PB03)_L3_C2,CX,cb_intrinsic,L,,Traced,PFNa,PFNa
537128,FC2C,FC2C_C1_L,CX,cb_intrinsic,L,,Traced,FC2C,FC2C
539328,PFGs,PFGs(PB10)_L1_C9_irreg,CX,cb_intrinsic,R,,Traced,PFGs,PFGs
540248,FC1A,FC1A_C7_L,CX,cb_intrinsic,L,,Traced,FC1A,"FC1A,FC1B,FC1F"
541409,PFNp_b,PFNp_b,CX,cb_intrinsic,R,,Traced,PFNp_b,PFNp
541755,PFR_a,PFR_a(PB11a)_L5_C5,CX,cb_intrinsic,L,,Traced,PFR_a,PFR_a
541855,hDeltaK,hDeltaK_07_C6a,CX,cb_intrinsic,R,,Traced,hDeltaK,hDeltaK
542246,FC1D,FC1D_C2_L,CX,cb_intrinsic,L,,Traced,FC1D,FC1D
542590,FC3_c,FC3_c_C7_R,CX,cb_intrinsic,R,,Traced,FC3,FC3
542782,FC1B,FC1B_C2_R,CX,cb_intrinsic,R,,Traced,FC1B,"FC1A,FC1B,FC1F"
542805,FC1D,FC1D_C8_L,CX,cb_intrinsic,L,,Traced,FC1D,FC1D
543298,FC1D,FC1D_C8_L,CX,cb_intrinsic,L,,Traced,FC1D,FC1D
543495,FC1F,FC1F_C2_R,CX,cb_intrinsic,R,,Traced,FC1F,"FC1A,FC1B,FC1F"
543506,EPGt,EPGt(PB09)_L9,CX,cb_intrinsic,L,,Traced,EPGt,EPGt
544358,FC1B,FC1B_C6_R,CX,cb_intrinsic,R,,Traced,FC1B,"FC1A,FC1B,FC1F"
544496,ER3a_c,ER3a_c_R,CX,cb_intrinsic,R,,Traced,ER3a_c,ER3a
544687,PFNa,PFNa(PB03)_L8_C7,CX,cb_intrinsic,L,,Traced,PFNa,PFNa
545381,FC1E,FC1E_C7_R,CX,cb_intrinsic,R,,Traced,FC1E,FC1C
546044,FC2C,FC2C_C3_R,CX,cb_intrinsic,R,,Traced,FC2C,FC2C
546594,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
548294,PFNp_c,PFNp_c,CX,cb_intrinsic,L,,Traced,PFNp_c,PFNp
549620,FC1E,FC1E_C2_R,CX,cb_intrinsic,R,,Traced,FC1E,FC1C
550577,FC1F,FC1F_C2_L,CX,cb_intrinsic,L,,Traced,FC1F,"FC1A,FC1B,FC1F"
550660,FC2C,FC2C_C7_R,CX,cb_intrinsic,R,,Traced,FC2C,FC2C
550769,FC1C_b,FC1C_C2_L,CX,cb_intrinsic,L,,Traced,FC1C,FC1C
551404,FC2C,FC2C_C6_L,CX,cb_intrinsic,L,,Traced,FC2C,FC2C
553721,PFNp_b,PFNp_b,CX,cb_intrinsic,L,,Traced,PFNp_b,PFNp
553847,PFNp_c,PFNp_c,CX,cb_intrinsic,R,,Traced,PFNp_c,PFNp
556346,EPG,EPG(PB08)_L6,CX,cb_intrinsic,L,,Traced,EPG,EPG
556347,EPG,EPG(PB08)_R4,CX,cb_intrinsic,R,,Traced,EPG,EPG
557395,hDeltaF,hDeltaF_03_C2a,CX,cb_intrinsic,R,,Traced,hDeltaF,hDeltaF
560327,FC2A,FC2A_C3_R,CX,cb_intrinsic,R,,Traced,FC2A,FC2A
567101,PFL3,PFL3(PB12c)_R3_C5,CX,cb_intrinsic,R,,Traced,PFL3,PFL3
568155,Delta7,Delta7(PB15)_L8R1R9_L,CX,cb_intrinsic,L,,Traced,Delta7,Delta7
568471,hDeltaK,hDeltaK_04_C4,CX,cb_intrinsic,R,,Traced,hDeltaK,hDeltaK
568502,ER5,ER5_R,CX,cb_intrinsic,R,,Traced,ER5,ER5
571291,FC1D,FC1D_C5_L,CX,cb_intrinsic,L,,Traced,FC1D,FC1D
