intermediate_body,intermediate_type,intermediate_superclass,pfl3_input,pfl2_input,pfl1_input,dn_body,dn_type,dn_instance,weight
10136,PS304,cb_intrinsic,92,0,0,10654,DNb01,DNb01_L,192
524159,PS011,cb_intrinsic,31,1,0,523769,DNa02,DNa02_L,192
10005,AOTU019,cb_intrinsic,980,0,3,525960,DNa13,DNa13(LAL041)_L,191
11145,MBON20,cb_intrinsic,2,0,0,10713,DNp42,DNp42_L,191
14986,LAL010,cb_intrinsic,193,137,0,523769,DNa02,DNa02_L,190
14200,PS018_a,cb_intrinsic,14,29,0,10543,DNa16,DNa16(PS014)_R,190
230783,DNg97,descending_neuron,127,0,0,10440,DNg16,DNg16_R,190
10005,AOTU019,cb_intrinsic,980,0,3,555726,DNa13,DNa13(LAL041)_L,189
12278,PS010,cb_intrinsic,10,178,0,555871,DNpe017,DNpe017(hb1406000196)_R,188
520391,PS139,cb_intrinsic,2,1,0,11028,DNb09,DNb09(DNb01)_L,187
521525,LAL126,cb_intrinsic,270,1,0,523769,DNa02,DNa02_L,186
11233,DNa11,descending_neuron,0,7,0,10360,DNa02,DNa02_R,185
11750,LAL083,cb_intrinsic,333,0,0,10360,DNa02,DNa02_R,185
10070,AOTU019,cb_intrinsic,1016,1,3,516170,DNa13,DNa13(LAL041)_R,184
10975,DNa03,descending_neuron,217,741,0,11233,DNa11,DNa11(VES008)_R,184
519982,VES071,cb_intrinsic,1,0,0,10360,DNa02,DNa02_R,184
11636,LAL126,cb_intrinsic,383,2,2,14569,DNg04,DNg04_R,183
524483,LAL126,cb_intrinsic,335,0,5,519460,DNa16,DNa16(PS014)_L,183
13864,VES011,cb_intrinsic,44,0,0,521190,DNae007,DNae007(VES009)_L,183
11495,PS059,cb_intrinsic,1,0,0,520300,DNg75,DNg75(hb1874217622)_R,183
10167,VES041,cb_intrinsic,137,113,0,10975,DNa03,DNa03_R,180
529641,LAL018,cb_intrinsic,111,19,0,521262,DNae002,DNae002(DNa04)_R,180
11213,CB0244,cb_intrinsic,1,0,0,10056,DNg100,DNg100_R,180
519461,LAL018,cb_intrinsic,87,10,0,11002,DNae002,DNae002(DNa04)_L,179
512392,LAL011,cb_intrinsic,1,0,0,10360,DNa02,DNa02_R,179
529710,LAL126,cb_intrinsic,333,0,1,14569,DNg04,DNg04_R,179
14200,PS018_a,cb_intrinsic,14,29,0,514021,DNg04,DNg04_R,178
11371,PS013,cb_intrinsic,133,0,0,10543,DNa16,DNa16(PS014)_R,178
230783,DNg97,descending_neuron,127,0,0,10192,DNg75,DNg75(hb1874217622)_L,178
529641,LAL018,cb_intrinsic,111,19,0,10837,DNa15,DNa15(PS017)_R,178
11490,LAL073,cb_intrinsic,25,583,0,11111,DNbe003,DNbe003(hb5813024933)_L,176
14259,LAL046,cb_intrinsic,90,247,0,521262,DNae002,DNae002(DNa04)_R,176
11423,CRE100,cb_intrinsic,1,82,0,11302,DNg104,DNg104_R,175
13201,LAL015,cb_intrinsic,2,1,1,521624,DNpe023,DNpe023(LAL201)_R,175
10070,AOTU019,cb_intrinsic,1016,1,3,10543,DNa16,DNa16(PS014)_R,175
51658,PS018_a,cb_intrinsic,24,61,0,519460,DNa16,DNa16(PS014)_L,173
13805,DNg97,descending_neuron,174,0,0,10440,DNg16,DNg16_R,173
11795,LAL083,cb_intrinsic,377,0,0,10360,DNa02,DNa02_R,172
31330,PS049,cb_intrinsic,4,1,0,512071,DNae001,DNae001(DNa01)_L,172
11111,DNbe003,descending_neuron,4,0,0,10045,DNg100,DNg100_L,172
529710,LAL126,cb_intrinsic,333,0,1,11563,DNae001,DNae001(DNa01)_R,172
10005,AOTU019,cb_intrinsic,980,0,3,10192,DNg75,DNg75(hb1874217622)_L,169
12938,PS011,cb_intrinsic,19,0,0,10360,DNa02,DNa02_R,169
521525,LAL126,cb_intrinsic,270,1,0,519460,DNa16,DNa16(PS014)_L,168
10360,DNa02,descending_neuron,380,5,0,11158,DNge026,DNge026_R,168
10167,VES041,cb_intrinsic,137,113,0,519624,DNa03,DNa03_L,168
12206,LAL120_a,cb_intrinsic,7,20,4,523769,DNa02,DNa02_L,168
519461,LAL018,cb_intrinsic,87,10,0,10884,DNa15,DNa15(PS017)_L,167
10109,VES041,cb_intrinsic,130,142,0,10975,DNa03,DNa03_R,167
519129,LAL010,cb_intrinsic,126,103,1,10360,DNa02,DNa02_R,167
11213,CB0244,cb_intrinsic,1,0,0,11074,DNg13,DNg13_L,167
519624,DNa03,descending_neuron,251,830,0,525960,DNa13,DNa13(LAL041)_L,166
15361,VES011,cb_intrinsic,45,0,0,11610,DNae007,DNae007(VES009)_R,166
521527,LAL073,cb_intrinsic,32,607,6,512006,DNg13,DNg13_R,166
10136,PS304,cb_intrinsic,92,0,0,230783,DNg97,DNg97_R,165
524159,PS011,cb_intrinsic,31,1,0,11002,DNae002,DNae002(DNa04)_L,164
10005,AOTU019,cb_intrinsic,980,0,3,803433,DNp57,DNp57(PS195)_R,164
10975,DNa03,descending_neuron,217,741,0,11066,DNa13,DNa13(LAL041)_R,163
18548,PPM1204,cb_intrinsic,3,1,0,11028,DNb09,DNb09(DNb01)_L,162
13805,DNg97,descending_neuron,174,0,0,10577,DNg96,DNg96_R,162
11636,LAL126,cb_intrinsic,383,2,2,10360,DNa02,DNa02_R,162
10517,LAL124,cb_intrinsic,20,0,0,525960,DNa13,DNa13(LAL041)_L,162
14276,LAL195,cb_intrinsic,17,0,3,13442,DNg33,DNg33_R,162
10868,LAL083,cb_intrinsic,302,0,0,523769,DNa02,DNa02_L,161
11490,LAL073,cb_intrinsic,25,583,0,11074,DNg13,DNg13_L,161
20418,DNpe053,descending_neuron,0,0,1,10967,DNg70,DNg70_R,161
14259,LAL046,cb_intrinsic,90,247,0,10837,DNa15,DNa15(PS017)_R,161
38847,LAL046,cb_intrinsic,73,105,0,11002,DNae002,DNae002(DNa04)_L,161
514053,LAL011,cb_intrinsic,6,2,0,523769,DNa02,DNa02_L,160
521527,LAL073,cb_intrinsic,32,607,6,11297,DNbe003,DNbe003(hb5813024933)_R,160
12166,CB0244,cb_intrinsic,15,0,0,11411,DNg31,DNg31_R,160
90885,LAL020,cb_intrinsic,2,0,0,13805,DNg97,DNg97_L,159
12166,CB0244,cb_intrinsic,15,0,0,512006,DNg13,DNg13_R,157
520194,PS304,cb_intrinsic,165,0,0,10759,DNb01,DNb01_R,156
10070,AOTU019,cb_intrinsic,1016,1,3,11066,DNa13,DNa13(LAL041)_R,156
12223,DNpe027,descending_neuron,1,0,0,13805,DNg97,DNg97_L,155
512258,LAL013,cb_intrinsic,0,2,1,512071,DNae001,DNae001(DNa01)_L,155
11111,DNbe003,descending_neuron,4,0,0,10056,DNg100,DNg100_R,155
519129,LAL010,cb_intrinsic,126,103,1,10975,DNa03,DNa03_R,155
529710,LAL126,cb_intrinsic,333,0,1,10360,DNa02,DNa02_R,154
11028,DNb09,descending_neuron,17,111,0,11916,DNbe005,DNbe005(PS069)_R,154
521191,VES005,cb_intrinsic,377,2,0,10416,DNde002,DNde002(VES029)_L,153
10070,AOTU019,cb_intrinsic,1016,1,3,14569,DNg04,DNg04_R,153
529710,LAL126,cb_intrinsic,333,0,1,514021,DNg04,DNg04_R,153
14493,VES071,cb_intrinsic,1,0,0,523769,DNa02,DNa02_L,153
11111,DNbe003,descending_neuron,4,0,0,10177,DNg16,DNg16_L,152
13805,DNg97,descending_neuron,174,0,0,520300,DNg75,DNg75(hb1874217622)_R,152
520485,DNpe016,descending_neuron,215,0,0,10759,DNb01,DNb01_R,151
11636,LAL126,cb_intrinsic,383,2,2,514021,DNg04,DNg04_R,151
521529,LAL084,cb_intrinsic,4,21,1,521262,DNae002,DNae002(DNa04)_R,150
10005,AOTU019,cb_intrinsic,980,0,3,233071,DNg04,DNg04_L,150
10963,SMP543,cb_intrinsic,0,15,0,10844,DNge053,DNge053_L,150
11416,LAL083,cb_intrinsic,289,1,0,523769,DNa02,DNa02_L,149
70595,PS018_b,cb_intrinsic,227,3,0,11002,DNae002,DNae002(DNa04)_L,148
521525,LAL126,cb_intrinsic,270,1,0,233071,DNg04,DNg04_L,147
11495,PS059,cb_intrinsic,1,0,0,521262,DNae002,DNae002(DNa04)_R,147
11423,CRE100,cb_intrinsic,1,82,0,11851,(untyped),,147
11213,CB0244,cb_intrinsic,1,0,0,11078,DNg96,DNg96_L,147
10411,DNb09,descending_neuron,7,133,0,11246,DNbe006,DNbe006_L,147
11306,PS013,cb_intrinsic,98,0,0,11002,DNae002,DNae002(DNa04)_L,147
515029,DNpe027,descending_neuron,1,0,0,230783,DNg97,DNg97_R,146
12166,CB0244,cb_intrinsic,15,0,0,10760,DNa01,DNa01(VES006)_R,146
21231,PPM1204,cb_intrinsic,2,4,0,10411,DNb09,DNb09(DNb01)_R,146
11306,PS013,cb_intrinsic,98,0,0,13568,DNg41,DNg41_L,146
521815,VES054,cb_intrinsic,739,2,1,10844,DNge053,DNge053_L,145
10517,LAL124,cb_intrinsic,20,0,0,555726,DNa13,DNa13(LAL041)_L,144
11636,LAL126,cb_intrinsic,383,2,2,10837,DNa15,DNa15(PS017)_R,144
10963,SMP543,cb_intrinsic,0,15,0,11965,DNge053,DNge053_R,144
12938,PS011,cb_intrinsic,19,0,0,521262,DNae002,DNae002(DNa04)_R,144
519944,LAL124,cb_intrinsic,21,0,0,11066,DNa13,DNa13(LAL041)_R,143
10070,AOTU019,cb_intrinsic,1016,1,3,520300,DNg75,DNg75(hb1874217622)_R,143
521624,DNpe023,descending_neuron,1,1,0,11288,MDN,MDN_L,142
64301,LAL153,cb_intrinsic,2,2,0,519624,DNa03,DNa03_L,141
524483,LAL126,cb_intrinsic,335,0,5,233071,DNg04,DNg04_L,141
11233,DNa11,descending_neuron,0,7,0,256420,DNge050,DNge050_R,141
11371,PS013,cb_intrinsic,133,0,0,521262,DNae002,DNae002(DNa04)_R,141
519944,LAL124,cb_intrinsic,21,0,0,516170,DNa13,DNa13(LAL041)_R,141
529710,LAL126,cb_intrinsic,333,0,1,10543,DNa16,DNa16(PS014)_R,140
12408,LAL200,cb_intrinsic,197,5,0,10700,DNpe001,DNpe001(IB111)_L,140
230783,DNg97,descending_neuron,127,0,0,11074,DNg13,DNg13_L,140
31330,PS049,cb_intrinsic,4,1,0,519624,DNa03,DNa03_L,139
29860,PS049,cb_intrinsic,1,2,0,10975,DNa03,DNa03_R,139
529710,LAL126,cb_intrinsic,333,0,1,10837,DNa15,DNa15(PS017)_R,139
11213,CB0244,cb_intrinsic,1,0,0,11598,DNg31,DNg31_L,138
56308,LAL052,cb_intrinsic,6,301,0,519624,DNa03,DNa03_L,137
44739,PS018_b,cb_intrinsic,221,1,0,521262,DNae002,DNae002(DNa04)_R,137
14200,PS018_a,cb_intrinsic,14,29,0,10360,DNa02,DNa02_R,136
51658,PS018_a,cb_intrinsic,24,61,0,233071,DNg04,DNg04_L,136
519724,LAL014,cb_intrinsic,83,312,0,521190,DNae007,DNae007(VES009)_L,135
21904,PS063,cb_intrinsic,6,0,0,531859,DNpe022,DNpe022(PS271)_L,135
11636,LAL126,cb_intrinsic,383,2,2,10543,DNa16,DNa16(PS014)_R,135
10070,AOTU019,cb_intrinsic,1016,1,3,11770,DNae010,DNae010(PS016)_R,134
13805,DNg97,descending_neuron,174,0,0,10177,DNg16,DNg16_L,134
230783,DNg97,descending_neuron,127,0,0,11222,DNg111,DNg111(hb1573072464)_L,134
519624,DNa03,descending_neuron,251,830,0,555726,DNa13,DNa13(LAL041)_L,134
11371,PS013,cb_intrinsic,133,0,0,13229,DNg41,DNg41(hb5813024629)_R,134
11012,LAL157,cb_intrinsic,0,0,1,10975,DNa03,DNa03_R,133
12408,LAL200,cb_intrinsic,197,5,0,12944,DNpe001,DNpe001(IB111)_R,133
31330,PS049,cb_intrinsic,4,1,0,11814,DNa04,DNa04(PS015)_L,133
520388,PS010,cb_intrinsic,26,246,0,10527,DNpe017,DNpe017(hb1406000196)_L,132
524483,LAL126,cb_intrinsic,335,0,5,523769,DNa02,DNa02_L,132
17715,PS139,cb_intrinsic,3,4,0,10411,DNb09,DNb09(DNb01)_R,132
521525,LAL126,cb_intrinsic,270,1,0,519400,DNg04,DNg04_L,132
51658,PS018_a,cb_intrinsic,24,61,0,519400,DNg04,DNg04_L,132
11028,DNb09,descending_neuron,17,111,0,10846,DNge107,DNge107_R,131
13327,VES005,cb_intrinsic,324,0,0,10575,DNde002,DNde002(VES029)_R,131
522807,LAL134,cb_intrinsic,4,8,0,10394,DNg98,DNg98_L,131
11111,DNbe003,descending_neuron,4,0,0,10440,DNg16,DNg16_R,131
11490,LAL073,cb_intrinsic,25,583,0,11246,DNbe006,DNbe006_L,131
11028,DNb09,descending_neuron,17,111,0,13805,DNg97,DNg97_L,130
521527,LAL073,cb_intrinsic,32,607,6,13805,DNg97,DNg97_L,130
524159,PS011,cb_intrinsic,31,1,0,230783,DNg97,DNg97_R,130
14674,LAL013,cb_intrinsic,2,1,4,11563,DNae001,DNae001(DNa01)_R,130
12166,CB0244,cb_intrinsic,15,0,0,10577,DNg96,DNg96_R,130
519944,LAL124,cb_intrinsic,21,0,0,523769,DNa02,DNa02_L,130
11182,DNp101,descending_neuron,0,0,1,83661,DNge046,DNge046_R,129
520613,LAL134,cb_intrinsic,21,24,0,10959,DNg98,DNg98_R,128
515029,DNpe027,descending_neuron,1,0,0,11074,DNg13,DNg13_L,127
10654,DNb01,descending_neuron,444,0,0,14357,DNg05_a,DNg05_a_R,127
10005,AOTU019,cb_intrinsic,980,0,3,11955,DNae010,DNae010(PS016)_L,127
11495,PS059,cb_intrinsic,1,0,0,14569,DNg04,DNg04_R,127
521191,VES005,cb_intrinsic,377,2,0,10582,DNge040,DNge040_L,126
524483,LAL126,cb_intrinsic,335,0,5,519400,DNg04,DNg04_L,126
11028,DNb09,descending_neuron,17,111,0,10759,DNb01,DNb01_R,126
14192,LAL051,cb_intrinsic,2,1,0,523769,DNa02,DNa02_L,125
512392,LAL011,cb_intrinsic,1,0,0,10975,DNa03,DNa03_R,125
12310,LAL200,cb_intrinsic,132,3,0,12944,DNpe001,DNpe001(IB111)_R,125
10546,LAL125,cb_intrinsic,35,0,0,230783,DNg97,DNg97_R,125
525958,PLP060,cb_intrinsic,0,6,0,524001,DNp05,DNp05_L,124
12324,SIP126m_a,cb_intrinsic,1,0,0,10030,pIP1,pIP1_L,124
10868,LAL083,cb_intrinsic,302,0,0,525960,DNa13,DNa13(LAL041)_L,124
511776,LAL084,cb_intrinsic,0,40,0,11002,DNae002,DNae002(DNa04)_L,124
11410,DNpe023,descending_neuron,1,4,0,10763,MDN,MDN_R,124
529641,LAL018,cb_intrinsic,111,19,0,520300,DNg75,DNg75(hb1874217622)_R,123
529568,DNp39,descending_neuron,62,0,0,10177,DNg16,DNg16_L,123
11245,LAL156_a,cb_intrinsic,2,0,65,11770,DNae010,DNae010(PS016)_R,123
11028,DNb09,descending_neuron,17,111,0,13615,DNbe006,DNbe006_R,123
11495,PS059,cb_intrinsic,1,0,0,514021,DNg04,DNg04_R,122
12223,DNpe027,descending_neuron,1,0,0,512006,DNg13,DNg13_R,122
522807,LAL134,cb_intrinsic,4,8,0,10959,DNg98,DNg98_R,122
521525,LAL126,cb_intrinsic,270,1,0,10884,DNa15,DNa15(PS017)_L,122
10005,AOTU019,cb_intrinsic,980,0,3,519400,DNg04,DNg04_L,122
10070,AOTU019,cb_intrinsic,1016,1,3,514021,DNg04,DNg04_R,122
11490,LAL073,cb_intrinsic,25,583,0,230783,DNg97,DNg97_R,122
524483,LAL126,cb_intrinsic,335,0,5,10884,DNa15,DNa15(PS017)_L,121
520194,PS304,cb_intrinsic,165,0,0,13805,DNg97,DNg97_L,121
30108,VES057,cb_intrinsic,60,13,0,10759,DNb01,DNb01_R,121
529641,LAL018,cb_intrinsic,111,19,0,10924,DNa04,DNa04(PS015)_R,120
11416,LAL083,cb_intrinsic,289,1,0,519460,DNa16,DNa16(PS014)_L,120
519945,PS300,cb_intrinsic,4,0,0,564865,DNge070,DNge070(DNb06)_R,120
14681,PS231,cb_intrinsic,8,306,0,11002,DNae002,DNae002(DNa04)_L,120
51658,PS018_a,cb_intrinsic,24,61,0,11814,DNa04,DNa04(PS015)_L,120
16099,VES057,cb_intrinsic,9,3,0,10654,DNb01,DNb01_L,119
514053,LAL011,cb_intrinsic,6,2,0,519624,DNa03,DNa03_L,119
12408,LAL200,cb_intrinsic,197,5,0,10527,DNpe017,DNpe017(hb1406000196)_L,119
11750,LAL083,cb_intrinsic,333,0,0,10543,DNa16,DNa16(PS014)_R,119
10868,LAL083,cb_intrinsic,302,0,0,10192,DNg75,DNg75(hb1874217622)_L,119
11416,LAL083,cb_intrinsic,289,1,0,10192,DNg75,DNg75(hb1874217622)_L,118
51658,PS018_a,cb_intrinsic,24,61,0,523769,DNa02,DNa02_L,118
230783,DNg97,descending_neuron,127,0,0,11424,DNge026,DNge026_L,118
529641,LAL018,cb_intrinsic,111,19,0,10543,DNa16,DNa16(PS014)_R,117
523716,LAL120_a,cb_intrinsic,9,19,0,10360,DNa02,DNa02_R,117
100006,LAL020,cb_intrinsic,2,0,0,230783,DNg97,DNg97_R,117
11351,LAL108,cb_intrinsic,31,0,0,230783,DNg97,DNg97_R,117
14137,LAL195,cb_intrinsic,21,1,1,13317,DNg33,DNg33_L,117
10210,LAL074,cb_intrinsic,0,39,0,11002,DNae002,DNae002(DNa04)_L,117
15689,LAL160,cb_intrinsic,0,47,0,555726,DNa13,DNa13(LAL041)_L,117
12724,LAL014,cb_intrinsic,54,152,0,11233,DNa11,DNa11(VES008)_R,117
519461,LAL018,cb_intrinsic,87,10,0,10442,DNa01,DNa01(VES006)_L,116
10963,SMP543,cb_intrinsic,0,15,0,10056,DNg100,DNg100_R,116
520194,PS304,cb_intrinsic,165,0,0,520485,DNpe016,DNpe016(PS211)_R,116
10477,LoVC12,visual_centrifugal,199,0,0,11610,DNae007,DNae007(VES009)_R,115
519461,LAL018,cb_intrinsic,87,10,0,11814,DNa04,DNa04(PS015)_L,115
11213,CB0244,cb_intrinsic,1,0,0,10192,DNg75,DNg75(hb1874217622)_L,115
11111,DNbe003,descending_neuron,4,0,0,10192,DNg75,DNg75(hb1874217622)_L,115
553194,VES054,cb_intrinsic,797,15,7,10844,DNge053,DNge053_L,115
21848,CL215,cb_intrinsic,1,0,0,11182,DNp101,DNp101(CL334)_R,115
14681,PS231,cb_intrinsic,8,306,0,11814,DNa04,DNa04(PS015)_L,115
13327,VES005,cb_intrinsic,324,0,0,11256,DNge040,DNge040_R,115
12408,LAL200,cb_intrinsic,197,5,0,515029,DNpe027,DNpe027(PS166)_L,115
529710,LAL126,cb_intrinsic,333,0,1,520300,DNg75,DNg75(hb1874217622)_R,115
520485,DNpe016,descending_neuron,215,0,0,11373,DNp102,DNp102(PS212)_R,114
10868,LAL083,cb_intrinsic,302,0,0,519228,DNae005,DNae005(VES009)_L,114
12565,VES018,cb_intrinsic,3,0,0,11222,DNg111,DNg111(hb1573072464)_L,114
19998,LAL161,cb_intrinsic,0,26,0,516170,DNa13,DNa13(LAL041)_R,114
10975,DNa03,descending_neuron,217,741,0,516170,DNa13,DNa13(LAL041)_R,114
10005,AOTU019,cb_intrinsic,980,0,3,11002,DNae002,DNae002(DNa04)_L,114
521624,DNpe023,descending_neuron,1,1,0,12348,MDN,MDN_L,114
11245,LAL156_a,cb_intrinsic,2,0,65,524470,DNbe001,DNbe001(PS103)_R,114
10070,AOTU019,cb_intrinsic,1016,1,3,521262,DNae002,DNae002(DNa04)_R,114
11659,LAL161,cb_intrinsic,1,11,0,555726,DNa13,DNa13(LAL041)_L,114
532051,SMP544,cb_intrinsic,4,36,0,10394,DNg98,DNg98_L,114
10759,DNb01,descending_neuron,309,0,0,15064,DNg05_a,DNg05_a_L,113
11795,LAL083,cb_intrinsic,377,0,0,514021,DNg04,DNg04_R,113
12724,LAL014,cb_intrinsic,54,152,0,11610,DNae007,DNae007(VES009)_R,113
13201,LAL015,cb_intrinsic,2,1,1,11563,DNae001,DNae001(DNa01)_R,112
47023,CRE015,cb_intrinsic,32,0,13,523769,DNa02,DNa02_L,112
10759,DNb01,descending_neuron,309,0,0,519624,DNa03,DNa03_L,112
14276,LAL195,cb_intrinsic,17,0,3,13317,DNg33,DNg33_L,111
13327,VES005,cb_intrinsic,324,0,0,11706,DNg111,DNg111(hb1573072464)_R,111
10868,LAL083,cb_intrinsic,302,0,0,10971,DNa11,DNa11(VES008)_L,111
200284,LAL040,cb_intrinsic,550,0,0,523769,DNa02,DNa02_L,111
10411,DNb09,descending_neuron,7,133,0,10952,DNge107,DNge107_L,110
802893,DNpe016,descending_neuron,242,0,0,11846,DNp102,DNp102(PS212)_L,110
519925,LAL040,cb_intrinsic,671,4,0,10360,DNa02,DNa02_R,110
11371,PS013,cb_intrinsic,133,0,0,13922,DNb02,DNb02_R,110
11750,LAL083,cb_intrinsic,333,0,0,11233,DNa11,DNa11(VES008)_R,110
532051,SMP544,cb_intrinsic,4,36,0,10959,DNg98,DNg98_R,110
14986,LAL010,cb_intrinsic,193,137,0,519624,DNa03,DNa03_L,110
10868,LAL083,cb_intrinsic,302,0,0,519460,DNa16,DNa16(PS014)_L,110
11111,DNbe003,descending_neuron,4,0,0,11074,DNg13,DNg13_L,109
200284,LAL040,cb_intrinsic,550,0,0,512071,DNae001,DNae001(DNa01)_L,109
12938,PS011,cb_intrinsic,19,0,0,13805,DNg97,DNg97_L,109
10136,PS304,cb_intrinsic,92,0,0,802893,DNpe016,DNpe016(PS211)_L,109
10232,LoVC12,visual_centrifugal,177,0,0,521190,DNae007,DNae007(VES009)_L,109
521525,LAL126,cb_intrinsic,270,1,0,10192,DNg75,DNg75(hb1874217622)_L,109
519724,LAL014,cb_intrinsic,83,312,0,10971,DNa11,DNa11(VES008)_L,109
29860,PS049,cb_intrinsic,1,2,0,10924,DNa04,DNa04(PS015)_R,109
33289,LAL074,cb_intrinsic,10,66,4,521262,DNae002,DNae002(DNa04)_R,108
29262,PS191,cb_intrinsic,0,0,2,10192,DNg75,DNg75(hb1874217622)_L,108
515034,MBON27,cb_intrinsic,0,14,0,519624,DNa03,DNa03_L,108
12310,LAL200,cb_intrinsic,132,3,0,555871,DNpe017,DNpe017(hb1406000196)_R,108
519944,LAL124,cb_intrinsic,21,0,0,10360,DNa02,DNa02_R,107
11213,CB0244,cb_intrinsic,1,0,0,12743,DNge101,DNge101_L,107
10759,DNb01,descending_neuron,309,0,0,24184,DNg110,DNg110_L,106
16493,LAL113,cb_intrinsic,1,0,0,10975,DNa03,DNa03_R,106
523769,DNa02,descending_neuron,356,0,0,11424,DNge026,DNge026_L,106
13009,PLP012,cb_intrinsic,3,3,0,11066,DNa13,DNa13(LAL041)_R,106
13534,LC33,visual_projection,0,11,2,11410,DNpe023,DNpe023(LAL201)_L,105
11636,LAL126,cb_intrinsic,383,2,2,520300,DNg75,DNg75(hb1874217622)_R,105
519624,DNa03,descending_neuron,251,830,0,233071,DNg04,DNg04_L,105
16402,LAL146,cb_intrinsic,9,0,0,802893,DNpe016,DNpe016(PS211)_L,105
13942,SIP126m_b,cb_intrinsic,2,0,0,10038,pIP1,pIP1_R,105
14276,LAL195,cb_intrinsic,17,0,3,10131,DNg74_a,DNg74_a_R,104
13805,DNg97,descending_neuron,174,0,0,11158,DNge026,DNge026_R,104
525400,PLP078,cb_intrinsic,2,0,0,519228,DNae005,DNae005(VES009)_L,104
802893,DNpe016,descending_neuron,242,0,0,10654,DNb01,DNb01_L,103
11416,LAL083,cb_intrinsic,289,1,0,10971,DNa11,DNa11(VES008)_L,103
11795,LAL083,cb_intrinsic,377,0,0,10543,DNa16,DNa16(PS014)_R,103
11194,VES059,cb_intrinsic,166,24,0,11365,DNbe007,DNbe007(VES042)_R,102
14137,LAL195,cb_intrinsic,21,1,1,10131,DNg74_a,DNg74_a_R,102
557800,LAL021,cb_intrinsic,10,12,0,230783,DNg97,DNg97_R,102
519624,DNa03,descending_neuron,251,830,0,519896,DNa06,DNa06(PS039)_L,102
10975,DNa03,descending_neuron,217,741,0,524412,DNa06,DNa06(PS039)_R,102
11306,PS013,cb_intrinsic,98,0,0,10192,DNg75,DNg75(hb1874217622)_L,102
11457,LAL108,cb_intrinsic,26,0,0,13805,DNg97,DNg97_L,102
521191,VES005,cb_intrinsic,377,2,0,11222,DNg111,DNg111(hb1573072464)_L,102
529641,LAL018,cb_intrinsic,111,19,0,514021,DNg04,DNg04_R,102
38847,LAL046,cb_intrinsic,73,105,0,519460,DNa16,DNa16(PS014)_L,102
520388,PS010,cb_intrinsic,26,246,0,10884,DNa15,DNa15(PS017)_L,101
11371,PS013,cb_intrinsic,133,0,0,520300,DNg75,DNg75(hb1874217622)_R,101
89545,LAL301m,cb_intrinsic,1,0,0,523769,DNa02,DNa02_L,101
13067,LAL012,cb_intrinsic,1,1,0,11028,DNb09,DNb09(DNb01)_L,100
11246,DNbe006,descending_neuron,119,6,0,13759,DNge010,DNge010_L,100
11410,DNpe023,descending_neuron,1,4,0,11332,MDN,MDN_R,100
12223,DNpe027,descending_neuron,1,0,0,11297,DNbe003,DNbe003(hb5813024933)_R,100
10238,PLP012,cb_intrinsic,1,10,0,525960,DNa13,DNa13(LAL041)_L,100
519461,LAL018,cb_intrinsic,87,10,0,10192,DNg75,DNg75(hb1874217622)_L,100
12310,LAL200,cb_intrinsic,132,3,0,10700,DNpe001,DNpe001(IB111)_L,99
521191,VES005,cb_intrinsic,377,2,0,11074,DNg13,DNg13_L,99
10070,AOTU019,cb_intrinsic,1016,1,3,10924,DNa04,DNa04(PS015)_R,99
11750,LAL083,cb_intrinsic,333,0,0,11066,DNa13,DNa13(LAL041)_R,99
11306,PS013,cb_intrinsic,98,0,0,529488,DNb02,DNb02_L,99
22122,LAL206,cb_intrinsic,0,1,0,10783,DNp09,DNp09_L,99
521527,LAL073,cb_intrinsic,32,607,6,13615,DNbe006,DNbe006_R,99
557800,LAL021,cb_intrinsic,10,12,0,10885,DNg88,DNg88_L,98
44739,PS018_b,cb_intrinsic,221,1,0,10837,DNa15,DNa15(PS017)_R,98
533368,AN10B005,ascending_neuron,0,0,1,12374,DNge140,DNge140_R,98
515842,WED082,cb_intrinsic,0,0,231,575669,DNg71,DNg71_L,98
12278,PS010,cb_intrinsic,10,178,0,10975,DNa03,DNa03_R,98
28262,LAL197,cb_intrinsic,0,0,2,10985,DNbe004,DNbe004(PS066)_R,98
16493,LAL113,cb_intrinsic,1,0,0,12995,DNde003,DNde003(LAL106)_R,97
524483,LAL126,cb_intrinsic,335,0,5,10192,DNg75,DNg75(hb1874217622)_L,97
18303,PS203,cb_intrinsic,0,1,0,10971,DNa11,DNa11(VES008)_L,97
11795,LAL083,cb_intrinsic,377,0,0,10975,DNa03,DNa03_R,97
521624,DNpe023,descending_neuron,1,1,0,11332,MDN,MDN_R,96
11286,SIP126m_a,cb_intrinsic,1,1,0,10038,pIP1,pIP1_R,96
13805,DNg97,descending_neuron,174,0,0,512006,DNg13,DNg13_R,96
10963,SMP543,cb_intrinsic,0,15,0,10045,DNg100,DNg100_L,96
10109,VES041,cb_intrinsic,130,142,0,519624,DNa03,DNa03_L,96
23764,WED082,cb_intrinsic,0,0,156,575669,DNg71,DNg71_L,96
521815,VES054,cb_intrinsic,739,2,1,11965,DNge053,DNge053_R,96
15402,LT51,visual_projection,58,0,0,10304,DNge041,DNge041_R,95
22191,LAL177,cb_intrinsic,4,0,0,519624,DNa03,DNa03_L,95
11636,LAL126,cb_intrinsic,383,2,2,12787,DNge033,DNge033_R,95
15809,LAL012,cb_intrinsic,0,0,1,10411,DNb09,DNb09(DNb01)_R,95
10411,DNb09,descending_neuron,7,133,0,230783,DNg97,DNg97_R,95
